symbol,number_of_dates,percentage
CAB,18,17.14
VCG,22,17.14
PCM,16,17.15
KCB,21,17.17
LTC,4,17.2
VTS,12,17.2
DAG,22,17.25
NFC,10,17.3
BCG,22,17.31
HLD,22,17.31
CSI,22,17.43
MBG,22,17.45
BOT,22,17.5
PVS,22,17.54
DID,22,17.57
NHA,22,17.57
CIP,17,17.59
PVD,22,17.59
PLP,22,17.6
AMD,22,17.63
XMC,22,17.63
DBC,22,17.64
VPH,22,17.65
MHC,22,17.67
CCV,6,17.68
APG,22,17.71
ALV,22,17.75
KSQ,22,17.78
QCG,22,17.84
NAF,22,17.86
NNG,16,17.86
EVG,22,17.87
TLH,22,17.89
ALT,18,17.95
HAR,22,17.97
HCM,22,17.99
TTZ,22,18.0
SHN,22,18.04
ICG,22,18.07
ABS,22,18.08
CAG,22,18.08
NKG,22,18.11
NSH,22,18.14
VTD,22,18.15
LCG,22,18.17
TTN,22,18.17
BKG,22,18.19
DC4,22,18.28
PVL,22,18.29
PXI,22,18.29
VND,22,18.39
CTS,22,18.41
VIG,22,18.41
DLG,22,18.46
OGC,22,18.52
VPG,22,18.54
TNI,22,18.55
JVC,22,18.56
NAU,7,18.57
FIT,22,18.59
DAH,22,18.62
ELC,22,18.64
CRE,22,18.67
GIL,22,18.67
FTM,22,18.68
TTG,18,18.71
SHS,22,18.72
HSG,22,18.75
VIB,22,18.8
VIX,22,18.84
FTS,22,18.9
VLC,22,18.9
COM,22,18.91
DXS,22,18.91
LCM,22,18.97
TVB,22,19.06
TTB,22,19.1
PXL,22,19.11
MAC,22,19.13
TCD,22,19.17
TGG,22,19.21
TNS,22,19.23
FID,22,19.32
HEP,5,19.33
VRC,22,19.38
SQC,17,19.44
HU4,22,19.57
HTN,22,19.6
S99,22,19.62
SCL,22,19.7
HQC,22,19.71
HCD,22,19.73
DGT,22,19.76
APS,22,19.8
ILC,13,19.8
SSI,22,19.81
ITQ,22,19.83
PTC,22,19.83
SCJ,22,19.84
MLS,21,19.87
IPA,22,19.91
CBS,22,19.93
KVC,22,20.0
PCF,17,20.0
CKG,22,20.14
TNT,22,20.17
PXT,22,20.18
TSC,22,20.19
MBS,22,20.27
FLC,22,20.31
BTG,17,20.34
VC7,22,20.34
KHG,22,20.49
C4G,22,20.53
MCG,22,20.54
DST,22,20.55
PVC,22,20.58
ILS,9,20.62
IDJ,22,20.64
CDO,22,20.65
TSJ,8,20.67
E12,20,20.69
DPH,10,20.71
XMD,22,20.71
L18,22,20.76
QBS,22,20.77
LDG,22,20.82
SJF,22,20.82
CI5,13,20.86
TTH,22,20.89
API,22,20.95
VC2,22,20.95
ADS,22,20.97
DL1,22,21.08
BVG,22,21.09
VKC,22,21.11
DPC,8,21.13
ITA,22,21.14
TNB,10,21.19
TS3,19,21.19
CIG,22,21.21
LGM,14,21.25
DIG,22,21.38
VGS,22,21.58
VLG,22,21.73
TTL,22,21.79
LIG,22,21.84
PFL,22,21.94
RGC,21,21.94
E29,19,22.03
AAS,22,22.04
L14,22,22.05
GLW,6,22.06
HDC,22,22.09
VE9,22,22.31
MST,22,22.7
VPA,20,22.71
CEO,22,23.06
HHG,22,23.25
TKC,19,23.69
CC1,22,23.72
BII,22,23.77
G36,22,23.78
BLT,21,24.01
AAV,22,24.12
VHG,22,24.18
PDB,22,24.35
LIC,22,24.78
KTC,14,25.0
PAS,22,25.39
SDA,22,25.68
BNA,22,26.23
HDA,22,27.98
HAF,11,28.28
PPT,10,30.38
