provinceId,province,districtId,district,wardId,ward
ha-giang,Hà Giang,ha-giang-huyen-xin-man,Huyện Xín Mần,ha-giang-huyen-xin-man-xa-ta-nhiu,Xã Tả Nhìu
ha-giang,Hà Giang,ha-giang-huyen-xin-man,Huyện Xín Mần,ha-giang-huyen-xin-man-xa-then-phang,Xã Thèn Phàng
ha-giang,Hà Giang,ha-giang-huyen-xin-man,Huyện Xín Mần,ha-giang-huyen-xin-man-xa-thu-ta,Xã Thu Tà
ha-giang,Hà Giang,ha-giang-huyen-xin-man,Huyện Xín Mần,ha-giang-huyen-xin-man-xa-trung-thinh,Xã Trung Thịnh
ha-giang,Hà Giang,ha-giang-huyen-xin-man,Huyện Xín Mần,ha-giang-huyen-xin-man-xa-xin-man,Xã Xín Mần
ha-giang,Hà Giang,ha-giang-huyen-yen-minh,Huyện Yên Minh,ha-giang-huyen-yen-minh-thi-tran-yen-minh,Thị trấn Yên Minh
ha-giang,Hà Giang,ha-giang-huyen-yen-minh,Huyện Yên Minh,ha-giang-huyen-yen-minh-xa-bach-dich,Xã Bạch Đích
ha-giang,Hà Giang,ha-giang-huyen-yen-minh,Huyện Yên Minh,ha-giang-huyen-yen-minh-xa-dong-minh,Xã Đông Minh
ha-giang,Hà Giang,ha-giang-huyen-yen-minh,Huyện Yên Minh,ha-giang-huyen-yen-minh-xa-du-gia,Xã Du Già
ha-giang,Hà Giang,ha-giang-huyen-yen-minh,Huyện Yên Minh,ha-giang-huyen-yen-minh-xa-du-tien,Xã Du Tiến
ha-giang,Hà Giang,ha-giang-huyen-yen-minh,Huyện Yên Minh,ha-giang-huyen-yen-minh-xa-duong-thuong,Xã Đường Thượng
ha-giang,Hà Giang,ha-giang-huyen-yen-minh,Huyện Yên Minh,ha-giang-huyen-yen-minh-xa-huu-vinh,Xã Hữu Vinh
ha-giang,Hà Giang,ha-giang-huyen-yen-minh,Huyện Yên Minh,ha-giang-huyen-yen-minh-xa-lao-va-chai,Xã Lao Và Chải
ha-giang,Hà Giang,ha-giang-huyen-yen-minh,Huyện Yên Minh,ha-giang-huyen-yen-minh-xa-lung-ho,Xã Lũng Hồ
ha-giang,Hà Giang,ha-giang-huyen-yen-minh,Huyện Yên Minh,ha-giang-huyen-yen-minh-xa-mau-due,Xã Mậu Duệ
ha-giang,Hà Giang,ha-giang-huyen-yen-minh,Huyện Yên Minh,ha-giang-huyen-yen-minh-xa-mau-long,Xã Mậu Long
ha-giang,Hà Giang,ha-giang-huyen-yen-minh,Huyện Yên Minh,ha-giang-huyen-yen-minh-xa-na-khe,Xã Na Khê
ha-giang,Hà Giang,ha-giang-huyen-yen-minh,Huyện Yên Minh,ha-giang-huyen-yen-minh-xa-ngam-la,Xã Ngam La
ha-giang,Hà Giang,ha-giang-huyen-yen-minh,Huyện Yên Minh,ha-giang-huyen-yen-minh-xa-ngoc-long,Xã Ngọc Long
ha-giang,Hà Giang,ha-giang-huyen-yen-minh,Huyện Yên Minh,ha-giang-huyen-yen-minh-xa-phu-lung,Xã Phú Lũng
ha-giang,Hà Giang,ha-giang-huyen-yen-minh,Huyện Yên Minh,ha-giang-huyen-yen-minh-xa-sung-thai,Xã Sủng Thài
ha-giang,Hà Giang,ha-giang-huyen-yen-minh,Huyện Yên Minh,ha-giang-huyen-yen-minh-xa-sung-trang,Xã Sủng Tráng
ha-giang,Hà Giang,ha-giang-huyen-yen-minh,Huyện Yên Minh,ha-giang-huyen-yen-minh-xa-thang-mo,Xã Thắng Mố
ha-giang,Hà Giang,ha-giang-thanh-pho-ha-giang,Thành phố Hà Giang,ha-giang-thanh-pho-ha-giang-phuong-minh-khai,Phường Minh Khai
ha-giang,Hà Giang,ha-giang-thanh-pho-ha-giang,Thành phố Hà Giang,ha-giang-thanh-pho-ha-giang-phuong-ngoc-ha,Phường Ngọc Hà
ha-giang,Hà Giang,ha-giang-thanh-pho-ha-giang,Thành phố Hà Giang,ha-giang-thanh-pho-ha-giang-phuong-nguyen-trai,Phường Nguyễn Trãi
ha-giang,Hà Giang,ha-giang-thanh-pho-ha-giang,Thành phố Hà Giang,ha-giang-thanh-pho-ha-giang-phuong-quang-trung,Phường Quang Trung
ha-giang,Hà Giang,ha-giang-thanh-pho-ha-giang,Thành phố Hà Giang,ha-giang-thanh-pho-ha-giang-phuong-tran-phu,Phường Trần Phú
ha-giang,Hà Giang,ha-giang-thanh-pho-ha-giang,Thành phố Hà Giang,ha-giang-thanh-pho-ha-giang-xa-ngoc-duong,Xã Ngọc Đường
ha-giang,Hà Giang,ha-giang-thanh-pho-ha-giang,Thành phố Hà Giang,ha-giang-thanh-pho-ha-giang-xa-phuong-do,Xã Phương Độ
ha-giang,Hà Giang,ha-giang-thanh-pho-ha-giang,Thành phố Hà Giang,ha-giang-thanh-pho-ha-giang-xa-phuong-thien,Xã Phương Thiện
ha-nam,Hà Nam,ha-nam-huyen-binh-luc,Huyện Bình Lục,ha-nam-huyen-binh-luc-thi-tran-binh-my,Thị trấn Bình Mỹ
ha-nam,Hà Nam,ha-nam-huyen-binh-luc,Huyện Bình Lục,ha-nam-huyen-binh-luc-xa-an-do,Xã An Đổ
ha-nam,Hà Nam,ha-nam-huyen-binh-luc,Huyện Bình Lục,ha-nam-huyen-binh-luc-xa-an-lao,Xã An Lão
ha-nam,Hà Nam,ha-nam-huyen-binh-luc,Huyện Bình Lục,ha-nam-huyen-binh-luc-xa-an-my,Xã An Mỹ
ha-nam,Hà Nam,ha-nam-huyen-binh-luc,Huyện Bình Lục,ha-nam-huyen-binh-luc-xa-an-ninh,Xã An Ninh
ha-nam,Hà Nam,ha-nam-huyen-binh-luc,Huyện Bình Lục,ha-nam-huyen-binh-luc-xa-an-noi,Xã An Nội
ha-nam,Hà Nam,ha-nam-huyen-binh-luc,Huyện Bình Lục,ha-nam-huyen-binh-luc-xa-binh-nghia,Xã Bình Nghĩa
ha-nam,Hà Nam,ha-nam-huyen-binh-luc,Huyện Bình Lục,ha-nam-huyen-binh-luc-xa-bo-de,Xã Bồ Đề
ha-nam,Hà Nam,ha-nam-huyen-binh-luc,Huyện Bình Lục,ha-nam-huyen-binh-luc-xa-boi-cau,Xã Bối Cầu
ha-nam,Hà Nam,ha-nam-huyen-binh-luc,Huyện Bình Lục,ha-nam-huyen-binh-luc-xa-don-xa,Xã Đồn Xá
ha-nam,Hà Nam,ha-nam-huyen-binh-luc,Huyện Bình Lục,ha-nam-huyen-binh-luc-xa-dong-du,Xã Đồng Du
ha-nam,Hà Nam,ha-nam-huyen-binh-luc,Huyện Bình Lục,ha-nam-huyen-binh-luc-xa-hung-cong,Xã Hưng Công
ha-nam,Hà Nam,ha-nam-huyen-binh-luc,Huyện Bình Lục,ha-nam-huyen-binh-luc-xa-la-son,Xã La Sơn
ha-nam,Hà Nam,ha-nam-huyen-binh-luc,Huyện Bình Lục,ha-nam-huyen-binh-luc-xa-my-tho,Xã Mỹ Thọ
ha-nam,Hà Nam,ha-nam-huyen-binh-luc,Huyện Bình Lục,ha-nam-huyen-binh-luc-xa-ngoc-lu,Xã Ngọc Lũ
ha-nam,Hà Nam,ha-nam-huyen-binh-luc,Huyện Bình Lục,ha-nam-huyen-binh-luc-xa-tieu-dong,Xã Tiêu Động
ha-nam,Hà Nam,ha-nam-huyen-binh-luc,Huyện Bình Lục,ha-nam-huyen-binh-luc-xa-trang-an,Xã Tràng An
ha-nam,Hà Nam,ha-nam-huyen-binh-luc,Huyện Bình Lục,ha-nam-huyen-binh-luc-xa-trung-luong,Xã Trung Lương
ha-nam,Hà Nam,ha-nam-huyen-binh-luc,Huyện Bình Lục,ha-nam-huyen-binh-luc-xa-vu-ban,Xã Vũ Bản
ha-nam,Hà Nam,ha-nam-huyen-kim-bang,Huyện Kim Bảng,ha-nam-huyen-kim-bang-thi-tran-ba-sao,Thị trấn Ba Sao
ha-nam,Hà Nam,ha-nam-huyen-kim-bang,Huyện Kim Bảng,ha-nam-huyen-kim-bang-thi-tran-que,Thị trấn Quế
ha-nam,Hà Nam,ha-nam-huyen-kim-bang,Huyện Kim Bảng,ha-nam-huyen-kim-bang-xa-dai-cuong,Xã Đại Cương
ha-nam,Hà Nam,ha-nam-huyen-kim-bang,Huyện Kim Bảng,ha-nam-huyen-kim-bang-xa-dong-hoa,Xã Đồng Hóa
ha-nam,Hà Nam,ha-nam-huyen-kim-bang,Huyện Kim Bảng,ha-nam-huyen-kim-bang-xa-hoang-tay,Xã Hoàng Tây
ha-nam,Hà Nam,ha-nam-huyen-kim-bang,Huyện Kim Bảng,ha-nam-huyen-kim-bang-xa-kha-phong,Xã Khả Phong
ha-nam,Hà Nam,ha-nam-huyen-kim-bang,Huyện Kim Bảng,ha-nam-huyen-kim-bang-xa-le-ho,Xã Lê Hồ
ha-nam,Hà Nam,ha-nam-huyen-kim-bang,Huyện Kim Bảng,ha-nam-huyen-kim-bang-xa-lien-son,Xã Liên Sơn
ha-nam,Hà Nam,ha-nam-huyen-kim-bang,Huyện Kim Bảng,ha-nam-huyen-kim-bang-xa-ngoc-son,Xã Ngọc Sơn
ha-nam,Hà Nam,ha-nam-huyen-kim-bang,Huyện Kim Bảng,ha-nam-huyen-kim-bang-xa-nguyen-uy,Xã Nguyễn Úy
ha-nam,Hà Nam,ha-nam-huyen-kim-bang,Huyện Kim Bảng,ha-nam-huyen-kim-bang-xa-nhat-tan,Xã Nhật Tân
ha-nam,Hà Nam,ha-nam-huyen-kim-bang,Huyện Kim Bảng,ha-nam-huyen-kim-bang-xa-nhat-tuu,Xã Nhật Tựu
ha-nam,Hà Nam,ha-nam-huyen-kim-bang,Huyện Kim Bảng,ha-nam-huyen-kim-bang-xa-tan-son,Xã Tân Sơn
ha-nam,Hà Nam,ha-nam-huyen-kim-bang,Huyện Kim Bảng,ha-nam-huyen-kim-bang-xa-thanh-son,Xã Thanh Sơn
ha-nam,Hà Nam,ha-nam-huyen-kim-bang,Huyện Kim Bảng,ha-nam-huyen-kim-bang-xa-thi-son,Xã Thi Sơn
ha-nam,Hà Nam,ha-nam-huyen-kim-bang,Huyện Kim Bảng,ha-nam-huyen-kim-bang-xa-thuy-loi,Xã Thụy Lôi
ha-nam,Hà Nam,ha-nam-huyen-kim-bang,Huyện Kim Bảng,ha-nam-huyen-kim-bang-xa-tuong-linh,Xã Tượng Lĩnh
ha-nam,Hà Nam,ha-nam-huyen-kim-bang,Huyện Kim Bảng,ha-nam-huyen-kim-bang-xa-van-xa,Xã Văn Xá
ha-nam,Hà Nam,ha-nam-huyen-ly-nhan,Huyện Lý Nhân,ha-nam-huyen-ly-nhan-thi-tran-vinh-tru,Thị trấn Vĩnh Trụ
ha-nam,Hà Nam,ha-nam-huyen-ly-nhan,Huyện Lý Nhân,ha-nam-huyen-ly-nhan-xa-bac-ly,Xã Bắc Lý
ha-nam,Hà Nam,ha-nam-huyen-ly-nhan,Huyện Lý Nhân,ha-nam-huyen-ly-nhan-xa-chan-ly,Xã Chân Lý
ha-nam,Hà Nam,ha-nam-huyen-ly-nhan,Huyện Lý Nhân,ha-nam-huyen-ly-nhan-xa-chinh-ly,Xã Chính Lý
ha-nam,Hà Nam,ha-nam-huyen-ly-nhan,Huyện Lý Nhân,ha-nam-huyen-ly-nhan-xa-cong-ly,Xã Công Lý
ha-nam,Hà Nam,ha-nam-huyen-ly-nhan,Huyện Lý Nhân,ha-nam-huyen-ly-nhan-xa-dao-ly,Xã Đạo Lý
ha-nam,Hà Nam,ha-nam-huyen-ly-nhan,Huyện Lý Nhân,ha-nam-huyen-ly-nhan-xa-dong-ly,Xã Đồng Lý
ha-nam,Hà Nam,ha-nam-huyen-ly-nhan,Huyện Lý Nhân,ha-nam-huyen-ly-nhan-xa-duc-ly,Xã Đức Lý
ha-nam,Hà Nam,ha-nam-huyen-ly-nhan,Huyện Lý Nhân,ha-nam-huyen-ly-nhan-xa-hoa-hau,Xã Hòa Hậu
ha-nam,Hà Nam,ha-nam-huyen-ly-nhan,Huyện Lý Nhân,ha-nam-huyen-ly-nhan-xa-hop-ly,Xã Hợp Lý
ha-nam,Hà Nam,ha-nam-huyen-ly-nhan,Huyện Lý Nhân,ha-nam-huyen-ly-nhan-xa-nguyen-ly,Xã Nguyên Lý
ha-nam,Hà Nam,ha-nam-huyen-ly-nhan,Huyện Lý Nhân,ha-nam-huyen-ly-nhan-xa-nhan-binh,Xã Nhân Bình
ha-nam,Hà Nam,ha-nam-huyen-ly-nhan,Huyện Lý Nhân,ha-nam-huyen-ly-nhan-xa-nhan-chinh,Xã Nhân Chính
ha-nam,Hà Nam,ha-nam-huyen-ly-nhan,Huyện Lý Nhân,ha-nam-huyen-ly-nhan-xa-nhan-dao,Xã Nhân Đạo
ha-nam,Hà Nam,ha-nam-huyen-ly-nhan,Huyện Lý Nhân,ha-nam-huyen-ly-nhan-xa-nhan-hung,Xã Nhân Hưng
ha-nam,Hà Nam,ha-nam-huyen-ly-nhan,Huyện Lý Nhân,ha-nam-huyen-ly-nhan-xa-nhan-khang,Xã Nhân Khang
ha-nam,Hà Nam,ha-nam-huyen-ly-nhan,Huyện Lý Nhân,ha-nam-huyen-ly-nhan-xa-nhan-my,Xã Nhân Mỹ
ha-nam,Hà Nam,ha-nam-huyen-ly-nhan,Huyện Lý Nhân,ha-nam-huyen-ly-nhan-xa-nhan-nghia,Xã Nhân Nghĩa
ha-nam,Hà Nam,ha-nam-huyen-ly-nhan,Huyện Lý Nhân,ha-nam-huyen-ly-nhan-xa-nhan-thinh,Xã Nhân Thịnh
ha-nam,Hà Nam,ha-nam-huyen-ly-nhan,Huyện Lý Nhân,ha-nam-huyen-ly-nhan-xa-phu-phuc,Xã Phú Phúc
ha-nam,Hà Nam,ha-nam-huyen-ly-nhan,Huyện Lý Nhân,ha-nam-huyen-ly-nhan-xa-tien-thang,Xã Tiến Thắng
ha-nam,Hà Nam,ha-nam-huyen-ly-nhan,Huyện Lý Nhân,ha-nam-huyen-ly-nhan-xa-tran-hung-dao,Xã Trần Hưng Đạo
ha-nam,Hà Nam,ha-nam-huyen-ly-nhan,Huyện Lý Nhân,ha-nam-huyen-ly-nhan-xa-van-ly,Xã Văn Lý
ha-nam,Hà Nam,ha-nam-huyen-ly-nhan,Huyện Lý Nhân,ha-nam-huyen-ly-nhan-xa-xuan-khe,Xã Xuân Khê
ha-nam,Hà Nam,ha-nam-huyen-thanh-liem,Huyện Thanh Liêm,ha-nam-huyen-thanh-liem-thi-tran-kien-khe,Thị trấn Kiện Khê
ha-nam,Hà Nam,ha-nam-huyen-thanh-liem,Huyện Thanh Liêm,ha-nam-huyen-thanh-liem-thi-tran-tan-thanh,Thị Trấn Tân Thanh
ha-nam,Hà Nam,ha-nam-huyen-thanh-liem,Huyện Thanh Liêm,ha-nam-huyen-thanh-liem-xa-liem-can,Xã Liêm Cần
ha-nam,Hà Nam,ha-nam-huyen-thanh-liem,Huyện Thanh Liêm,ha-nam-huyen-thanh-liem-xa-liem-phong,Xã Liêm Phong
ha-nam,Hà Nam,ha-nam-huyen-thanh-liem,Huyện Thanh Liêm,ha-nam-huyen-thanh-liem-xa-liem-son,Xã Liêm Sơn
ha-nam,Hà Nam,ha-nam-huyen-thanh-liem,Huyện Thanh Liêm,ha-nam-huyen-thanh-liem-xa-liem-thuan,Xã Liêm Thuận
ha-nam,Hà Nam,ha-nam-huyen-thanh-liem,Huyện Thanh Liêm,ha-nam-huyen-thanh-liem-xa-liem-tuc,Xã Liêm Túc
ha-nam,Hà Nam,ha-nam-huyen-thanh-liem,Huyện Thanh Liêm,ha-nam-huyen-thanh-liem-xa-thanh-binh,Xã Thanh Bình
ha-nam,Hà Nam,ha-nam-huyen-thanh-liem,Huyện Thanh Liêm,ha-nam-huyen-thanh-liem-xa-thanh-ha,Xã Thanh Hà
ha-nam,Hà Nam,ha-nam-huyen-thanh-liem,Huyện Thanh Liêm,ha-nam-huyen-thanh-liem-xa-thanh-hai,Xã Thanh Hải
ha-nam,Hà Nam,ha-nam-huyen-thanh-liem,Huyện Thanh Liêm,ha-nam-huyen-thanh-liem-xa-thanh-huong,Xã Thanh Hương
ha-nam,Hà Nam,ha-nam-huyen-thanh-liem,Huyện Thanh Liêm,ha-nam-huyen-thanh-liem-xa-thanh-luu,Xã Thanh Lưu
ha-nam,Hà Nam,ha-nam-huyen-thanh-liem,Huyện Thanh Liêm,ha-nam-huyen-thanh-liem-xa-thanh-nghi,Xã Thanh Nghị
ha-nam,Hà Nam,ha-nam-huyen-thanh-liem,Huyện Thanh Liêm,ha-nam-huyen-thanh-liem-xa-thanh-nguyen,Xã Thanh Nguyên
ha-nam,Hà Nam,ha-nam-huyen-thanh-liem,Huyện Thanh Liêm,ha-nam-huyen-thanh-liem-xa-thanh-phong,Xã Thanh Phong
ha-nam,Hà Nam,ha-nam-huyen-thanh-liem,Huyện Thanh Liêm,ha-nam-huyen-thanh-liem-xa-thanh-tam,Xã Thanh Tâm
ha-nam,Hà Nam,ha-nam-huyen-thanh-liem,Huyện Thanh Liêm,ha-nam-huyen-thanh-liem-xa-thanh-tan,Xã Thanh Tân
ha-nam,Hà Nam,ha-nam-huyen-thanh-liem,Huyện Thanh Liêm,ha-nam-huyen-thanh-liem-xa-thanh-thuy,Xã Thanh Thủy
ha-nam,Hà Nam,ha-nam-thanh-pho-phu-ly,Thành phố Phủ Lý,ha-nam-thanh-pho-phu-ly-phuong-chau-son,Phường Châu Sơn
ha-nam,Hà Nam,ha-nam-thanh-pho-phu-ly,Thành phố Phủ Lý,ha-nam-thanh-pho-phu-ly-phuong-hai-ba-trung,Phường Hai Bà Trưng
ha-nam,Hà Nam,ha-nam-thanh-pho-phu-ly,Thành phố Phủ Lý,ha-nam-thanh-pho-phu-ly-phuong-lam-ha,Phường Lam Hà
ha-nam,Hà Nam,ha-nam-thanh-pho-phu-ly,Thành phố Phủ Lý,ha-nam-thanh-pho-phu-ly-phuong-lam-ha,Phường Lam Hạ
ha-nam,Hà Nam,ha-nam-thanh-pho-phu-ly,Thành phố Phủ Lý,ha-nam-thanh-pho-phu-ly-phuong-le-hong-phong,Phường Lê Hồng Phong
ha-nam,Hà Nam,ha-nam-thanh-pho-phu-ly,Thành phố Phủ Lý,ha-nam-thanh-pho-phu-ly-phuong-liem-chinh,Phường Liêm Chính
ha-nam,Hà Nam,ha-nam-thanh-pho-phu-ly,Thành phố Phủ Lý,ha-nam-thanh-pho-phu-ly-phuong-luong-khanh-thien,Phường Lương Khánh Thiện
ha-nam,Hà Nam,ha-nam-thanh-pho-phu-ly,Thành phố Phủ Lý,ha-nam-thanh-pho-phu-ly-phuong-minh-khai,Phường Minh Khai
ha-nam,Hà Nam,ha-nam-thanh-pho-phu-ly,Thành phố Phủ Lý,ha-nam-thanh-pho-phu-ly-phuong-quang-trung,Phường Quang Trung
ha-nam,Hà Nam,ha-nam-thanh-pho-phu-ly,Thành phố Phủ Lý,ha-nam-thanh-pho-phu-ly-phuong-thanh-chau,Phường Thanh Châu
ha-nam,Hà Nam,ha-nam-thanh-pho-phu-ly,Thành phố Phủ Lý,ha-nam-thanh-pho-phu-ly-phuong-thanh-tuyen,Phường Thanh Tuyền
ha-nam,Hà Nam,ha-nam-thanh-pho-phu-ly,Thành phố Phủ Lý,ha-nam-thanh-pho-phu-ly-phuong-tran-hung-dao,Phường Trần Hưng Đạo
ha-nam,Hà Nam,ha-nam-thanh-pho-phu-ly,Thành phố Phủ Lý,ha-nam-thanh-pho-phu-ly-xa-dinh-xa,Xã Đinh Xá
ha-nam,Hà Nam,ha-nam-thanh-pho-phu-ly,Thành phố Phủ Lý,ha-nam-thanh-pho-phu-ly-xa-kim-binh,Xã Kim Bình
ha-nam,Hà Nam,ha-nam-thanh-pho-phu-ly,Thành phố Phủ Lý,ha-nam-thanh-pho-phu-ly-xa-liem-chung,Xã Liêm Chung
ha-nam,Hà Nam,ha-nam-thanh-pho-phu-ly,Thành phố Phủ Lý,ha-nam-thanh-pho-phu-ly-xa-liem-tiet,Xã Liêm Tiết
ha-nam,Hà Nam,ha-nam-thanh-pho-phu-ly,Thành phố Phủ Lý,ha-nam-thanh-pho-phu-ly-xa-liem-tuyen,Xã Liêm Tuyền
ha-nam,Hà Nam,ha-nam-thanh-pho-phu-ly,Thành phố Phủ Lý,ha-nam-thanh-pho-phu-ly-xa-phu-van,Xã Phù Vân
ha-nam,Hà Nam,ha-nam-thanh-pho-phu-ly,Thành phố Phủ Lý,ha-nam-thanh-pho-phu-ly-xa-tien-hai,Xã Tiên Hải
ha-nam,Hà Nam,ha-nam-thanh-pho-phu-ly,Thành phố Phủ Lý,ha-nam-thanh-pho-phu-ly-xa-tien-hiep,Xã Tiên Hiệp
ha-nam,Hà Nam,ha-nam-thanh-pho-phu-ly,Thành phố Phủ Lý,ha-nam-thanh-pho-phu-ly-xa-tien-tan,Xã Tiên Tân
ha-nam,Hà Nam,ha-nam-thanh-pho-phu-ly,Thành phố Phủ Lý,ha-nam-thanh-pho-phu-ly-xa-trinh-xa,Xã Trịnh Xá
ha-nam,Hà Nam,ha-nam-thi-xa-duy-tien,Thị xã Duy Tiên,ha-nam-thi-xa-duy-tien-thi-tran-dong-van,Thị trấn Đồng Văn
ha-nam,Hà Nam,ha-nam-thi-xa-duy-tien,Thị xã Duy Tiên,ha-nam-thi-xa-duy-tien-thi-tran-hoa-mac,Thị trấn Hòa Mạc
ha-nam,Hà Nam,ha-nam-thi-xa-duy-tien,Thị xã Duy Tiên,ha-nam-thi-xa-duy-tien-xa-bach-thuong,Xã Bạch Thượng
ha-nam,Hà Nam,ha-nam-thi-xa-duy-tien,Thị xã Duy Tiên,ha-nam-thi-xa-duy-tien-xa-chau-giang,Xã Châu Giang
ha-nam,Hà Nam,ha-nam-thi-xa-duy-tien,Thị xã Duy Tiên,ha-nam-thi-xa-duy-tien-xa-chau-son,Xã Châu Sơn
ha-nam,Hà Nam,ha-nam-thi-xa-duy-tien,Thị xã Duy Tiên,ha-nam-thi-xa-duy-tien-xa-chuyen-ngoai,Xã Chuyên Ngoại
ha-nam,Hà Nam,ha-nam-thi-xa-duy-tien,Thị xã Duy Tiên,ha-nam-thi-xa-duy-tien-xa-doi-son,Xã Đọi Sơn
ha-nam,Hà Nam,ha-nam-thi-xa-duy-tien,Thị xã Duy Tiên,ha-nam-thi-xa-duy-tien-xa-duy-hai,Xã Duy Hải
ha-nam,Hà Nam,ha-nam-thi-xa-duy-tien,Thị xã Duy Tiên,ha-nam-thi-xa-duy-tien-xa-duy-minh,Xã Duy Minh
ha-nam,Hà Nam,ha-nam-thi-xa-duy-tien,Thị xã Duy Tiên,ha-nam-thi-xa-duy-tien-xa-hoang-dong,Xã Hoàng Đông
ha-nam,Hà Nam,ha-nam-thi-xa-duy-tien,Thị xã Duy Tiên,ha-nam-thi-xa-duy-tien-xa-moc-bac,Xã Mộc Bắc
ha-nam,Hà Nam,ha-nam-thi-xa-duy-tien,Thị xã Duy Tiên,ha-nam-thi-xa-duy-tien-xa-moc-nam,Xã Mộc Nam
ha-nam,Hà Nam,ha-nam-thi-xa-duy-tien,Thị xã Duy Tiên,ha-nam-thi-xa-duy-tien-xa-tien-ngoai,Xã Tiên Ngoại
ha-nam,Hà Nam,ha-nam-thi-xa-duy-tien,Thị xã Duy Tiên,ha-nam-thi-xa-duy-tien-xa-tien-noi,Xã Tiên Nội
ha-nam,Hà Nam,ha-nam-thi-xa-duy-tien,Thị xã Duy Tiên,ha-nam-thi-xa-duy-tien-xa-tien-phong,Xã Tiền Phong
ha-nam,Hà Nam,ha-nam-thi-xa-duy-tien,Thị xã Duy Tiên,ha-nam-thi-xa-duy-tien-xa-tien-son,Xã Tiên Sơn
ha-nam,Hà Nam,ha-nam-thi-xa-duy-tien,Thị xã Duy Tiên,ha-nam-thi-xa-duy-tien-xa-trac-van,Xã Trác Văn
ha-nam,Hà Nam,ha-nam-thi-xa-duy-tien,Thị xã Duy Tiên,ha-nam-thi-xa-duy-tien-xa-yen-bac,Xã Yên Bắc
ha-nam,Hà Nam,ha-nam-thi-xa-duy-tien,Thị xã Duy Tiên,ha-nam-thi-xa-duy-tien-xa-yen-nam,Xã Yên Nam
ha-noi,Hà Nội,ha-noi-huyen-ba-vi,Huyện Ba Vì,ha-noi-huyen-ba-vi-thi-tran-tay-dang,Thị trấn Tây Đằng
ha-noi,Hà Nội,ha-noi-huyen-ba-vi,Huyện Ba Vì,ha-noi-huyen-ba-vi-xa-ba-trai,Xã Ba Trại
ha-noi,Hà Nội,ha-noi-huyen-ba-vi,Huyện Ba Vì,ha-noi-huyen-ba-vi-xa-ba-vi,Xã Ba Vì
ha-noi,Hà Nội,ha-noi-huyen-ba-vi,Huyện Ba Vì,ha-noi-huyen-ba-vi-xa-cam-linh,Xã Cẩm Lĩnh
ha-noi,Hà Nội,ha-noi-huyen-ba-vi,Huyện Ba Vì,ha-noi-huyen-ba-vi-xa-cam-thuong,Xã Cam Thượng
ha-noi,Hà Nội,ha-noi-huyen-ba-vi,Huyện Ba Vì,ha-noi-huyen-ba-vi-xa-chau-son,Xã Châu Sơn
ha-noi,Hà Nội,ha-noi-huyen-ba-vi,Huyện Ba Vì,ha-noi-huyen-ba-vi-xa-chu-minh,Xã Chu Minh
ha-noi,Hà Nội,ha-noi-huyen-ba-vi,Huyện Ba Vì,ha-noi-huyen-ba-vi-xa-co-do,Xã Cổ Đô
ha-noi,Hà Nội,ha-noi-huyen-ba-vi,Huyện Ba Vì,ha-noi-huyen-ba-vi-xa-dong-quang,Xã Đông Quang
ha-noi,Hà Nội,ha-noi-huyen-ba-vi,Huyện Ba Vì,ha-noi-huyen-ba-vi-xa-dong-thai,Xã Đồng Thái
ha-noi,Hà Nội,ha-noi-huyen-ba-vi,Huyện Ba Vì,ha-noi-huyen-ba-vi-xa-khanh-thuong,Xã Khánh Thượng
ha-noi,Hà Nội,ha-noi-huyen-ba-vi,Huyện Ba Vì,ha-noi-huyen-ba-vi-xa-minh-chau,Xã Minh Châu
ha-noi,Hà Nội,ha-noi-huyen-ba-vi,Huyện Ba Vì,ha-noi-huyen-ba-vi-xa-minh-quang,Xã Minh Quang
ha-noi,Hà Nội,ha-noi-huyen-ba-vi,Huyện Ba Vì,ha-noi-huyen-ba-vi-xa-phong-van,Xã Phong Vân
ha-noi,Hà Nội,ha-noi-huyen-ba-vi,Huyện Ba Vì,ha-noi-huyen-ba-vi-xa-phu-chau,Xã Phú Châu
ha-noi,Hà Nội,ha-noi-huyen-ba-vi,Huyện Ba Vì,ha-noi-huyen-ba-vi-xa-phu-cuong,Xã Phú Cường
ha-noi,Hà Nội,ha-noi-huyen-ba-vi,Huyện Ba Vì,ha-noi-huyen-ba-vi-xa-phu-dong,Xã Phú Đông
ha-noi,Hà Nội,ha-noi-huyen-ba-vi,Huyện Ba Vì,ha-noi-huyen-ba-vi-xa-phu-phuong,Xã Phú Phương
ha-noi,Hà Nội,ha-noi-huyen-ba-vi,Huyện Ba Vì,ha-noi-huyen-ba-vi-xa-phu-son,Xã Phú Sơn
ha-noi,Hà Nội,ha-noi-huyen-ba-vi,Huyện Ba Vì,ha-noi-huyen-ba-vi-xa-son-da,Xã Sơn Đà
ha-noi,Hà Nội,ha-noi-huyen-ba-vi,Huyện Ba Vì,ha-noi-huyen-ba-vi-xa-tan-hong,Xã Tản Hồng
ha-noi,Hà Nội,ha-noi-huyen-ba-vi,Huyện Ba Vì,ha-noi-huyen-ba-vi-xa-tan-linh,Xã Tản Lĩnh
ha-noi,Hà Nội,ha-noi-huyen-ba-vi,Huyện Ba Vì,ha-noi-huyen-ba-vi-xa-thai-hoa,Xã Thái Hòa
ha-noi,Hà Nội,ha-noi-huyen-ba-vi,Huyện Ba Vì,ha-noi-huyen-ba-vi-xa-thuan-my,Xã Thuần Mỹ
