_id,author,content,tags,authorSlug,length,dateAdded,dateModified
7E3dbRO9SGZL,Albert Camus,Blessed are the hearts that can bend; they shall never be broken.,['famous-quotes'],albert-camus,65,2021-03-28,2021-03-28
ALcsEfDR7FL,Confucius,The cautious seldom err.,['wisdom'],confucius,24,2021-03-28,2022-07-04
W7a56D7yMtjx,Erasmus,The fox has many tricks. The hedgehog has but one. But that is the best of all.,['famous-quotes'],erasmus,79,2021-03-28,2021-03-28
VNbPhxpsCQrO,Eleanor Roosevelt,"Remember always that you not only have the right to be an individual, you have an obligation to be one.",['famous-quotes'],eleanor-roosevelt,103,2021-03-28,2021-03-28
GKDxFbIQjf1,Frederick Douglass,"If there is no struggle, there is no progress.",['famous-quotes'],frederick-douglass,46,2021-03-28,2021-03-28
89tyQf_NKq3f,Kahlil Gibran,Life without love is like a tree without blossoms or fruit.,['famous-quotes'],kahlil-gibran,59,2021-03-28,2021-03-28
KsFj1hU_I3,George Washington,"True friendship is a plant of slow growth, and must undergo and withstand the shocks of adversity, before it is entitled to the appellation.",['friendship'],george-washington,140,2021-03-28,2021-03-28
zJCNH3Q5shhD,Euripides,"Friends show their love in times of trouble, not in happiness.","['famous-quotes', 'friendship']",euripides,62,2021-03-26,2021-03-26
ZftVmyHSNo53,Maya Angelou,"Prejudice is a burden that confuses the past, threatens the future and renders the present inaccessible.","['famous-quotes', 'social-justice']",maya-angelou,104,2021-03-26,2022-07-04
PDMZifPN52pg,Morris West,"If you spend your whole life waiting for the storm, you'll never enjoy the sunshine.",['famous-quotes'],morris-west,84,2021-03-26,2021-03-26
es6wl_dKJo,Albert Einstein,The human spirit must prevail over technology.,['technology'],albert-einstein,46,2021-03-26,2021-03-26
-0DZUCVFcb,Lord Byron,Friendship is Love without his wings!,['friendship'],lord-byron,37,2021-03-26,2021-03-26
f6cFa9XP2YD,A. A. Milne,One of the advantages of being disorderly is that one is constantly making exciting discoveries.,"['famous-quotes', 'life']",a-a-milne,96,2021-03-26,2021-03-26
zDV7RR6Y-wvZ,Buddha,"In a controversy the instant we feel anger we have already ceased striving for the truth, and have begun striving for ourselves.",['wisdom'],buddha,128,2021-03-26,2022-07-04
EGX58vRmwZac,Edward de Bono,"It is better to have enough ideas for some of them to be wrong, than to be always right by having no ideas at all.",['famous-quotes'],edward-de-bono,114,2021-03-26,2021-03-26
mV8MJw0rVTDP,G. K. Chesterton,"I would maintain that thanks are the highest form of thought, and that gratitude is happiness doubled by wonder.",['famous-quotes'],g-k-chesterton,112,2021-03-26,2021-03-26
VdR9FbAuXXzH,William Shakespeare,"God has given you one face, and you make yourself another.",['famous-quotes'],william-shakespeare,58,2021-03-26,2021-03-26
m2Jxu11nhPig,Yogi Berra,"You got to be careful if you don't know where you're going, because you might not get there.",['famous-quotes'],yogi-berra,92,2021-03-26,2021-03-26
5SHro-fGJ9P,John Wooden,"Whatever you do in life, surround yourself with smart people who'll argue with you.",['wisdom'],john-wooden,83,2021-03-26,2021-03-26
eobAW2Ou0,Sophocles,You win the victory when you yield to friends.,['friendship'],sophocles,46,2021-03-26,2021-03-26
AOZZPqNwJWMZ,Confucius,"He who wishes to secure the good of others, has already secured his own.",['wisdom'],confucius,72,2021-03-26,2022-07-04
VBpJtm9T-tAs,Dalai Lama,"There is no need for temples, no need for complicated philosophies. My brain and my heart are my temples; my philosophy is kindness.",['famous-quotes'],dalai-lama,132,2021-03-26,2021-03-26
BqgeoqEdwnAQ,Lucille Ball,I'd rather regret the things that I have done than the things that I have not done.,['famous-quotes'],lucille-ball,83,2021-03-26,2022-01-07
3BOQbdqBbzOd,Ralph Waldo Emerson,"Do not follow where the path may lead. Go, instead, where there is no path and leave a trail.",['famous-quotes'],ralph-waldo-emerson,93,2021-03-26,2021-03-26
KLHo5zWCwdPk,Wayne Dyer,You cannot be lonely if you like the person you're alone with.,['famous-quotes'],wayne-dyer,62,2021-03-26,2021-03-26
Dk5eYrHsEs,Mencius,Friends are the siblings God never gave us.,['friendship'],mencius,43,2021-03-26,2021-03-26
2pgPc94F1wLa,Buddha,All that we are is the result of what we have thought. The mind is everything. What we think we become.,['wisdom'],buddha,103,2021-03-26,2022-07-04
Yk5zlxPAS_M7,Confucius,I hear and I forget. I see and I remember. I do and I understand.,['wisdom'],confucius,65,2021-03-26,2022-07-04
HuU2RKn2Tn-g,Oliver Wendell Holmes Jr.,"We do not quit playing because we grow old, we grow old because we quit playing.",['famous-quotes'],oliver-wendell-holmes-jr,80,2021-03-26,2021-03-26
ZIPQXFULbx0,Ayn Rand,"The truth is not for all men, but only for those who seek it.",['wisdom'],ayn-rand,61,2021-03-26,2021-03-26
5_zuctgLXl8x,Margaret Chase Smith,The right way is not always the popular and easy way. Standing for right when it is unpopular is a true test of moral character.,['famous-quotes'],margaret-chase-smith,128,2021-03-08,2021-03-08
k0LZmoX2xWU,Robert Frost,The best way out is always through.,['famous-quotes'],robert-frost,35,2021-03-08,2021-03-08
rDZezIKy6KJ7,Thomas Edison,"If we did the things we are capable of, we would astound ourselves.",['famous-quotes'],thomas-edison,67,2021-03-08,2021-03-08
V3uIMXfTP,Helen Keller,Optimism is the faith that leads to achievement. Nothing can be done without hope and confidence.,['inspirational'],helen-keller,97,2021-03-08,2021-03-08
L0xyAdJ40U,Afrika Bambaataa,"The Universal Zulu Nation stands to acknowledge wisdom, understanding, freedom, justice, and equality, peace, unity, love, and having fun, work, overcoming the negative through the positive, science, mathematics, faith, facts, and the wonders of God, whether we call him Allah, Jehovah, Yahweh, or Jah.",['wisdom'],afrika-bambaataa,302,2021-03-08,2021-03-08
FMZiiLHfCOc,Parker Palmer,"America's freedom of religion, and freedom from religion, offers every wisdom tradition an opportunity to address our soul-deep needs: Christianity, Judaism, Islam, Buddhism, Hinduism, secular humanism, agnosticism and atheism among others.","['wisdom', 'freedom']",parker-palmer,240,2021-03-08,2022-07-04
Aj1hWd83aS,Charles Kingsley,"It is only the great hearted who can be true friends. The mean and cowardly, can never know what true friendship means.",['friendship'],charles-kingsley,119,2021-03-08,2021-06-17
WMAsdt9ag7fx,Cicero,"Gratitude is not only the greatest of virtues, but the parent of all the others.",['famous-quotes'],cicero,80,2021-03-08,2021-06-17
7C2TU6MIz9o_,Elizabeth Arden,I'm not interested in age. People who tell me their age are silly. You're as old as you feel.,['famous-quotes'],elizabeth-arden,93,2021-03-08,2021-03-08
eJ2Odi1UbNvj,Havelock Ellis,It is on our failures that we base a new and different and better success.,['success'],havelock-ellis,74,2021-03-08,2022-07-04
fS8v-PWa498l,Johann Wolfgang von Goethe,"The really unhappy person is the one who leaves undone what they can do, and starts doing what they don't understand; no wonder they come to grief.",['famous-quotes'],johann-wolfgang-von-goethe,147,2021-03-08,2021-03-08
yr4loYMOP15w,John F. Kennedy,"As we express our gratitude, we must never forget that the highest appreciation is not to utter words, but to live by them.",['famous-quotes'],john-f-kennedy,123,2021-03-08,2021-03-08
5WcShwDrbL3,Toni Morrison,"If you surrender to the wind, you can ride it.",['famous-quotes'],toni-morrison,46,2021-03-08,2021-03-08
5ibHe7zAHpIZ,Tony Robbins,Using the power of decision gives you the capacity to get past any excuse to change any and every part of your life in an instant.,['success'],tony-robbins,130,2021-03-08,2022-07-04
n-sqGiK54E,Oliver Wendell Holmes Jr.,"It is the province of knowledge to speak, and it is the privilege of wisdom to listen.",['wisdom'],oliver-wendell-holmes-jr,86,2021-03-08,2021-03-08
_hJS3LX4Qz,Jared Diamond,Technology has to be invented or adopted.,['technology'],jared-diamond,41,2021-03-08,2021-03-08
7UrDEaKdPI,Woody Allen,"If it turns out that there is a God, I don't think that he's evil. But the worst that you can say about him is that basically he's an underachiever.",['film'],woody-allen,148,2021-03-08,2021-03-08
TYJRwbnm9IgU,Albert Einstein,Logic will get you from A to B. Imagination will take you everywhere.,"['famous-quotes', 'science']",albert-einstein,69,2021-03-08,2021-03-08
1hBx2S406Bh3,Amelia Earhart,"Never do things others can do and will do, if there are things others cannot do or will not do.",['famous-quotes'],amelia-earhart,95,2021-03-08,2021-03-08
wuOv2OTZU0JD,Bernard Shaw,"I am of the opinion that my life belongs to the community, and as long as I live it is my privilege to do for it whatever I can.",['famous-quotes'],bernard-shaw,128,2021-03-08,2021-03-08
K1iJC1T4pDf,Dalai Lama,I believe that we are fundamentally the same and have the same basic potential.,['famous-quotes'],dalai-lama,79,2021-03-08,2021-03-08
udQR137ixwNN,Edmond Rostand,A man is not old as long as he is seeking something.,['famous-quotes'],edmond-rostand,52,2021-03-08,2021-03-08
E9rnk2e0az,Nelson Mandela,It always seems impossible until it's done.,['inspirational'],nelson-mandela,43,2021-03-08,2021-03-08
C2t7nbhj0P,Teresa of Ávila,"All things must come to the soul from its roots, from where it is planted.","['wisdom', 'spirituality']",teresa-of-avila,74,2021-03-08,2021-03-08
eulsh4ijgp,Jim Elliot,He is no fool who gives what he cannot keep to gain what he cannot lose.,['wisdom'],jim-elliot,72,2021-03-08,2021-03-08
XskWCCo89r,Aldous Huxley,Experience is not what happens to you; it's what you do with what happens to you.,['wisdom'],aldous-huxley,81,2021-03-08,2021-03-08
G-_PvlkQWjzs,Aldous Huxley,Experience is not what happens to a man. It is what a man does with what happens to him.,['famous-quotes'],aldous-huxley,88,2021-03-08,2021-03-08
_mOXeW2AnSF,Benjamin Franklin,One today is worth two tomorrows.,['famous-quotes'],benjamin-franklin,33,2021-03-08,2021-03-08
g4URs5hS3Taq,George Bernard Shaw,"A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing.",['famous-quotes'],george-bernard-shaw,105,2021-03-08,2021-06-17
4CYX4OWZ4S-W,Leo Buscaglia,"A single rose can be my garden... a single friend, my world.","['famous-quotes', 'friendship']",leo-buscaglia,60,2021-03-08,2021-03-08
dljWicoW3JAl,Oprah Winfrey,Don't settle for a relationship that won't let you be yourself.,['famous-quotes'],oprah-winfrey,63,2021-03-08,2021-03-08
22bmCfi_RKD9,Oscar Wilde,The only thing to do with good advice is to pass it on. It is never of any use to oneself.,['famous-quotes'],oscar-wilde,90,2021-03-08,2021-03-08
idKyHYiBkP,Maya Angelou,"I love wisdom. And you can never be great at anything unless you love it. Not be in love with it, but love the thing, admire the thing. And it seems that if you love the thing, and you don't just want to possess it, it will find you.",['wisdom'],maya-angelou,233,2021-03-08,2021-03-08
c2V2T4NOPo,Ben Hogan,"As you walk down the fairway of life you must smell the roses, for you only get to play one round.",['wisdom'],ben-hogan,98,2021-03-08,2021-03-08
Q8AlUDqUpT,Mariella Frostrup,Sustaining true friendship is a lot more challenging than we give it credit for.,['friendship'],mariella-frostrup,80,2021-03-08,2021-03-08
wIfNy-oDtr,Dag Hammarskjöld,Friendship needs no words - it is solitude delivered from the anguish of loneliness.,['friendship'],dag-hammarskjold,84,2021-03-08,2021-03-08
i-MVVN2dXY8n,Tony Robbins,"To effectively communicate, we must realize that we are all different in the way we perceive the world and use this understanding as a guide to our communication with others.",['famous-quotes'],tony-robbins,174,2021-02-27,2021-02-27
Juy6Vkv1y9V2,Buddha,The way is not in the sky. The way is in the heart.,['wisdom'],buddha,51,2021-02-27,2022-07-04
0Fu_lJzNXJj1,Hannah More,It is not so important to know everything as to appreciate what we learn.,['famous-quotes'],hannah-more,73,2021-02-27,2021-02-27
CD5Q8vuy9kSZ,Napoleon Hill,"First comes thought; then organization of that thought, into ideas and plans; then transformation of those plans into reality. The beginning, as you will observe, is in your imagination.",['famous-quotes'],napoleon-hill,186,2021-02-27,2021-02-27
O5M65hYV4PUL,Plato,Good actions give strength to ourselves and inspire good actions in others.,['famous-quotes'],plato,75,2021-02-27,2021-02-27
vK8xFSB_OzdD,Johann Wolfgang von Goethe,What is not started today is never finished tomorrow.,['famous-quotes'],johann-wolfgang-von-goethe,53,2021-02-27,2021-02-27
5GqAQHu11XGj,Laozi,Kindness in words creates confidence. Kindness in thinking creates profoundness. Kindness in giving creates love.,['wisdom'],laozi,113,2021-02-27,2022-07-04
k8oFtw9mQpi,Marcus Aurelius,"Loss is nothing else but change, and change is Nature's delight.","['famous-quotes', 'change', 'wisdom']",marcus-aurelius,64,2021-02-27,2022-07-04
e88LGSnjmYRA,Ralph Waldo Emerson,Nature is a mutable cloud which is always and never the same.,['famous-quotes'],ralph-waldo-emerson,61,2021-02-27,2021-02-27
ptXMNgrdhksD,Robert Frost,In three words I can sum up everything I've learned about life: it goes on.,['famous-quotes'],robert-frost,75,2021-02-27,2022-01-07
ay74-DkPYiOq,Thích Nhất Hạnh,"Sometimes your joy is the source of your smile, but sometimes your smile can be the source of your joy.",['famous-quotes'],thich-nhat-hanh,103,2021-02-27,2021-02-27
gs5DaFumJTj,Buddha,Work out your own salvation. Do not depend on others.,['wisdom'],buddha,53,2021-02-27,2022-07-04
gj27kRm_ptYL,Martha Washington,"The greatest part of our happiness depends on our dispositions, not our circumstances.",['famous-quotes'],martha-washington,86,2021-02-27,2021-02-27
Zbd2FOmfMJVJ,Nelson Mandela,There is nothing like returning to a place that remains unchanged to find the ways in which you yourself have altered.,['famous-quotes'],nelson-mandela,118,2021-02-27,2021-02-27
okVr2-r32QLs,Vince Lombardi,"The spirit, the will to win, and the will to excel, are the things that endure. These qualities are so much more important than the events that occur.",['famous-quotes'],vince-lombardi,150,2021-02-27,2021-02-27
yZ1f2VZoK93Z,William Saroyan,"Good people are good because they've come to wisdom through failure. We get very little wisdom from success, you know.","['famous-quotes', 'wisdom']",william-saroyan,118,2021-02-27,2022-07-04
RP2z5Ir_xwF2,William Arthur Ward,"When we seek to discover the best in others, we somehow bring out the best in ourselves.","['famous-quotes', 'friendship', 'self-help']",william-arthur-ward,88,2021-02-27,2021-02-27
KsjEIA45Uf,William Hurt,"The problem with Google is you have 360 degrees of omnidirectional information on a linear basis, but the algorithms for irony and ambiguity are not there. And those are the algorithms of wisdom.","['wisdom', 'technology']",william-hurt,195,2021-02-27,2021-02-27
8ry084PzfT,William C. Menninger,"A true friend freely, advises justly, assists readily, adventures boldly, takes all patiently, defends courageously, and continues a friend unchangeably.",['friendship'],william-c-menninger,153,2021-02-27,2021-02-27
z-mSLKd0hm,Herodotus,Of all possessions a friend is the most precious.,['friendship'],herodotus,49,2021-02-27,2021-02-27
C5_AURs6v6,Thomas Aquinas,"Friendship is the source of the greatest pleasures, and without friends even the most agreeable pursuits become tedious.",['friendship'],thomas-aquinas,120,2021-02-27,2021-02-27
D_S3tmLBb8,John C. Maxwell,"A man must be big enough to admit his mistakes, smart enough to profit from them, and strong enough to correct them.",['wisdom'],john-c-maxwell,116,2021-02-27,2021-02-27
iTpkiibncX,Eckhart Tolle,"The greatest achievement of humanity is not its works of art, science, or technology, but the recognition of its own dysfunction.",['technology'],eckhart-tolle,129,2021-02-27,2021-02-27
1YXmyT1yhWU,Benjamin Spock,Trust yourself. You know more than you think you do.,['famous-quotes'],benjamin-spock,52,2021-02-12,2021-02-12
TDvWtxjmsHT8,Blaise Pascal,"We are all something, but none of us are everything.",['famous-quotes'],blaise-pascal,52,2021-02-12,2021-02-12
ZFOd5i4eat8m,James A. Yorke,The most successful people are those who are good at plan B.,['success'],james-a-yorke,60,2021-02-12,2022-07-04
BIBarxYM26Ux,Mother Teresa,"We can do no great things, only small things with great love.",['famous-quotes'],mother-teresa,61,2021-02-12,2021-02-12
MFFCMyuycWf,Thích Nhất Hạnh,May our hearts garden of awakening bloom with hundreds of flowers.,['famous-quotes'],thich-nhat-hanh,66,2021-02-12,2021-02-12
utsFFZkN6YU,Akhenaten,"True wisdom is less presuming than folly. The wise man doubteth often, and changeth his mind; the fool is obstinate, and doubteth not; he knoweth all things but his own ignorance.",['wisdom'],akhenaten,179,2021-02-12,2021-02-12
yHmYezfz4G,Jane Austen,"Business, you know, may bring you money, but friendship hardly ever does.",['friendship'],jane-austen,73,2021-02-12,2021-02-12
EFIK1GrN6Otv,Eckhart Tolle,You cannot find yourself by going into the past. You can find yourself by coming into the present.,['famous-quotes'],eckhart-tolle,98,2021-02-12,2021-02-12
07zmPxxgF8H,Elizabeth Browning,Love doesn't make the world go round; love is what makes the ride worthwhile.,['famous-quotes'],elizabeth-browning,77,2021-02-12,2021-06-17
mhBblBxFy-nH,Ivy Baker Priest,The world is round and the place which may seem like the end may also be the beginning.,['famous-quotes'],ivy-baker-priest,87,2021-02-12,2021-02-12
-KQWifS-IfX,Tony Robbins,"Whatever happens, take responsibility.",['famous-quotes'],tony-robbins,38,2021-02-12,2021-02-12
-dQf7muOG4,Pablo Picasso,Computers are useless. They can only give you answers.,['technology'],pablo-picasso,54,2021-02-12,2021-02-12
HHqa6LTGObSq,Albert Einstein,Life is like riding a bicycle. To keep your balance you must keep moving.,"['famous-quotes', 'life']",albert-einstein,73,2021-02-12,2021-02-12
CeKZLrUeWIp,Aristotle,Change in all things is sweet.,"['famous-quotes', 'change', 'wisdom']",aristotle,30,2021-02-12,2022-07-04
rXZQtra6Obce,Milton Berle,"If opportunity doesn't knock, build a door.",['famous-quotes'],milton-berle,43,2021-02-12,2021-02-12
uOzqCA_J_8Nd,Richard Bach,"Allow the world to live as it chooses, and allow yourself to live as you choose.",['famous-quotes'],richard-bach,80,2021-02-12,2021-02-12
i8lV7rU4HN40,Bernice Reagon,"Life's challenges are not supposed to paralyze you, they're supposed to help you discover who you are.",['famous-quotes'],bernice-reagon,102,2021-02-12,2021-02-12
1SHCOeLgKWa0,Francis Bacon,A wise man will make more opportunities than he finds.,['famous-quotes'],francis-bacon,54,2021-02-12,2021-02-12
0Ku0Ubwupkxi,Henri-Frédéric Amiel,So long as a person is capable of self-renewal they are a living being.,['famous-quotes'],henri-frederic-amiel,71,2021-02-12,2021-02-12
K4fn0Bz-4V1-,Pema Chödrön,"When you begin to touch your heart or let your heart be touched, you begin to discover that it's bottomless.",['famous-quotes'],pema-chodron,108,2021-02-12,2021-02-12
Yl8o9gfnbm,Pierre Teilhard de Chardin,The world is round so that friendship may encircle it.,['friendship'],pierre-teilhard-de-chardin,54,2021-02-12,2021-02-12
Z_9VClTWUcSv,Alfred Adler,"Trust only movement. Life happens at the level of events, not of words. Trust movement.","['famous-quotes', 'life']",alfred-adler,87,2021-01-30,2021-01-30
YvtmjTGA6Qs1,Laozi,He who knows himself is enlightened.,['wisdom'],laozi,36,2021-01-30,2022-07-04
IvoOxxfBcYN,Seneca the Younger,Luck is what happens when preparation meets opportunity.,['famous-quotes'],seneca-the-younger,56,2021-01-30,2021-01-30
oz5pv73WCUYX,Walt Disney,"All our dreams can come true, if we have the courage to pursue them.","['famous-quotes', 'success']",walt-disney,68,2021-01-30,2022-07-04
h_J3NODgXZ5,Ralph Waldo Emerson,The years teach much which the days never know.,['famous-quotes'],ralph-waldo-emerson,47,2021-01-30,2021-01-30
MJmapSmIK3,Jean-Paul Sartre,"The more sand that has escaped from the hourglass of our life, the clearer we should see through it.",['wisdom'],jean-paul-sartre,100,2021-01-30,2021-01-30
OwQANbtdRT,Henry Ford,My best friend is the one who brings out the best in me.,['friendship'],henry-ford,56,2021-01-30,2021-01-30
VqDHgHOYYTsd,Gordon Hinckley,"Our lives are the only meaningful expression of what we believe and in Whom we believe. And the only real wealth, for any of us, lies in our faith.",['famous-quotes'],gordon-hinckley,147,2021-01-30,2021-01-30
3VC1Tk541UV,Ralph Waldo Emerson,"Life is a progress, and not a station.",['famous-quotes'],ralph-waldo-emerson,38,2021-01-30,2021-01-30
FFdTTIJ6aqj_,Ralph Waldo Emerson,Everything in the universe goes by indirection. There are no straight lines.,['famous-quotes'],ralph-waldo-emerson,76,2021-01-30,2021-01-30
mJqyHSkJN,Thomas Edison,Genius is one percent inspiration and ninety-nine percent perspiration.,"['famous-quotes', 'wisdom']",thomas-edison,71,2021-01-30,2021-01-30
spBflSxoTt,Thomas Paine,A long habit of not thinking a thing wrong gives it a superficial appearance of being right.,['wisdom'],thomas-paine,92,2021-01-30,2021-01-30
OawbCWOFWi,Benjamin Franklin,The doorstep to the temple of wisdom is a knowledge of our own ignorance.,['wisdom'],benjamin-franklin,73,2021-01-30,2021-01-30
1pk3RmCB6q,Arthur Ashe,We must reach out our hand in friendship and dignity both to those who would befriend us and those who would be our enemy.,['friendship'],arthur-ashe,122,2021-01-30,2021-01-30
0IP2kpOHSiPj,Calvin Coolidge,I have never been hurt by anything I didn't say.,['famous-quotes'],calvin-coolidge,48,2021-01-30,2021-01-30
heFGlWwPZjvX,Hannah Arendt,"Promises are the uniquely human way of ordering the future, making it predictable and reliable to the extent that this is humanly possible.",['future'],hannah-arendt,139,2021-01-30,2022-07-04
w7BFNBIxOvmc,Leonardo da Vinci,Iron rusts from disuse; water loses its purity from stagnation... even so does inaction sap the vigor of the mind.,['famous-quotes'],leonardo-da-vinci,114,2021-01-30,2021-06-17
4E342E1vP,Jerome,"Good, better, best. Never let it rest. ‘Til your good is better and your better is best.",['inspirational'],jerome,88,2021-01-30,2021-06-17
P3evPhlvU8bV,John Updike,"Dreams come true. Without that possibility, nature would not incite us to have them.",['famous-quotes'],john-updike,84,2021-01-20,2021-01-20
5OsoVNA7a0ad,Saul Alinsky,"As an organizer I start from where the world is, as it is, not as I would like it to be.",['famous-quotes'],saul-alinsky,88,2021-01-20,2021-01-20
IROEi_B-5kj,Margaret Thatcher,"If you set out to be liked, you would be prepared to compromise on anything at any time, and you would achieve nothing.",['wisdom'],margaret-thatcher,119,2021-01-20,2021-01-20
5nc3WYWdbYLu,Bruce Lee,"Always be yourself, express yourself, have faith in yourself, do not go out and look for a successful personality and duplicate it.","['famous-quotes', 'success']",bruce-lee,131,2021-01-20,2022-07-04
OuOSAZxGADC,Frank Herbert,The beginning of knowledge is the discovery of something we do not understand.,['famous-quotes'],frank-herbert,78,2021-01-20,2021-01-20
mQ9rgTxuKeXa,Henry van Dyke Jr.,"Be glad of life because it gives you the chance to love, to work, to play, and to look up at the stars.",['famous-quotes'],henry-van-dyke-jr,103,2021-01-20,2021-01-20
XefAFBJI_Cf,Jim Rohn,Either you run the day or the day runs you.,['famous-quotes'],jim-rohn,43,2021-01-20,2021-01-20
SjSXV2RqMnq3,Socrates,The greatest way to live with honor in this world is to be what we pretend to be.,['famous-quotes'],socrates,81,2021-01-20,2021-01-20
R80GBolDfAev,Tom Lehrer,Life is like a sewer. What you get out of it depends on what you put into it.,['famous-quotes'],tom-lehrer,77,2021-01-20,2021-01-20
mjKwHGRjIE,Walt Disney,"The more you like yourself, the less you are like anyone else, which makes you unique.",['wisdom'],walt-disney,86,2021-01-20,2021-01-20
Chvu_626SS,Henry David Thoreau,The most I can do for my friend is simply be his friend.,['friendship'],henry-david-thoreau,56,2021-01-20,2021-01-20
AUq_HnRp2Isp,Edward Young,"On every thorn, delightful wisdom grows, in every rill a sweet instruction flows.",['famous-quotes'],edward-young,81,2021-01-20,2021-06-17
4jQJJntuZhaq,Henry Reed,Intuition is the very force or activity of the soul in its experience through whatever has been the experience of the soul itself.,['famous-quotes'],henry-reed,130,2021-01-20,2021-01-20
xzOfgffA_i4K,Jean Antoine Petit-Senn,Not what we have but what we enjoy constitutes our abundance.,['famous-quotes'],jean-antoine-petit-senn,61,2021-01-20,2021-01-20
WuHLOLFI2uKy,Dalai Lama,To be aware of a single shortcoming in oneself is more useful than to be aware of a thousand in someone else.,['famous-quotes'],dalai-lama,109,2021-01-20,2021-01-20
N-_tRxD3bY,Friedrich Nietzsche,"Rejoicing in our joy, not suffering over our suffering, makes someone a friend.",['friendship'],friedrich-nietzsche,79,2021-01-20,2021-01-20
u3yMrJpE9TSf,Arthur Rubinstein,Of course there is no formula for success except perhaps an unconditional acceptance of life and what it brings.,['success'],arthur-rubinstein,112,2021-01-20,2022-07-04
305CvwuKqye,Blaise Pascal,The heart has its reasons which reason knows not of.,['famous-quotes'],blaise-pascal,52,2021-01-20,2021-01-20
Rx5_LAiVmhoP,Buddha,"Do not overrate what you have received, nor envy others. He who envies others does not obtain peace of mind.",['wisdom'],buddha,108,2021-01-20,2022-07-04
gjXvu4IvrUf,Thomas Fuller,No garden is without its weeds.,['famous-quotes'],thomas-fuller,31,2021-01-20,2021-01-20
StQwgV2uHKio,William Blake,"In seed time learn, in harvest teach, in winter enjoy.",['famous-quotes'],william-blake,54,2021-01-20,2021-01-20
GcWOk8pTEf,George S. Patton,Accept the challenges so that you can feel the exhilaration of victory.,['inspirational'],george-s-patton,71,2021-01-20,2021-01-20
YRWT98QBEC,Jean de La Bruyère,Love and friendship exclude each other.,['friendship'],jean-de-la-bruyere,39,2021-01-20,2021-01-20
m99OMcyrelGE,Brendan Behan,No yesterdays are ever wasted for those who give themselves to today.,['famous-quotes'],brendan-behan,69,2021-01-19,2021-01-19
2LmdIfvSmBlD,James M. Beggs,"Before you put on a frown, make absolutely sure there are no smiles available.",['famous-quotes'],james-m-beggs,78,2021-01-19,2021-01-19
0mvbtxiIrRtQ,Laozi,"When I let go of what I am, I become what I might be.",['wisdom'],laozi,53,2021-01-19,2022-07-04
gBdWfRIFkxx4,Oscar Wilde,The aim of life is self-development. To realize one's nature perfectly - that is what each of us is here for.,['famous-quotes'],oscar-wilde,109,2021-01-19,2022-01-07
JfTBllGjt7L,William Shakespeare,"Love all, trust a few, do wrong to none.",['famous-quotes'],william-shakespeare,40,2021-01-19,2021-01-19
4xj3TdB9Tq,Martin Luther King Jr.,That old law about 'an eye for an eye' leaves everybody blind. The time is always right to do the right thing.,['wisdom'],martin-luther-king-jr,110,2021-01-19,2021-01-19
8bIHIEuQP5,Michelle Obama,"The fact is, with every friendship you make, and every bond of trust you establish, you are shaping the image of America projected to the rest of the world. That is so important. So when you study abroad, you're actually helping to make America stronger.",['friendship'],michelle-obama,254,2021-01-19,2021-01-19
_ZVOiIVt8xAR,Doris Day,Gratitude is riches. Complaint is poverty.,['famous-quotes'],doris-day,42,2021-01-19,2021-01-19
28NZgIOW_fUV,Johann Wolfgang von Goethe,A man sees in the world what he carries in his heart.,['famous-quotes'],johann-wolfgang-von-goethe,53,2021-01-19,2021-01-19
8Lkh3gqcSh,Johann Wolfgang von Goethe,Difficulties increase the nearer we get to the goal.,"['famous-quotes', 'inspirational']",johann-wolfgang-von-goethe,52,2021-01-19,2021-01-19
TcvsfRbBFgvq,Mother Teresa,"Let us always meet each other with smile, for the smile is the beginning of love.",['famous-quotes'],mother-teresa,81,2021-01-19,2021-01-19
cJH-_m1_f0Um,Ralph Waldo Emerson,"So is cheerfulness, or a good temper, the more it is spent, the more remains.",['famous-quotes'],ralph-waldo-emerson,77,2021-01-19,2021-01-19
r9VIoOzFdUGU,Seneca the Younger,"The conditions of conquest are always easy. We have but to toil awhile, endure awhile, believe always, and never turn back.",['famous-quotes'],seneca-the-younger,123,2021-01-19,2021-01-19
zOivJtHmwWgt,Abraham Lincoln,The best thing about the future is that it only comes one day at a time.,"['famous-quotes', 'life', 'future']",abraham-lincoln,72,2021-01-19,2022-07-04
rc2Yx_x_X0qD,Bruce Lee,"The less effort, the faster and more powerful you will be.",['famous-quotes'],bruce-lee,58,2021-01-19,2021-01-19
2OVqy9KVYy3m,Buddha,No one saves us but ourselves. No one can and no one may. We ourselves must walk the path.,['wisdom'],buddha,90,2021-01-19,2022-07-04
UyHlTZCE77,Aristotle,Well begun is half done.,['famous-quotes'],aristotle,24,2021-01-19,2021-01-19
LlHX1-JaSX4v,Buddha,"However many holy words you read, however many you speak, what good will they do you if you do not act on upon them?",['wisdom'],buddha,116,2021-01-19,2022-07-04
i9HLCPii77bH,Ralph Waldo Emerson,"Great are they who see that spiritual is stronger than any material force, that thoughts rule the world.",['famous-quotes'],ralph-waldo-emerson,104,2021-01-19,2021-01-19
CAnUBEJ1mw,A. P. J. Abdul Kalam,We should not give up and we should not allow the problem to defeat us.,['inspirational'],a-p-j-abdul-kalam,71,2021-01-19,2021-01-19
