"id","name","partyShort","stateAbbreviation","subcommitteeId","subcommitteeName","subcommitteePosition","subcommitteeSide","subcommitteeRank"
"B001277","Richard Blumenthal","D","CT","B001277","Airland Subcommittee","member","minority",3
"T000476","Thom Tillis","R","NC","T000476","Airland Subcommittee","member","majority",4
"D000607","Joe Donnelly","D","IN","D000607","Airland Subcommittee","member","minority",4
"S001198","Dan Sullivan","R","AK","S001198","Airland Subcommittee","member","majority",5
"W000817","Elizabeth Warren","D","MA","W000817","Airland Subcommittee","member","minority",5
"C001098","Ted Cruz","R","TX","C001098","Airland Subcommittee","member","majority",6
"P000595","Gary Peters","D","MI","P000595","Airland Subcommittee","member","minority",6
"S001197","Ben Sasse","R","NE","S001197","Airland Subcommittee","member","majority",7
"I000024","James M. Inhofe","R","OK","I000024","Readiness and Management Support Subcommittee","member","majority",1
"K000384","Tim Kaine","D","VA","K000384","Readiness and Management Support Subcommittee","member","minority",1
"R000605","Mike Rounds","R","SD","R000605","Readiness and Management Support Subcommittee","member","majority",2
"S001181","Jeanne Shaheen","D","NH","S001181","Readiness and Management Support Subcommittee","member","minority",2
"E000295","Joni Ernst","R","IA","E000295","Readiness and Management Support Subcommittee","member","majority",3
"H001042","Mazie K. Hirono","D","HI","H001042","Readiness and Management Support Subcommittee","member","minority",3
"P000612","David Perdue","R","GA","P000612","Readiness and Management Support Subcommittee","member","majority",4
"S001184","Tim Scott","R","SC","S001184","Readiness and Management Support Subcommittee","member","majority",5
"R000605","Mike Rounds","R","SD","R000605","Cybersecurity Subcommittee","member","majority",1
"N000032","Bill Nelson","D","FL","N000032","Cybersecurity Subcommittee","member","minority",1
"F000463","Deb Fischer","R","NE","F000463","Cybersecurity Subcommittee","member","majority",2
"M001170","Claire McCaskill","D","MO","M001170","Cybersecurity Subcommittee","member","minority",2
"P000612","David Perdue","R","GA","P000612","Cybersecurity Subcommittee","member","majority",3
"G000555","Kirsten E. Gillibrand","D","NY","G000555","Cybersecurity Subcommittee","member","minority",3
"G000359","Lindsey Graham","R","SC","G000359","Cybersecurity Subcommittee","member","majority",4
"B001277","Richard Blumenthal","D","CT","B001277","Cybersecurity Subcommittee","member","minority",4
"S001197","Ben Sasse","R","NE","S001197","Cybersecurity Subcommittee","member","majority",5
"H001041","Dean Heller","R","NV","H001041","Securities, Insurance, and Investment","member","majority",1
"W000805","Mark Warner","D","VA","W000805","Securities, Insurance, and Investment","member","minority",1
"S000320","Richard C. Shelby","R","AL","S000320","Securities, Insurance, and Investment","member","majority",2
"R000122","Jack Reed","D","RI","R000122","Securities, Insurance, and Investment","member","minority",2
"C001071","Bob Corker","R","TN","C001071","Securities, Insurance, and Investment","member","majority",3
"M000639","Robert Menendez","D","NJ","M000639","Securities, Insurance, and Investment","member","minority",3
"T000461","Patrick J. Toomey","R","PA","T000461","Securities, Insurance, and Investment","member","majority",4
"T000464","Jon Tester","D","MT","T000464","Securities, Insurance, and Investment","member","minority",4
"S001184","Tim Scott","R","SC","S001184","Securities, Insurance, and Investment","member","majority",5
"W000817","Elizabeth Warren","D","MA","W000817","Securities, Insurance, and Investment","member","minority",5
"S001197","Ben Sasse","R","NE","S001197","Securities, Insurance, and Investment","member","majority",6
"V000128","Chris Van Hollen","D","MD","V000128","Securities, Insurance, and Investment","member","minority",6
"R000605","Mike Rounds","R","SD","R000605","Securities, Insurance, and Investment","member","majority",7
"C001113","Catherine Cortez Masto","D","NV","C001113","Securities, Insurance, and Investment","member","minority",7
"J000300","Doug Jones","D","AL","J000300","Securities, Insurance, and Investment","member","minority",8
"T000476","Thom Tillis","R","NC","T000476","Securities, Insurance, and Investment","member","majority",8
"M000934","Jerry Moran","R","KS","M000934","Securities, Insurance, and Investment","member","majority",9
"S001184","Tim Scott","R","SC","S001184","Housing, Transportation, and Community Development","member","majority",1
"M000639","Robert Menendez","D","NJ","M000639","Housing, Transportation, and Community Development","member","minority",1
"S000320","Richard C. Shelby","R","AL","S000320","Housing, Transportation, and Community Development","member","majority",2
"R000122","Jack Reed","D","RI","R000122","Housing, Transportation, and Community Development","member","minority",2
"H001041","Dean Heller","R","NV","H001041","Housing, Transportation, and Community Development","member","majority",3
"H001069","Heidi Heitkamp","D","ND","H001069","Housing, Transportation, and Community Development","member","minority",3
"R000605","Mike Rounds","R","SD","R000605","Housing, Transportation, and Community Development","member","majority",4
"S001194","Brian Schatz","D","HI","S001194","Housing, Transportation, and Community Development","member","minority",4
"T000476","Thom Tillis","R","NC","T000476","Housing, Transportation, and Community Development","member","majority",5
"V000128","Chris Van Hollen","D","MD","V000128","Housing, Transportation, and Community Development","member","minority",5
"K000393","John Kennedy","R","LA","K000393","Housing, Transportation, and Community Development","member","majority",6
"J000300","Doug Jones","D","AL","J000300","Housing, Transportation, and Community Development","member","minority",6
"M000934","Jerry Moran","R","KS","M000934","Housing, Transportation, and Community Development","member","majority",7
"C001095","Tom Cotton","R","AR","C001095","Economic Policy Subcommittee","member","majority",1
"H001069","Heidi Heitkamp","D","ND","H001069","Economic Policy Subcommittee","member","minority",1
"T000461","Patrick J. Toomey","R","PA","T000461","Economic Policy Subcommittee","member","majority",2
"M000639","Robert Menendez","D","NJ","M000639","Economic Policy Subcommittee","member","minority",2
"P000612","David Perdue","R","GA","P000612","Economic Policy Subcommittee","member","majority",3
"W000817","Elizabeth Warren","D","MA","W000817","Economic Policy Subcommittee","member","minority",3
"T000476","Thom Tillis","R","NC","T000476","Economic Policy Subcommittee","member","majority",4
"D000607","Joe Donnelly","D","IN","D000607","Economic Policy Subcommittee","member","minority",4
"K000393","John Kennedy","R","LA","K000393","Economic Policy Subcommittee","member","majority",5
"J000300","Doug Jones","D","AL","J000300","Economic Policy Subcommittee","member","minority",5
"M000934","Jerry Moran","R","KS","M000934","Economic Policy Subcommittee","member","majority",6
"S001197","Ben Sasse","R","NE","S001197","National Security and International Trade and Finance","member","majority",1
"D000607","Joe Donnelly","D","IN","D000607","National Security and International Trade and Finance","member","minority",1
"C001071","Bob Corker","R","TN","C001071","National Security and International Trade and Finance","member","majority",2
"W000805","Mark Warner","D","VA","W000805","National Security and International Trade and Finance","member","minority",2
"C001095","Tom Cotton","R","AR","C001095","National Security and International Trade and Finance","member","majority",3
"H001069","Heidi Heitkamp","D","ND","H001069","National Security and International Trade and Finance","member","minority",3
"R000605","Mike Rounds","R","SD","R000605","National Security and International Trade and Finance","member","majority",4
"S001194","Brian Schatz","D","HI","S001194","National Security and International Trade and Finance","member","minority",4
"P000612","David Perdue","R","GA","P000612","National Security and International Trade and Finance","member","majority",5
"T000461","Patrick J. Toomey","R","PA","T000461","Financial Institutions and Consumer Protection Subcommittee","member","majority",1
"W000817","Elizabeth Warren","D","MA","W000817","Financial Institutions and Consumer Protection Subcommittee","member","minority",1
"S000320","Richard C. Shelby","R","AL","S000320","Financial Institutions and Consumer Protection Subcommittee","member","majority",2
"R000122","Jack Reed","D","RI","R000122","Financial Institutions and Consumer Protection Subcommittee","member","minority",2
"C001071","Bob Corker","R","TN","C001071","Financial Institutions and Consumer Protection Subcommittee","member","majority",3
"T000464","Jon Tester","D","MT","T000464","Financial Institutions and Consumer Protection Subcommittee","member","minority",3
"H001041","Dean Heller","R","NV","H001041","Financial Institutions and Consumer Protection Subcommittee","member","majority",4
"W000805","Mark Warner","D","VA","W000805","Financial Institutions and Consumer Protection Subcommittee","member","minority",4
"S001184","Tim Scott","R","SC","S001184","Financial Institutions and Consumer Protection Subcommittee","member","majority",5
"D000607","Joe Donnelly","D","IN","D000607","Financial Institutions and Consumer Protection Subcommittee","member","minority",5
"S001197","Ben Sasse","R","NE","S001197","Financial Institutions and Consumer Protection Subcommittee","member","majority",6
"S001194","Brian Schatz","D","HI","S001194","Financial Institutions and Consumer Protection Subcommittee","member","minority",6
"C001095","Tom Cotton","R","AR","C001095","Financial Institutions and Consumer Protection Subcommittee","member","majority",7
"V000128","Chris Van Hollen","D","MD","V000128","Financial Institutions and Consumer Protection Subcommittee","member","minority",7
"P000612","David Perdue","R","GA","P000612","Financial Institutions and Consumer Protection Subcommittee","member","majority",8
"C001113","Catherine Cortez Masto","D","NV","C001113","Financial Institutions and Consumer Protection Subcommittee","member","minority",8
"K000393","John Kennedy","R","LA","K000393","Financial Institutions and Consumer Protection Subcommittee","member","majority",9
"W000437","Roger Wicker","R","MS","W000437","Communications, Technology, Innovation, and the Internet","member","majority",1
"S001194","Brian Schatz","D","HI","S001194","Communications, Technology, Innovation, and the Internet","member","minority",1
"B000575","Roy Blunt","R","MO","B000575","Communications, Technology, Innovation, and the Internet","member","majority",2
"C000127","Maria Cantwell","D","WA","C000127","Communications, Technology, Innovation, and the Internet","member","minority",2
"C001098","Ted Cruz","R","TX","C001098","Communications, Technology, Innovation, and the Internet","member","majority",3
"K000367","Amy Klobuchar","D","MN","K000367","Communications, Technology, Innovation, and the Internet","member","minority",3
"F000463","Deb Fischer","R","NE","F000463","Communications, Technology, Innovation, and the Internet","member","majority",4
"B001277","Richard Blumenthal","D","CT","B001277","Communications, Technology, Innovation, and the Internet","member","minority",4
"M000934","Jerry Moran","R","KS","M000934","Communications, Technology, Innovation, and the Internet","member","majority",5
"M000133","Edward J. Markey","D","MA","M000133","Communications, Technology, Innovation, and the Internet","member","minority",5
"S001198","Dan Sullivan","R","AK","S001198","Communications, Technology, Innovation, and the Internet","member","majority",6
"B001288","Cory Booker","D","NJ","B001288","Communications, Technology, Innovation, and the Internet","member","minority",6
"U000039","Tom Udall","D","NM","U000039","Communications, Technology, Innovation, and the Internet","member","minority",6
"H001041","Dean Heller","R","NV","H001041","Communications, Technology, Innovation, and the Internet","member","majority",7
"U000039","Tom Udall","D","NM","U000039","Communications, Technology, Innovation, and the Internet","member","minority",7
"P000595","Gary Peters","D","MI","P000595","Communications, Technology, Innovation, and the Internet","member","minority",7
"I000024","James M. Inhofe","R","OK","I000024","Communications, Technology, Innovation, and the Internet","member","majority",8
"P000595","Gary Peters","D","MI","P000595","Communications, Technology, Innovation, and the Internet","member","minority",8
"B001230","Tammy Baldwin","D","WI","B001230","Communications, Technology, Innovation, and the Internet","member","minority",8
"L000577","Mike Lee","R","UT","L000577","Communications, Technology, Innovation, and the Internet","member","majority",9
"B001230","Tammy Baldwin","D","WI","B001230","Communications, Technology, Innovation, and the Internet","member","minority",9
"D000622","Tammy Duckworth","D","IL","D000622","Communications, Technology, Innovation, and the Internet","member","minority",9
"J000293","Ron Johnson","R","WI","J000293","Communications, Technology, Innovation, and the Internet","member","majority",10
"D000622","Tammy Duckworth","D","IL","D000622","Communications, Technology, Innovation, and the Internet","member","minority",10
"H001076","Margaret Hassan","D","NH","H001076","Communications, Technology, Innovation, and the Internet","member","minority",10
"C001047","Shelley Moore Capito","R","WV","C001047","Communications, Technology, Innovation, and the Internet","member","majority",11
"H001076","Margaret Hassan","D","NH","H001076","Communications, Technology, Innovation, and the Internet","member","minority",11
"C001113","Catherine Cortez Masto","D","NV","C001113","Communications, Technology, Innovation, and the Internet","member","minority",11
"T000464","Jon Tester","D","MT","T000464","Communications, Technology, Innovation, and the Internet","member","minority",12
"G000562","Cory Gardner","R","CO","G000562","Communications, Technology, Innovation, and the Internet","member","majority",12
"C001113","Catherine Cortez Masto","D","NV","C001113","Communications, Technology, Innovation, and the Internet","member","minority",12
"Y000064","Todd Young","R","IN","Y000064","Communications, Technology, Innovation, and the Internet","member","majority",13
"L000577","Mike Lee","R","UT","L000577","Public Lands, Forests, and Mining Subcommittee","member","majority",1
"W000779","Ron Wyden","D","OR","W000779","Public Lands, Forests, and Mining Subcommittee","member","minority",1
"B001261","John Barrasso","R","WY","B001261","Public Lands, Forests, and Mining Subcommittee","member","majority",2
"S000770","Debbie Stabenow","D","MI","S000770","Public Lands, Forests, and Mining Subcommittee","member","minority",2
"M001183","Joe Manchin III","D","WV","M001183","Public Lands, Forests, and Mining Subcommittee","member","minority",3
"R000584","Jim Risch","R","ID","R000584","Public Lands, Forests, and Mining Subcommittee","member","majority",3
"H001046","Martin Heinrich","D","NM","H001046","Public Lands, Forests, and Mining Subcommittee","member","minority",4
"F000444","Jeff Flake","R","AZ","F000444","Public Lands, Forests, and Mining Subcommittee","member","majority",4
"M001183","Joe Manchin III","D","WV","M001183","Public Lands, Forests, and Mining Subcommittee","member","minority",4
"H001042","Mazie K. Hirono","D","HI","H001042","Public Lands, Forests, and Mining Subcommittee","member","minority",5
"D000618","Steve Daines","R","MT","D000618","Public Lands, Forests, and Mining Subcommittee","member","majority",5
"H001046","Martin Heinrich","D","NM","H001046","Public Lands, Forests, and Mining Subcommittee","member","minority",5
"C001113","Catherine Cortez Masto","D","NV","C001113","Public Lands, Forests, and Mining Subcommittee","member","minority",6
"G000562","Cory Gardner","R","CO","G000562","Public Lands, Forests, and Mining Subcommittee","member","majority",6
"H001042","Mazie K. Hirono","D","HI","H001042","Public Lands, Forests, and Mining Subcommittee","member","minority",6
"S001203","Tina Smith","D","MN","S001203","Public Lands, Forests, and Mining Subcommittee","member","minority",7
"A000360","Lamar Alexander","R","TN","A000360","Public Lands, Forests, and Mining Subcommittee","member","majority",7
"C001113","Catherine Cortez Masto","D","NV","C001113","Public Lands, Forests, and Mining Subcommittee","member","minority",7
"H001061","John Hoeven","R","ND","H001061","Public Lands, Forests, and Mining Subcommittee","member","majority",8
"C001075","Bill Cassidy","R","LA","C001075","Public Lands, Forests, and Mining Subcommittee","member","majority",9
"C001047","Shelley Moore Capito","R","WV","C001047","Public Lands, Forests, and Mining Subcommittee","member","majority",10
"K000383","Angus King","ID","ME","K000383","National Parks Subcommittee","member","minority",1
"D000618","Steve Daines","R","MT","D000618","National Parks Subcommittee","member","majority",1
"H001042","Mazie K. Hirono","D","HI","H001042","National Parks Subcommittee","member","minority",1
"B001261","John Barrasso","R","WY","B001261","National Parks Subcommittee","member","majority",2
"S000033","Bernard Sanders","ID","VT","S000033","National Parks Subcommittee","member","minority",2
"L000577","Mike Lee","R","UT","L000577","National Parks Subcommittee","member","majority",3
"S000770","Debbie Stabenow","D","MI","S000770","National Parks Subcommittee","member","minority",3
"G000562","Cory Gardner","R","CO","G000562","National Parks Subcommittee","member","majority",4
"H001046","Martin Heinrich","D","NM","H001046","National Parks Subcommittee","member","minority",4
"H001042","Mazie K. Hirono","D","HI","H001042","National Parks Subcommittee","member","minority",5
"A000360","Lamar Alexander","R","TN","A000360","National Parks Subcommittee","member","majority",5
"K000383","Angus King","ID","ME","K000383","National Parks Subcommittee","member","minority",5
"H001061","John Hoeven","R","ND","H001061","National Parks Subcommittee","member","majority",6
"D000622","Tammy Duckworth","D","IL","D000622","National Parks Subcommittee","member","minority",6
"P000449","Rob Portman","R","OH","P000449","National Parks Subcommittee","member","majority",7
"C001113","Catherine Cortez Masto","D","NV","C001113","Water and Power Subcommittee","member","minority",1
"F000444","Jeff Flake","R","AZ","F000444","Water and Power Subcommittee","member","majority",1
"K000383","Angus King","ID","ME","K000383","Water and Power Subcommittee","member","minority",1
"B001261","John Barrasso","R","WY","B001261","Water and Power Subcommittee","member","majority",2
"W000779","Ron Wyden","D","OR","W000779","Water and Power Subcommittee","member","minority",2
"S000033","Bernard Sanders","ID","VT","S000033","Water and Power Subcommittee","member","minority",3
"R000584","Jim Risch","R","ID","R000584","Water and Power Subcommittee","member","majority",3
"M001183","Joe Manchin III","D","WV","M001183","Water and Power Subcommittee","member","minority",4
"L000577","Mike Lee","R","UT","L000577","Water and Power Subcommittee","member","majority",4
"M001183","Joe Manchin III","D","WV","M001183","Water and Power Subcommittee","member","minority",5
"D000622","Tammy Duckworth","D","IL","D000622","Water and Power Subcommittee","member","minority",5
"C001075","Bill Cassidy","R","LA","C001075","Water and Power Subcommittee","member","majority",5
"D000622","Tammy Duckworth","D","IL","D000622","Water and Power Subcommittee","member","minority",6
"P000449","Rob Portman","R","OH","P000449","Water and Power Subcommittee","member","majority",6
"C001047","Shelley Moore Capito","R","WV","C001047","Water and Power Subcommittee","member","majority",7
"G000562","Cory Gardner","R","CO","G000562","Energy Subcommittee","member","majority",1
"M001183","Joe Manchin III","D","WV","M001183","Energy Subcommittee","member","minority",1
"R000584","Jim Risch","R","ID","R000584","Energy Subcommittee","member","majority",2
"W000779","Ron Wyden","D","OR","W000779","Energy Subcommittee","member","minority",2
"F000444","Jeff Flake","R","AZ","F000444","Energy Subcommittee","member","majority",3
"S000033","Bernard Sanders","ID","VT","S000033","Energy Subcommittee","member","minority",3
"H001046","Martin Heinrich","D","NM","H001046","Energy Subcommittee","member","minority",4
"D000618","Steve Daines","R","MT","D000618","Energy Subcommittee","member","majority",4
"K000383","Angus King","ID","ME","K000383","Energy Subcommittee","member","minority",5
"A000360","Lamar Alexander","R","TN","A000360","Energy Subcommittee","member","majority",5
"H001046","Martin Heinrich","D","NM","H001046","Energy Subcommittee","member","minority",5
"D000622","Tammy Duckworth","D","IL","D000622","Energy Subcommittee","member","minority",6
"H001061","John Hoeven","R","ND","H001061","Energy Subcommittee","member","majority",6
"K000383","Angus King","ID","ME","K000383","Energy Subcommittee","member","minority",6
"S001203","Tina Smith","D","MN","S001203","Energy Subcommittee","member","minority",7
"C001113","Catherine Cortez Masto","D","NV","C001113","Energy Subcommittee","member","minority",7
"C001075","Bill Cassidy","R","LA","C001075","Energy Subcommittee","member","majority",7
"D000622","Tammy Duckworth","D","IL","D000622","Energy Subcommittee","member","minority",7
"P000449","Rob Portman","R","OH","P000449","Energy Subcommittee","member","majority",8
"C001113","Catherine Cortez Masto","D","NV","C001113","Energy Subcommittee","member","minority",8
"C001047","Shelley Moore Capito","R","WV","C001047","Energy Subcommittee","member","majority",9
"B001236","John Boozman","R","AR","B001236","Fisheries, Wildlife, and Water Subcommittee","member","majority",1
"D000622","Tammy Duckworth","D","IL","D000622","Fisheries, Wildlife, and Water Subcommittee","member","minority",1
"I000024","James M. Inhofe","R","OK","I000024","Fisheries, Wildlife, and Water Subcommittee","member","majority",2
"C000141","Benjamin L. Cardin","D","MD","C000141","Fisheries, Wildlife, and Water Subcommittee","member","minority",2
"C001047","Shelley Moore Capito","R","WV","C001047","Fisheries, Wildlife, and Water Subcommittee","member","majority",3
"W000802","Sheldon Whitehouse","D","RI","W000802","Fisheries, Wildlife, and Water Subcommittee","member","minority",3
"W000437","Roger Wicker","R","MS","W000437","Fisheries, Wildlife, and Water Subcommittee","member","majority",4
"M001176","Jeff Merkley","D","OR","M001176","Fisheries, Wildlife, and Water Subcommittee","member","minority",4
"F000463","Deb Fischer","R","NE","F000463","Fisheries, Wildlife, and Water Subcommittee","member","majority",5
"G000555","Kirsten E. Gillibrand","D","NY","G000555","Fisheries, Wildlife, and Water Subcommittee","member","minority",5
"R000605","Mike Rounds","R","SD","R000605","Fisheries, Wildlife, and Water Subcommittee","member","majority",6
"B001288","Cory Booker","D","NJ","B001288","Fisheries, Wildlife, and Water Subcommittee","member","minority",6
"M000133","Edward J. Markey","D","MA","M000133","Fisheries, Wildlife, and Water Subcommittee","member","minority",6
"S001198","Dan Sullivan","R","AK","S001198","Fisheries, Wildlife, and Water Subcommittee","member","majority",7
"M000133","Edward J. Markey","D","MA","M000133","Fisheries, Wildlife, and Water Subcommittee","member","minority",7
"V000128","Chris Van Hollen","D","MD","V000128","Fisheries, Wildlife, and Water Subcommittee","member","minority",7
"S000320","Richard C. Shelby","R","AL","S000320","Fisheries, Wildlife, and Water Subcommittee","member","majority",8
"R000605","Mike Rounds","R","SD","R000605","Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight","member","majority",1
"H001075","Kamala Harris","D","CA","H001075","Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight","member","minority",1
"B001288","Cory Booker","D","NJ","B001288","Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight","member","minority",1
"S000033","Bernard Sanders","ID","VT","S000033","Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight","member","minority",1
"M000934","Jerry Moran","R","KS","M000934","Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight","member","majority",2
"S000033","Bernard Sanders","ID","VT","S000033","Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight","member","minority",2
"B001288","Cory Booker","D","NJ","B001288","Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight","member","minority",2
"E000295","Joni Ernst","R","IA","E000295","Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight","member","majority",3
"B001288","Cory Booker","D","NJ","B001288","Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight","member","minority",3
"V000128","Chris Van Hollen","D","MD","V000128","Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight","member","minority",3
"S001198","Dan Sullivan","R","AK","S001198","Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight","member","majority",4
"C001047","Shelley Moore Capito","R","WV","C001047","Clean Air, Climate, and Nuclear Safety Subcommittee","member","majority",1
"W000802","Sheldon Whitehouse","D","RI","W000802","Clean Air, Climate, and Nuclear Safety Subcommittee","member","minority",1
"I000024","James M. Inhofe","R","OK","I000024","Clean Air, Climate, and Nuclear Safety Subcommittee","member","majority",2
"C000141","Benjamin L. Cardin","D","MD","C000141","Clean Air, Climate, and Nuclear Safety Subcommittee","member","minority",2
"B001236","John Boozman","R","AR","B001236","Clean Air, Climate, and Nuclear Safety Subcommittee","member","majority",3
"S000033","Bernard Sanders","ID","VT","S000033","Clean Air, Climate, and Nuclear Safety Subcommittee","member","minority",3
"W000437","Roger Wicker","R","MS","W000437","Clean Air, Climate, and Nuclear Safety Subcommittee","member","majority",4
"M001176","Jeff Merkley","D","OR","M001176","Clean Air, Climate, and Nuclear Safety Subcommittee","member","minority",4
"F000463","Deb Fischer","R","NE","F000463","Clean Air, Climate, and Nuclear Safety Subcommittee","member","majority",5
"G000555","Kirsten E. Gillibrand","D","NY","G000555","Clean Air, Climate, and Nuclear Safety Subcommittee","member","minority",5
"M000934","Jerry Moran","R","KS","M000934","Clean Air, Climate, and Nuclear Safety Subcommittee","member","majority",6
"M000133","Edward J. Markey","D","MA","M000133","Clean Air, Climate, and Nuclear Safety Subcommittee","member","minority",6
"E000295","Joni Ernst","R","IA","E000295","Clean Air, Climate, and Nuclear Safety Subcommittee","member","majority",7
"D000622","Tammy Duckworth","D","IL","D000622","Clean Air, Climate, and Nuclear Safety Subcommittee","member","minority",7
"S000320","Richard C. Shelby","R","AL","S000320","Clean Air, Climate, and Nuclear Safety Subcommittee","member","majority",8
"I000024","James M. Inhofe","R","OK","I000024","Transportation and Infrastructure Subcommittee","member","majority",1
"C000141","Benjamin L. Cardin","D","MD","C000141","Transportation and Infrastructure Subcommittee","member","minority",1
"C001047","Shelley Moore Capito","R","WV","C001047","Transportation and Infrastructure Subcommittee","member","majority",2
"S000033","Bernard Sanders","ID","VT","S000033","Transportation and Infrastructure Subcommittee","member","minority",2
"B001236","John Boozman","R","AR","B001236","Transportation and Infrastructure Subcommittee","member","majority",3
"W000802","Sheldon Whitehouse","D","RI","W000802","Transportation and Infrastructure Subcommittee","member","minority",3
"W000437","Roger Wicker","R","MS","W000437","Transportation and Infrastructure Subcommittee","member","majority",4
"M001176","Jeff Merkley","D","OR","M001176","Transportation and Infrastructure Subcommittee","member","minority",4
"F000463","Deb Fischer","R","NE","F000463","Transportation and Infrastructure Subcommittee","member","majority",5
"G000555","Kirsten E. Gillibrand","D","NY","G000555","Transportation and Infrastructure Subcommittee","member","minority",5
"M000934","Jerry Moran","R","KS","M000934","Transportation and Infrastructure Subcommittee","member","majority",6
"M000133","Edward J. Markey","D","MA","M000133","Transportation and Infrastructure Subcommittee","member","minority",6
"E000295","Joni Ernst","R","IA","E000295","Transportation and Infrastructure Subcommittee","member","majority",7
"D000622","Tammy Duckworth","D","IL","D000622","Transportation and Infrastructure Subcommittee","member","minority",7
"S001198","Dan Sullivan","R","AK","S001198","Transportation and Infrastructure Subcommittee","member","majority",8
"H001075","Kamala Harris","D","CA","H001075","Transportation and Infrastructure Subcommittee","member","minority",8
"B001288","Cory Booker","D","NJ","B001288","Transportation and Infrastructure Subcommittee","member","minority",8
"S000320","Richard C. Shelby","R","AL","S000320","Transportation and Infrastructure Subcommittee","member","majority",9
"C001056","John Cornyn","R","TX","C001056","International Trade, Customs, and Global Competitiveness","member","majority",1
"C001070","Bob Casey","D","PA","C001070","International Trade, Customs, and Global Competitiveness","member","minority",1
"G000386","Charles E. Grassley","R","IA","G000386","International Trade, Customs, and Global Competitiveness","member","majority",2
"S000770","Debbie Stabenow","D","MI","S000770","International Trade, Customs, and Global Competitiveness","member","minority",2
"R000307","Pat Roberts","R","KS","R000307","International Trade, Customs, and Global Competitiveness","member","majority",3
"N000032","Bill Nelson","D","FL","N000032","International Trade, Customs, and Global Competitiveness","member","minority",3
"I000055","Johnny Isakson","R","GA","I000055","International Trade, Customs, and Global Competitiveness","member","majority",4
"M001170","Claire McCaskill","D","MO","M001170","International Trade, Customs, and Global Competitiveness","member","minority",4
"T000250","John Thune","R","SD","T000250","International Trade, Customs, and Global Competitiveness","member","majority",5
"C000141","Benjamin L. Cardin","D","MD","C000141","International Trade, Customs, and Global Competitiveness","member","minority",5
"H001041","Dean Heller","R","NV","H001041","International Trade, Customs, and Global Competitiveness","member","majority",6
"H001041","Dean Heller","R","NV","H001041","Energy, Natural Resources, and Infrastructure","member","majority",1
"B001267","Michael Bennet","D","CO","B001267","Energy, Natural Resources, and Infrastructure","member","minority",1
"G000386","Charles E. Grassley","R","IA","G000386","Energy, Natural Resources, and Infrastructure","member","majority",2
"C000127","Maria Cantwell","D","WA","C000127","Energy, Natural Resources, and Infrastructure","member","minority",2
"C000880","Michael D. Crapo","R","ID","C000880","Energy, Natural Resources, and Infrastructure","member","majority",3
"N000032","Bill Nelson","D","FL","N000032","Energy, Natural Resources, and Infrastructure","member","minority",3
"E000285","Michael B. Enzi","R","WY","E000285","Energy, Natural Resources, and Infrastructure","member","majority",4
"M000639","Robert Menendez","D","NJ","M000639","Energy, Natural Resources, and Infrastructure","member","minority",4
"C001056","John Cornyn","R","TX","C001056","Energy, Natural Resources, and Infrastructure","member","majority",5
"C000174","Thomas R. Carper","D","DE","C000174","Energy, Natural Resources, and Infrastructure","member","minority",5
"B001135","Richard M. Burr","R","NC","B001135","Energy, Natural Resources, and Infrastructure","member","majority",6
"W000805","Mark Warner","D","VA","W000805","Energy, Natural Resources, and Infrastructure","member","minority",6
"S001184","Tim Scott","R","SC","S001184","Energy, Natural Resources, and Infrastructure","member","majority",7
"W000802","Sheldon Whitehouse","D","RI","W000802","Energy, Natural Resources, and Infrastructure","member","minority",7
"C001075","Bill Cassidy","R","LA","C001075","Energy, Natural Resources, and Infrastructure","member","majority",8
"S001184","Tim Scott","R","SC","S001184","Fiscal Responsibility and Economic Growth Subcommittee","member","majority",1
"W000779","Ron Wyden","D","OR","W000779","Fiscal Responsibility and Economic Growth Subcommittee","member","minority",1
"H000338","Orrin G. Hatch","R","UT","H000338","Fiscal Responsibility and Economic Growth Subcommittee","member","majority",2
"T000461","Patrick J. Toomey","R","PA","T000461","Health Care","member","majority",1
"S000770","Debbie Stabenow","D","MI","S000770","Health Care","member","minority",1
"G000386","Charles E. Grassley","R","IA","G000386","Health Care","member","majority",2
"M000639","Robert Menendez","D","NJ","M000639","Health Care","member","minority",2
"R000307","Pat Roberts","R","KS","R000307","Health Care","member","majority",3
"C000127","Maria Cantwell","D","WA","C000127","Health Care","member","minority",3
"E000285","Michael B. Enzi","R","WY","E000285","Health Care","member","majority",4
"C000174","Thomas R. Carper","D","DE","C000174","Health Care","member","minority",4
"T000250","John Thune","R","SD","T000250","Health Care","member","majority",5
"C000141","Benjamin L. Cardin","D","MD","C000141","Health Care","member","minority",5
"B001135","Richard M. Burr","R","NC","B001135","Health Care","member","majority",6
