"id","name","stateAbbreviation","partyShort","committeeId","committeeName","committeePosition","committeeSide","committeeRank"
"R000435","Ileana Ros-Lehtinen","FL","R","R000435","Committee on Foreign Affairs","member","majority","3"
"M001137","Gregory W. Meeks","NY","D","M001137","Committee on Foreign Affairs","member","minority","3"
"S001165","Albio Sires","NJ","D","S001165","Committee on Foreign Affairs","member","minority","4"
"R000409","Dana Rohrabacher","CA","R","R000409","Committee on Foreign Affairs","member","majority","4"
"C001078","Gerald E. Connolly","VA","D","C001078","Committee on Foreign Affairs","member","minority","5"
"C000266","Steven J. Chabot","OH","R","C000266","Committee on Foreign Affairs","member","majority","5"
"W000795","Joe Wilson","SC","R","W000795","Committee on Foreign Affairs","member","majority","6"
"D000610","Ted Deutch","FL","D","D000610","Committee on Foreign Affairs","member","minority","6"
"M001157","Michael McCaul","TX","R","M001157","Committee on Foreign Affairs","member","majority","7"
"H001038","Brian Higgins","NY","D","H001038","Committee on Foreign Affairs","member","minority","7"
"P000592","Ted Poe","TX","R","P000592","Committee on Foreign Affairs","member","majority","8"
"B001270","Karen Bass","CA","D","B001270","Committee on Foreign Affairs","member","minority","8"
"S000018","Matt Salmon","AZ","R","S000018","Committee on Foreign Affairs","member","majority","9"
"K000375","Bill Keating","MA","D","K000375","Committee on Foreign Affairs","member","minority","9"
"I000056","Darrell Issa","CA","R","I000056","Committee on Foreign Affairs","member","majority","10"
"C001084","David Cicilline","RI","D","C001084","Committee on Foreign Affairs","member","minority","10"
"G000556","Alan Grayson","FL","D","G000556","Committee on Foreign Affairs","member","minority","11"
"M001179","Tom Marino","PA","R","M001179","Committee on Foreign Affairs","member","majority","11"
"D000615","Jeffrey Duncan","SC","R","D000615","Committee on Foreign Affairs","member","majority","12"
"B001287","Ami Bera","CA","D","B001287","Committee on Foreign Affairs","member","minority","12"
"B001274","Mo Brooks","AL","R","B001274","Committee on Foreign Affairs","member","majority","13"
"L000579","Alan Lowenthal","CA","D","L000579","Committee on Foreign Affairs","member","minority","13"
"M001188","Grace Meng","NY","D","M001188","Committee on Foreign Affairs","member","minority","14"
"C001094","Paul Cook","CA","R","C001094","Committee on Foreign Affairs","member","majority","14"
"W000814","Randy Weber","TX","R","W000814","Committee on Foreign Affairs","member","majority","15"
"F000462","Lois Frankel","FL","D","F000462","Committee on Foreign Affairs","member","minority","15"
"G000571","Tulsi Gabbard","HI","D","G000571","Committee on Foreign Affairs","member","minority","16"
"P000605","Scott Perry","PA","R","P000605","Committee on Foreign Affairs","member","majority","16"
"D000621","Ron DeSantis","FL","R","D000621","Committee on Foreign Affairs","member","majority","17"
"C001091","Joaquín Castro","TX","D","C001091","Committee on Foreign Affairs","member","minority","17"
"M001187","Mark Meadows","NC","R","M001187","Committee on Foreign Affairs","member","majority","18"
"K000385","Robin Kelly","IL","D","K000385","Committee on Foreign Affairs","member","minority","18"
"Y000065","Ted Yoho","FL","R","Y000065","Committee on Foreign Affairs","member","majority","19"
"B001296","Brendan Boyle","PA","D","B001296","Committee on Foreign Affairs","member","minority","19"
"C001102","Curt Clawson","FL","R","C001102","Committee on Foreign Affairs","member","majority","20"
"D000616","Scott DesJarlais","TN","R","D000616","Committee on Foreign Affairs","member","majority","21"
"R000587","Reid Ribble","WI","R","R000587","Committee on Foreign Affairs","member","majority","22"
"T000475","Dave Trott","MI","R","T000475","Committee on Foreign Affairs","member","majority","23"
"Z000017","Lee Zeldin","NY","R","Z000017","Committee on Foreign Affairs","member","majority","24"
"D000625","Daniel M. Donovan","NY","R","D000625","Committee on Foreign Affairs","member","majority","25"
"T000193","Bennie Thompson","MS","D","T000193","Committee on Homeland Security","member","minority","1"
"M001157","Michael McCaul","TX","R","M001157","Committee on Homeland Security","member","majority","1"
"S000583","Lamar Smith","TX","R","S000583","Committee on Homeland Security","member","majority","2"
"S000030","Loretta Sánchez","CA","D","S000030","Committee on Homeland Security","member","minority","2"
"J000032","Sheila Jackson Lee","TX","D","J000032","Committee on Homeland Security","member","minority","3"
"K000210","Peter T. King","NY","R","K000210","Committee on Homeland Security","member","majority","3"
"L000559","Jim Langevin","RI","D","L000559","Committee on Homeland Security","member","minority","4"
"R000575","Mike D. Rogers","AL","R","R000575","Committee on Homeland Security","member","majority","4"
"H001038","Brian Higgins","NY","D","H001038","Committee on Homeland Security","member","minority","5"
"M001150","Candice S. Miller","MI","R","M001150","Committee on Homeland Security","member","majority","5"
"D000615","Jeffrey Duncan","SC","R","D000615","Committee on Homeland Security","member","majority","6"
"R000588","Cedric Richmond","LA","D","R000588","Committee on Homeland Security","member","minority","6"
"K000375","Bill Keating","MA","D","K000375","Committee on Homeland Security","member","minority","7"
"M001179","Tom Marino","PA","R","M001179","Committee on Homeland Security","member","majority","7"
"P000604","Donald M. Payne Jr.","NJ","D","P000604","Committee on Homeland Security","member","minority","8"
"B001269","Lou Barletta","PA","R","B001269","Committee on Homeland Security","member","majority","8"
"V000132","Filemon Vela","TX","D","V000132","Committee on Homeland Security","member","minority","9"
"P000605","Scott Perry","PA","R","P000605","Committee on Homeland Security","member","majority","9"
"C001102","Curt Clawson","FL","R","C001102","Committee on Homeland Security","member","majority","10"
"W000822","Bonnie Watson Coleman","NJ","D","W000822","Committee on Homeland Security","member","minority","10"
"R000602","Kathleen Rice","NY","D","R000602","Committee on Homeland Security","member","minority","11"
"K000386","John Katko","NY","R","K000386","Committee on Homeland Security","member","majority","11"
"H001073","Will Hurd","TX","R","H001073","Committee on Homeland Security","member","majority","12"
"T000474","Norma Torres","CA","D","T000474","Committee on Homeland Security","member","minority","12"
"C001103","Buddy Carter","GA","R","C001103","Committee on Homeland Security","member","majority","13"
"W000819","Mark Walker","NC","R","W000819","Committee on Homeland Security","member","majority","14"
"L000583","Barry Loudermilk","GA","R","L000583","Committee on Homeland Security","member","majority","15"
"M001197","Martha McSally","AZ","R","M001197","Committee on Homeland Security","member","majority","16"
"R000601","John Ratcliffe","TX","R","R000601","Committee on Homeland Security","member","majority","17"
"D000625","Daniel M. Donovan","NY","R","D000625","Committee on Homeland Security","member","majority","18"
"B001250","Rob Bishop","UT","R","B001250","Committee on Natural Resources","member","majority","1"
"G000551","Raúl M. Grijalva","AZ","D","G000551","Committee on Natural Resources","member","minority","1"
"Y000033","Don Young","AK","R","Y000033","Committee on Natural Resources","member","majority","2"
"N000179","Grace F. Napolitano","CA","D","N000179","Committee on Natural Resources","member","minority","2"
"G000552","Louie Gohmert","TX","R","G000552","Committee on Natural Resources","member","majority","3"
"B001245","Madeleine Z. Bordallo","GU","D","B001245","Committee on Natural Resources","member","minority","3"
"L000564","Doug Lamborn","CO","R","L000564","Committee on Natural Resources","member","majority","4"
"C001059","Jim Costa","CA","D","C001059","Committee on Natural Resources","member","minority","4"
"S001177","Gregorio Kilili Camacho Sablan","MP","D","S001177","Committee on Natural Resources","member","minority","5"
"W000804","Robert J. Wittman","VA","R","W000804","Committee on Natural Resources","member","majority","5"
"F000456","John Fleming","LA","R","F000456","Committee on Natural Resources","member","majority","6"
"T000465","Niki Tsongas","MA","D","T000465","Committee on Natural Resources","member","minority","6"
"M001177","Tom McClintock","CA","R","M001177","Committee on Natural Resources","member","majority","7"
"P000596","Pedro Pierluisi","PR","D","P000596","Committee on Natural Resources","member","minority","7"
"H001068","Jared Huffman","CA","D","H001068","Committee on Natural Resources","member","minority","8"
"T000467","Glenn Thompson","PA","R","T000467","Committee on Natural Resources","member","majority","8"
"L000571","Cynthia M. Lummis","WY","R","L000571","Committee on Natural Resources","member","majority","9"
"R000599","Raul Ruiz","CA","D","R000599","Committee on Natural Resources","member","minority","9"
"B001271","Dan Benishek","MI","R","B001271","Committee on Natural Resources","member","majority","10"
"L000579","Alan Lowenthal","CA","D","L000579","Committee on Natural Resources","member","minority","10"
"D000615","Jeffrey Duncan","SC","R","D000615","Committee on Natural Resources","member","majority","11"
"C001090","Matt Cartwright","PA","D","C001090","Committee on Natural Resources","member","minority","11"
"B001292","Donald Beyer","VA","D","B001292","Committee on Natural Resources","member","minority","12"
"G000565","Paul Gosar","AZ","R","G000565","Committee on Natural Resources","member","majority","12"
"L000573","Raúl Labrador","ID","R","L000573","Committee on Natural Resources","member","majority","13"
"T000474","Norma Torres","CA","D","T000474","Committee on Natural Resources","member","minority","13"
"D000624","Debbie Dingell","MI","D","D000624","Committee on Natural Resources","member","minority","14"
"L000578","Doug LaMalfa","CA","R","L000578","Committee on Natural Resources","member","majority","14"
"G000574","Ruben Gallego","AZ","D","G000574","Committee on Natural Resources","member","minority","15"
"D000612","Jeffrey Denham","CA","R","D000612","Committee on Natural Resources","member","majority","15"
"C001094","Paul Cook","CA","R","C001094","Committee on Natural Resources","member","majority","16"
"C001036","Lois Capps","CA","D","C001036","Committee on Natural Resources","member","minority","16"
"P000598","Jared Polis","CO","D","P000598","Committee on Natural Resources","member","minority","17"
"W000821","Bruce Westerman","AR","R","W000821","Committee on Natural Resources","member","majority","17"
"C001049","William Lacy Clay","MO","D","C001049","Committee on Natural Resources","member","minority","18"
"G000577","Garret Graves","LA","R","G000577","Committee on Natural Resources","member","majority","18"
"N000189","Dan Newhouse","WA","R","N000189","Committee on Natural Resources","member","majority","19"
"Z000018","Ryan Zinke","MT","R","Z000018","Committee on Natural Resources","member","majority","20"
"H001071","Jody Hice","GA","R","H001071","Committee on Natural Resources","member","majority","21"
"R000600","Amata Coleman Radewagen","AS","R","R000600","Committee on Natural Resources","member","majority","22"
"M001193","Tom MacArthur","NJ","R","M001193","Committee on Natural Resources","member","majority","23"
"M001195","Alex Mooney","WV","R","M001195","Committee on Natural Resources","member","majority","24"
"H001070","Cresent Hardy","NV","R","H001070","Committee on Natural Resources","member","majority","25"
"L000585","Darin M. LaHood","IL","R","L000585","Committee on Natural Resources","member","majority","26"
"C001076","Jason Chaffetz","UT","R","C001076","Committee on Oversight and Reform","member","majority","1"
"C000984","Elijah E. Cummings","MD","D","C000984","Committee on Oversight and Reform","member","minority","1"
"M000689","John L. Mica","FL","R","M000689","Committee on Oversight and Reform","member","majority","2"
"M000087","Carolyn B. Maloney","NY","D","M000087","Committee on Oversight and Reform","member","minority","2"
"N000147","Eleanor Holmes Norton","DC","D","N000147","Committee on Oversight and Reform","member","minority","3"
"T000463","Michael R. Turner","OH","R","T000463","Committee on Oversight and Reform","member","majority","3"
"D000533","John J. Duncan Jr.","TN","R","D000533","Committee on Oversight and Reform","member","majority","4"
"C001049","William Lacy Clay","MO","D","C001049","Committee on Oversight and Reform","member","minority","4"
"J000289","Jim Jordan","OH","R","J000289","Committee on Oversight and Reform","member","majority","5"
"L000562","Stephen F. Lynch","MA","D","L000562","Committee on Oversight and Reform","member","minority","5"
"C000754","Jim Cooper","TN","D","C000754","Committee on Oversight and Reform","member","minority","6"
"W000798","Tim Walberg","MI","R","W000798","Committee on Oversight and Reform","member","majority","6"
"C001078","Gerald E. Connolly","VA","D","C001078","Committee on Oversight and Reform","member","minority","7"
"A000367","Justin Amash","MI","R","A000367","Committee on Oversight and Reform","member","majority","7"
"G000565","Paul Gosar","AZ","R","G000565","Committee on Oversight and Reform","member","majority","8"
"C001090","Matt Cartwright","PA","D","C001090","Committee on Oversight and Reform","member","minority","8"
"D000616","Scott DesJarlais","TN","R","D000616","Committee on Oversight and Reform","member","majority","9"
"D000622","Tammy Duckworth","IL","D","D000622","Committee on Oversight and Reform","member","minority","9"
"G000566","Trey Gowdy","SC","R","G000566","Committee on Oversight and Reform","member","majority","10"
"K000385","Robin Kelly","IL","D","K000385","Committee on Oversight and Reform","member","minority","10"
"L000581","Brenda Lawrence","MI","D","L000581","Committee on Oversight and Reform","member","minority","11"
"F000460","Blake Farenthold","TX","R","F000460","Committee on Oversight and Reform","member","majority","11"
"L000571","Cynthia M. Lummis","WY","R","L000571","Committee on Oversight and Reform","member","majority","12"
"L000582","Ted Lieu","CA","D","L000582","Committee on Oversight and Reform","member","minority","12"
"W000822","Bonnie Watson Coleman","NJ","D","W000822","Committee on Oversight and Reform","member","minority","13"
"M001184","Thomas Massie","KY","R","M001184","Committee on Oversight and Reform","member","majority","13"
"M001187","Mark Meadows","NC","R","M001187","Committee on Oversight and Reform","member","majority","14"
"P000610","Stacey Plaskett","VI","D","P000610","Committee on Oversight and Reform","member","minority","14"
"D000621","Ron DeSantis","FL","R","D000621","Committee on Oversight and Reform","member","majority","15"
"D000623","Mark DeSaulnier","CA","D","D000623","Committee on Oversight and Reform","member","minority","15"
"M001182","Mick Mulvaney","SC","R","M001182","Committee on Oversight and Reform","member","majority","16"
"B001296","Brendan Boyle","PA","D","B001296","Committee on Oversight and Reform","member","minority","16"
"B001297","Ken Buck","CO","R","B001297","Committee on Oversight and Reform","member","majority","17"
"W000800","Peter Welch","VT","D","W000800","Committee on Oversight and Reform","member","minority","17"
"W000819","Mark Walker","NC","R","W000819","Committee on Oversight and Reform","member","majority","18"
"L000580","Michelle Lujan Grisham","NM","D","L000580","Committee on Oversight and Reform","member","minority","18"
"B001294","Rod Blum","IA","R","B001294","Committee on Oversight and Reform","member","majority","19"
"H001071","Jody Hice","GA","R","H001071","Committee on Oversight and Reform","member","majority","20"
"R000604","Steve Russell","OK","R","R000604","Committee on Oversight and Reform","member","majority","21"
"C001103","Buddy Carter","GA","R","C001103","Committee on Oversight and Reform","member","majority","22"
"G000576","Glenn Grothman","WI","R","G000576","Committee on Oversight and Reform","member","majority","23"
"H001073","Will Hurd","TX","R","H001073","Committee on Oversight and Reform","member","majority","24"
"P000609","Gary Palmer","AL","R","P000609","Committee on Oversight and Reform","member","majority","25"
"S000250","Pete Sessions","TX","R","S000250","Committee on Rules","member","majority","1"
"S000480","Louise M. Slaughter","NY","D","S000480","Committee on Rules","member","minority","1"
"F000450","Virginia Foxx","NC","R","F000450","Committee on Rules","member","majority","2"
"M000312","Jim McGovern","MA","D","M000312","Committee on Rules","member","minority","2"
"H000324","Alcee L. Hastings","FL","D","H000324","Committee on Rules","member","minority","3"
"C001053","Tom Cole","OK","R","C001053","Committee on Rules","member","majority","3"
"P000598","Jared Polis","CO","D","P000598","Committee on Rules","member","minority","4"
"W000810","Rob Woodall","GA","R","W000810","Committee on Rules","member","majority","4"
"B001248","Michael C. Burgess","TX","R","B001248","Committee on Rules","member","majority","5"
"S001187","Steve Stivers","OH","R","S001187","Committee on Rules","member","majority","6"
"C001093","Doug Collins","GA","R","C001093","Committee on Rules","member","majority","7"
"B001289","Bradley Byrne","AL","R","B001289","Committee on Rules","member","majority","8"
"N000189","Dan Newhouse","WA","R","N000189","Committee on Rules","member","majority","9"
"S000583","Lamar Smith","TX","R","S000583","Committee on Science, Space, and Technology","member","majority","1"
"J000126","Eddie Bernice Johnson","TX","D","J000126","Committee on Science, Space, and Technology","member","minority","1"
"S000244","F. James Sensenbrenner","WI","R","S000244","Committee on Science, Space, and Technology","member","majority","2"
"L000397","Zoe Lofgren","CA","D","L000397","Committee on Science, Space, and Technology","member","minority","2"
"L000563","Daniel Lipinski","IL","D","L000563","Committee on Science, Space, and Technology","member","minority","3"
"R000409","Dana Rohrabacher","CA","R","R000409","Committee on Science, Space, and Technology","member","majority","3"
"L000491","Frank D. Lucas","OK","R","L000491","Committee on Science, Space, and Technology","member","majority","4"
"E000290","Donna Edwards","MD","D","E000290","Committee on Science, Space, and Technology","member","minority","4"
"N000182","Randy Neugebauer","TX","R","N000182","Committee on Science, Space, and Technology","member","majority","5"
"B001278","Suzanne Bonamici","OR","D","B001278","Committee on Science, Space, and Technology","member","minority","5"
"M001157","Michael McCaul","TX","R","M001157","Committee on Science, Space, and Technology","member","majority","6"
"S001193","Eric Swalwell","CA","D","S001193","Committee on Science, Space, and Technology","member","minority","6"
"G000556","Alan Grayson","FL","D","G000556","Committee on Science, Space, and Technology","member","minority","7"
"B001274","Mo Brooks","AL","R","B001274","Committee on Science, Space, and Technology","member","majority","7"
"H001059","Randy Hultgren","IL","R","H001059","Committee on Science, Space, and Technology","member","majority","8"
"B001287","Ami Bera","CA","D","B001287","Committee on Science, Space, and Technology","member","minority","8"
"E000293","Elizabeth Esty","CT","D","E000293","Committee on Science, Space, and Technology","member","minority","9"
"P000599","Bill Posey","FL","R","P000599","Committee on Science, Space, and Technology","member","majority","9"
"V000131","Marc Veasey","TX","D","V000131","Committee on Science, Space, and Technology","member","minority","10"
"M001184","Thomas Massie","KY","R","M001184","Committee on Science, Space, and Technology","member","majority","10"
"B001283","Jim Bridenstine","OK","R","B001283","Committee on Science, Space, and Technology","member","majority","11"
"C001101","Katherine Clark","MA","D","C001101","Committee on Science, Space, and Technology","member","minority","11"
"W000814","Randy Weber","TX","R","W000814","Committee on Science, Space, and Technology","member","majority","12"
"B001292","Donald Beyer","VA","D","B001292","Committee on Science, Space, and Technology","member","minority","12"
"P000593","Ed Perlmutter","CO","D","P000593","Committee on Science, Space, and Technology","member","minority","13"
"M001194","John Moolenaar","MI","R","M001194","Committee on Science, Space, and Technology","member","majority","13"
"T000469","Paul Tonko","NY","D","T000469","Committee on Science, Space, and Technology","member","minority","14"
"K000387","Steve Knight","CA","R","K000387","Committee on Science, Space, and Technology","member","majority","14"
"B001291","Brian Babin","TX","R","B001291","Committee on Science, Space, and Technology","member","majority","15"
"T000472","Mark Takano","CA","D","T000472","Committee on Science, Space, and Technology","member","minority","15"
"W000821","Bruce Westerman","AR","R","W000821","Committee on Science, Space, and Technology","member","majority","16"
"F000454","Bill Foster","IL","D","F000454","Committee on Science, Space, and Technology","member","minority","16"
"C001105","Barbara Comstock","VA","R","C001105","Committee on Science, Space, and Technology","member","majority","17"
"P000609","Gary Palmer","AL","R","P000609","Committee on Science, Space, and Technology","member","majority","18"
"L000583","Barry Loudermilk","GA","R","L000583","Committee on Science, Space, and Technology","member","majority","19"
"A000374","Ralph Abraham","LA","R","A000374","Committee on Science, Space, and Technology","member","majority","20"
"L000585","Darin M. LaHood","IL","R","L000585","Committee on Science, Space, and Technology","member","majority","21"
"V000081","Nydia M. Velázquez","NY","D","V000081","Committee on Small Business","member","minority","1"
"C000266","Steven J. Chabot","OH","R","C000266","Committee on Small Business","member","majority","1"
"K000362","Steve King","IA","R","K000362","Committee on Small Business","member","majority","2"
"C001080","Judy Chu","CA","D","C001080","Committee on Small Business","member","minority","2"
"L000569","Blaine Luetkemeyer","MO","R","L000569","Committee on Small Business","member","majority","3"
"H001063","Janice Hahn","CA","D","H001063","Committee on Small Business","member","minority","3"
"P000604","Donald M. Payne Jr.","NJ","D","P000604","Committee on Small Business","member","minority","4"
"H001051","Richard Hanna","NY","R","H001051","Committee on Small Business","member","majority","4"
"M001188","Grace Meng","NY","D","M001188","Committee on Small Business","member","minority","5"
"H001057","Tim Huelskamp","KS","R","H001057","Committee on Small Business","member","majority","5"
"L000581","Brenda Lawrence","MI","D","L000581","Committee on Small Business","member","minority","6"
"G000564","Chris Gibson","NY","R","G000564","Committee on Small Business","member","majority","6"
"T000473","Mark Takai","HI","D","T000473","Committee on Small Business","member","minority","7"
"B001290","David A. Brat","VA","R","B001290","Committee on Small Business","member","majority","7"
"C001067","Yvette D. Clarke","NY","D","C001067","Committee on Small Business","member","minority","8"
"R000600","Amata Coleman Radewagen","AS","R","R000600","Committee on Small Business","member","majority","8"
"A000370","Alma Adams","NC","D","A000370","Committee on Small Business","member","minority","9"
"K000387","Steve Knight","CA","R","K000387","Committee on Small Business","member","majority","9"
"C001107","Carlos Curbelo","FL","R","C001107","Committee on Small Business","member","majority","10"
"M001196","Seth Moulton","MA","D","M001196","Committee on Small Business","member","minority","10"
"H001070","Cresent Hardy","NV","R","H001070","Committee on Small Business","member","majority","11"
"K000388","Trent Kelly","MS","R","K000388","Committee on Small Business","member","majority","12"
"P000591","Tom Price","GA","R","P000591","Committee on the Budget","member","majority","1"
"V000128","Chris Van Hollen","MD","D","V000128","Committee on the Budget","member","minority","1"
"G000548","Scott Garrett","NJ","R","G000548","Committee on the Budget","member","majority","2"
"Y000062","John Yarmuth","KY","D","Y000062","Committee on the Budget","member","minority","2"
"D000600","Mario Diaz-Balart","FL","R","D000600","Committee on the Budget","member","majority","3"
"P000096","Bill Pascrell Jr.","NJ","D","P000096","Committee on the Budget","member","minority","3"
"R000577","Tim Ryan","OH","D","R000577","Committee on the Budget","member","minority","4"
"C001053","Tom Cole","OK","R","C001053","Committee on the Budget","member","majority","4"
"M001160","Gwen Moore","WI","D","M001160","Committee on the Budget","member","minority","5"
"M001177","Tom McClintock","CA","R","M001177","Committee on the Budget","member","majority","5"
"B001273","Diane Black","TN","R","B001273","Committee on the Budget","member","majority","6"
"C001066","Kathy Castor","FL","D","C001066","Committee on the Budget","member","minority","6"
"M000404","Jim McDermott","WA","D","M000404","Committee on the Budget","member","minority","7"
"R000592","Todd Rokita","IN","R","R000592","Committee on the Budget","member","majority","7"
"W000810","Rob Woodall","GA","R","W000810","Committee on the Budget","member","majority","8"
"L000551","Barbara Lee","CA","D","L000551","Committee on the Budget","member","minority","8"
"H001053","Vicky Hartzler","MO","R","H001053","Committee on the Budget","member","majority","9"
"P000607","Mark Pocan","WI","D","P000607","Committee on the Budget","member","minority","9"
"L000580","Michelle Lujan Grisham","NM","D","L000580","Committee on the Budget","member","minority","10"
"S001188","Marlin Stutzman","IN","R","S001188","Committee on the Budget","member","majority","10"
"D000624","Debbie Dingell","MI","D","D000624","Committee on the Budget","member","minority","11"
"G000570","Frank Guinta","NH","R","G000570","Committee on the Budget","member","majority","11"
"S000051","Mark Sanford","SC","R","S000051","Committee on the Budget","member","majority","12"
"L000582","Ted Lieu","CA","D","L000582","Committee on the Budget","member","minority","12"
"N000188","Donald W. Norcross","NJ","D","N000188","Committee on the Budget","member","minority","13"
"W000809","Steve Womack","AR","R","W000809","Committee on the Budget","member","majority","13"
"B001290","David A. Brat","VA","R","B001290","Committee on the Budget","member","majority","14"
"M001196","Seth Moulton","MA","D","M001196","Committee on the Budget","member","minority","14"
"B001294","Rod Blum","IA","R","B001294","Committee on the Budget","member","majority","15"
"M001195","Alex Mooney","WV","R","M001195","Committee on the Budget","member","majority","16"
"G000576","Glenn Grothman","WI","R","G000576","Committee on the Budget","member","majority","17"
"P000609","Gary Palmer","AL","R","P000609","Committee on the Budget","member","majority","18"
"M001194","John Moolenaar","MI","R","M001194","Committee on the Budget","member","majority","19"
"W000821","Bruce Westerman","AR","R","W000821","Committee on the Budget","member","majority","20"
"R000586","Jim Renacci","OH","R","R000586","Committee on the Budget","member","majority","21"
"J000292","Bill Johnson","OH","R","J000292","Committee on the Budget","member","majority","22"
"C000714","John Conyers Jr.","MI","D","C000714","Committee on the Judiciary","member","minority","1"
"G000289","Robert W. Goodlatte","VA","R","G000289","Committee on the Judiciary","member","majority","1"
"N000002","Jerrold Nadler","NY","D","N000002","Committee on the Judiciary","member","minority","2"
"S000244","F. James Sensenbrenner","WI","R","S000244","Committee on the Judiciary","member","majority","2"
"S000583","Lamar Smith","TX","R","S000583","Committee on the Judiciary","member","majority","3"
"L000397","Zoe Lofgren","CA","D","L000397","Committee on the Judiciary","member","minority","3"
"J000032","Sheila Jackson Lee","TX","D","J000032","Committee on the Judiciary","member","minority","4"
"C000266","Steven J. Chabot","OH","R","C000266","Committee on the Judiciary","member","majority","4"
"C001068","Steve Cohen","TN","D","C001068","Committee on the Judiciary","member","minority","5"
"I000056","Darrell Issa","CA","R","I000056","Committee on the Judiciary","member","majority","5"
"J000288","Hank Johnson","GA","D","J000288","Committee on the Judiciary","member","minority","6"
"F000445","J. Randy Forbes","VA","R","F000445","Committee on the Judiciary","member","majority","6"
"K000362","Steve King","IA","R","K000362","Committee on the Judiciary","member","majority","7"
"P000596","Pedro Pierluisi","PR","D","P000596","Committee on the Judiciary","member","minority","7"
"F000448","Trent Franks","AZ","R","F000448","Committee on the Judiciary","member","majority","8"
"C001080","Judy Chu","CA","D","C001080","Committee on the Judiciary","member","minority","8"
"G000552","Louie Gohmert","TX","R","G000552","Committee on the Judiciary","member","majority","9"
"D000610","Ted Deutch","FL","D","D000610","Committee on the Judiciary","member","minority","9"
"G000535","Luis V. Gutiérrez","IL","D","G000535","Committee on the Judiciary","member","minority","10"
"J000289","Jim Jordan","OH","R","J000289","Committee on the Judiciary","member","majority","10"
"P000592","Ted Poe","TX","R","P000592","Committee on the Judiciary","member","majority","11"
"B001270","Karen Bass","CA","D","B001270","Committee on the Judiciary","member","minority","11"
"C001076","Jason Chaffetz","UT","R","C001076","Committee on the Judiciary","member","majority","12"
"R000588","Cedric Richmond","LA","D","R000588","Committee on the Judiciary","member","minority","12"
"D000617","Suzan K. DelBene","WA","D","D000617","Committee on the Judiciary","member","minority","13"
"M001179","Tom Marino","PA","R","M001179","Committee on the Judiciary","member","majority","13"
"G000566","Trey Gowdy","SC","R","G000566","Committee on the Judiciary","member","majority","14"
"J000294","Hakeem Jeffries","NY","D","J000294","Committee on the Judiciary","member","minority","14"
"L000573","Raúl Labrador","ID","R","L000573","Committee on the Judiciary","member","majority","15"
"C001084","David Cicilline","RI","D","C001084","Committee on the Judiciary","member","minority","15"
"F000460","Blake Farenthold","TX","R","F000460","Committee on the Judiciary","member","majority","16"
"P000608","Scott Peters","CA","D","P000608","Committee on the Judiciary","member","minority","16"
"C001093","Doug Collins","GA","R","C001093","Committee on the Judiciary","member","majority","17"
"D000621","Ron DeSantis","FL","R","D000621","Committee on the Judiciary","member","majority","18"
"W000820","Mimi Walters","CA","R","W000820","Committee on the Judiciary","member","majority","19"
"B001297","Ken Buck","CO","R","B001297","Committee on the Judiciary","member","majority","20"
"R000601","John Ratcliffe","TX","R","R000601","Committee on the Judiciary","member","majority","21"
"T000475","Dave Trott","MI","R","T000475","Committee on the Judiciary","member","majority","22"
"B001293","Mike Bishop","MI","R","B001293","Committee on the Judiciary","member","majority","23"
"D000191","Peter A. DeFazio","OR","D","D000191","Committee on Transportation and Infrastructure","member","minority","1"
"S001154","Bill Shuster","PA","R","S001154","Committee on Transportation and Infrastructure","member","majority","1"
"N000147","Eleanor Holmes Norton","DC","D","N000147","Committee on Transportation and Infrastructure","member","minority","2"
"Y000033","Don Young","AK","R","Y000033","Committee on Transportation and Infrastructure","member","majority","2"
"D000533","John J. Duncan Jr.","TN","R","D000533","Committee on Transportation and Infrastructure","member","majority","3"
"N000002","Jerrold Nadler","NY","D","N000002","Committee on Transportation and Infrastructure","member","minority","3"
"B000911","Corrine Brown","FL","D","B000911","Committee on Transportation and Infrastructure","member","minority","4"
"M000689","John L. Mica","FL","R","M000689","Committee on Transportation and Infrastructure","member","majority","4"
"L000554","Frank A. LoBiondo","NJ","R","L000554","Committee on Transportation and Infrastructure","member","majority","5"
"J000126","Eddie Bernice Johnson","TX","D","J000126","Committee on Transportation and Infrastructure","member","minority","5"
"G000546","Sam Graves","MO","R","G000546","Committee on Transportation and Infrastructure","member","majority","6"
"C000984","Elijah E. Cummings","MD","D","C000984","Committee on Transportation and Infrastructure","member","minority","6"
"L000560","Rick Larsen","WA","D","L000560","Committee on Transportation and Infrastructure","member","minority","7"
"M001150","Candice S. Miller","MI","R","M001150","Committee on Transportation and Infrastructure","member","majority","7"
"C001037","Michael E. Capuano","MA","D","C001037","Committee on Transportation and Infrastructure","member","minority","8"
"H001048","Duncan D. Hunter","CA","R","H001048","Committee on Transportation and Infrastructure","member","majority","8"
"C001087","Rick Crawford","AR","R","C001087","Committee on Transportation and Infrastructure","member","majority","9"
"N000179","Grace F. Napolitano","CA","D","N000179","Committee on Transportation and Infrastructure","member","minority","9"
"L000563","Daniel Lipinski","IL","D","L000563","Committee on Transportation and Infrastructure","member","minority","10"
"B001269","Lou Barletta","PA","R","B001269","Committee on Transportation and Infrastructure","member","majority","10"
"C001068","Steve Cohen","TN","D","C001068","Committee on Transportation and Infrastructure","member","minority","11"
"F000460","Blake Farenthold","TX","R","F000460","Committee on Transportation and Infrastructure","member","majority","11"
