"id","name","stateAbbreviation","partyShort","subcommitteeId","subcommitteeName","subcommitteePosition","subcommitteeSide","subcommitteeRank"
"S001175","Jackie Speier","CA","D","S001175","Strategic Forces","member","majority","5"
"B001274","Mo Brooks","AL","R","B001274","Strategic Forces","member","minority","5"
"M001196","Seth Moulton","MA","D","M001196","Strategic Forces","member","majority","6"
"B001289","Bradley Byrne","AL","R","B001289","Strategic Forces","member","minority","6"
"C001112","Salud Carbajal","CA","D","C001112","Strategic Forces","member","majority","7"
"D000616","Scott DesJarlais","TN","R","D000616","Strategic Forces","member","minority","7"
"K000389","Ro Khanna","CA","D","K000389","Strategic Forces","member","majority","8"
"C001109","Liz Cheney","WY","R","C001109","Strategic Forces","member","minority","8"
"K000375","Bill Keating","MA","D","K000375","Strategic Forces","member","majority","9"
"H001083","Kendra Horn","OK","D","H001083","Strategic Forces","Vice Chair","majority","10"
"S001196","Elise Stefanik","NY","R","S001196","Intelligence and Special Operations","Ranking Member","minority","1"
"L000559","Jim Langevin","RI","D","L000559","Intelligence and Special Operations","Chair","majority","1"
"L000560","Rick Larsen","WA","D","L000560","Intelligence and Special Operations","member","majority","2"
"G000546","Sam Graves","MO","R","G000546","Intelligence and Special Operations","member","minority","2"
"C000754","Jim Cooper","TN","D","C000754","Intelligence and Special Operations","member","majority","3"
"A000374","Ralph Abraham","LA","R","A000374","Intelligence and Special Operations","member","minority","3"
"G000571","Tulsi Gabbard","HI","D","G000571","Intelligence and Special Operations","member","majority","4"
"C001062","K. Michael Conaway","TX","R","C001062","Intelligence and Special Operations","member","minority","4"
"B001304","Anthony Brown","MD","D","B001304","Intelligence and Special Operations","member","majority","5"
"S001189","Austin Scott","GA","R","S001189","Intelligence and Special Operations","member","minority","5"
"K000389","Ro Khanna","CA","D","K000389","Intelligence and Special Operations","member","majority","6"
"D000616","Scott DesJarlais","TN","R","D000616","Intelligence and Special Operations","member","minority","6"
"K000375","Bill Keating","MA","D","K000375","Intelligence and Special Operations","member","majority","7"
"G000579","Mike Gallagher","WI","R","G000579","Intelligence and Special Operations","member","minority","7"
"K000394","Andy Kim","NJ","D","K000394","Intelligence and Special Operations","member","majority","8"
"W000823","Michael Waltz","FL","R","W000823","Intelligence and Special Operations","member","minority","8"
"H001085","Chrissy Houlahan","PA","D","H001085","Intelligence and Special Operations","member","majority","9"
"B001298","Don Bacon","NE","R","B001298","Intelligence and Special Operations","member","minority","9"
"C001121","Jason Crow","CO","D","C001121","Intelligence and Special Operations","Vice Chair","majority","10"
"B001299","Jim Banks","IN","R","B001299","Intelligence and Special Operations","member","minority","10"
"S001208","Elissa Slotkin","MI","D","S001208","Intelligence and Special Operations","member","majority","11"
"T000482","Lori Trahan","MA","D","T000482","Intelligence and Special Operations","member","majority","12"
"A000372","Rick Allen","GA","R","A000372","Early Childhood, Elementary, and Secondary Education","Ranking Member","minority","1"
"S001177","Gregorio Kilili Camacho Sablan","MP","D","S001177","Early Childhood, Elementary, and Secondary Education","Chair","majority","1"
"T000467","Glenn Thompson","PA","R","T000467","Early Childhood, Elementary, and Secondary Education","member","minority","2"
"S001216","Kim Schrier","WA","D","S001216","Early Childhood, Elementary, and Secondary Education","member","majority","2"
"G000576","Glenn Grothman","WI","R","G000576","Early Childhood, Elementary, and Secondary Education","member","minority","3"
"H001081","Jahana Hayes","CT","D","H001081","Early Childhood, Elementary, and Secondary Education","member","majority","3"
"T000479","Van Taylor","TX","R","T000479","Early Childhood, Elementary, and Secondary Education","member","minority","4"
"S001206","Donna Shalala","FL","D","S001206","Early Childhood, Elementary, and Secondary Education","member","majority","4"
"T000480","William Timmons","SC","R","T000480","Early Childhood, Elementary, and Secondary Education","member","minority","5"
"D000598","Susan A. Davis","CA","D","D000598","Early Childhood, Elementary, and Secondary Education","member","majority","5"
"W000808","Frederica Wilson","FL","D","W000808","Early Childhood, Elementary, and Secondary Education","member","majority","6"
"D000623","Mark DeSaulnier","CA","D","D000623","Early Childhood, Elementary, and Secondary Education","member","majority","7"
"M001206","Joe Morelle","NY","D","M001206","Early Childhood, Elementary, and Secondary Education","member","majority","8"
"W000798","Tim Walberg","MI","R","W000798","Health, Employment, Labor, and Pensions","Ranking Member","minority","1"
"W000808","Frederica Wilson","FL","D","W000808","Health, Employment, Labor, and Pensions","Chair","majority","1"
"R000582","Phil Roe","TN","R","R000582","Health, Employment, Labor, and Pensions","member","minority","2"
"N000188","Donald W. Norcross","NJ","D","N000188","Health, Employment, Labor, and Pensions","member","majority","2"
"A000372","Rick Allen","GA","R","A000372","Health, Employment, Labor, and Pensions","member","minority","3"
"M001206","Joe Morelle","NY","D","M001206","Health, Employment, Labor, and Pensions","member","majority","3"
"R000607","Francis Rooney","FL","R","R000607","Health, Employment, Labor, and Pensions","member","minority","4"
"W000826","Susan Wild","PA","D","W000826","Health, Employment, Labor, and Pensions","member","majority","4"
"B001299","Jim Banks","IN","R","B001299","Health, Employment, Labor, and Pensions","member","minority","5"
"M001208","Lucy McBath","GA","D","M001208","Health, Employment, Labor, and Pensions","member","majority","5"
"F000469","Russ Fulcher","ID","R","F000469","Health, Employment, Labor, and Pensions","member","minority","6"
"U000040","Lauren Underwood","IL","D","U000040","Health, Employment, Labor, and Pensions","member","majority","6"
"T000479","Van Taylor","TX","R","T000479","Health, Employment, Labor, and Pensions","member","minority","7"
"S001215","Haley Stevens","MI","D","S001215","Health, Employment, Labor, and Pensions","member","majority","7"
"W000824","Steven Watkins","KS","R","W000824","Health, Employment, Labor, and Pensions","member","minority","8"
"C001069","Joe Courtney","CT","D","C001069","Health, Employment, Labor, and Pensions","member","majority","8"
"W000827","Ron Wright","TX","R","W000827","Health, Employment, Labor, and Pensions","member","minority","9"
"F000455","Marcia L. Fudge","OH","D","F000455","Health, Employment, Labor, and Pensions","member","majority","9"
"M001204","Daniel Meuser","PA","R","M001204","Health, Employment, Labor, and Pensions","member","minority","10"
"H001090","Josh Harder","CA","D","H001090","Health, Employment, Labor, and Pensions","member","majority","10"
"J000301","Dusty Johnson","SD","R","J000301","Health, Employment, Labor, and Pensions","member","minority","11"
"S001206","Donna Shalala","FL","D","S001206","Health, Employment, Labor, and Pensions","member","majority","11"
"L000592","Andy Levin","MI","D","L000592","Health, Employment, Labor, and Pensions","member","majority","12"
"T000482","Lori Trahan","MA","D","T000482","Health, Employment, Labor, and Pensions","member","majority","13"
"S000185","Robert C. Scott","VA","D","S000185","Health, Employment, Labor, and Pensions","member","majority","14"
"S001199","Lloyd Smucker","PA","R","S001199","Higher Education and Workforce Investment","Ranking Member","minority","1"
"D000598","Susan A. Davis","CA","D","D000598","Higher Education and Workforce Investment","Chair","majority","1"
"G000558","Brett Guthrie","KY","R","G000558","Higher Education and Workforce Investment","member","minority","2"
"C001069","Joe Courtney","CT","D","C001069","Higher Education and Workforce Investment","member","majority","2"
"G000576","Glenn Grothman","WI","R","G000576","Higher Education and Workforce Investment","member","minority","3"
"T000472","Mark Takano","CA","D","T000472","Higher Education and Workforce Investment","member","majority","3"
"S001196","Elise Stefanik","NY","R","S001196","Higher Education and Workforce Investment","member","minority","4"
"J000298","Pramila Jayapal","WA","D","J000298","Higher Education and Workforce Investment","member","majority","4"
"B001299","Jim Banks","IN","R","B001299","Higher Education and Workforce Investment","member","minority","5"
"H001090","Josh Harder","CA","D","H001090","Higher Education and Workforce Investment","member","majority","5"
"W000819","Mark Walker","NC","R","W000819","Higher Education and Workforce Investment","member","minority","6"
"L000592","Andy Levin","MI","D","L000592","Higher Education and Workforce Investment","member","majority","6"
"C001108","James Comer","KY","R","C001108","Higher Education and Workforce Investment","member","minority","7"
"O000173","Ilhan Omar","MN","D","O000173","Higher Education and Workforce Investment","member","majority","7"
"C001118","Ben Cline","VA","R","C001118","Higher Education and Workforce Investment","member","minority","8"
"T000483","David Trone","MD","D","T000483","Higher Education and Workforce Investment","member","majority","8"
"F000469","Russ Fulcher","ID","R","F000469","Higher Education and Workforce Investment","member","minority","9"
"L000590","Susie Lee","NV","D","L000590","Higher Education and Workforce Investment","member","majority","9"
"W000824","Steven Watkins","KS","R","W000824","Higher Education and Workforce Investment","member","minority","10"
"T000482","Lori Trahan","MA","D","T000482","Higher Education and Workforce Investment","member","majority","10"
"M001204","Daniel Meuser","PA","R","M001204","Higher Education and Workforce Investment","member","minority","11"
"C001091","Joaquín Castro","TX","D","C001091","Higher Education and Workforce Investment","member","majority","11"
"T000480","William Timmons","SC","R","T000480","Higher Education and Workforce Investment","member","minority","12"
"G000551","Raúl M. Grijalva","AZ","D","G000551","Higher Education and Workforce Investment","member","majority","12"
"S001177","Gregorio Kilili Camacho Sablan","MP","D","S001177","Higher Education and Workforce Investment","member","majority","13"
"B001278","Suzanne Bonamici","OR","D","B001278","Higher Education and Workforce Investment","member","majority","14"
"A000370","Alma Adams","NC","D","A000370","Higher Education and Workforce Investment","member","majority","15"
"N000188","Donald W. Norcross","NJ","D","N000188","Higher Education and Workforce Investment","member","majority","16"
"B001289","Bradley Byrne","AL","R","B001289","Workforce Protections","Ranking Member","minority","1"
"A000370","Alma Adams","NC","D","A000370","Workforce Protections","Chair","majority","1"
"R000607","Francis Rooney","FL","R","R000607","Workforce Protections","member","minority","2"
"D000623","Mark DeSaulnier","CA","D","D000623","Workforce Protections","member","majority","2"
"W000819","Mark Walker","NC","R","W000819","Workforce Protections","member","minority","3"
"T000472","Mark Takano","CA","D","T000472","Workforce Protections","member","majority","3"
"C001118","Ben Cline","VA","R","C001118","Workforce Protections","member","minority","4"
"J000298","Pramila Jayapal","WA","D","J000298","Workforce Protections","member","majority","4"
"W000827","Ron Wright","TX","R","W000827","Workforce Protections","member","minority","5"
"W000826","Susan Wild","PA","D","W000826","Workforce Protections","member","majority","5"
"M001208","Lucy McBath","GA","D","M001208","Workforce Protections","member","majority","6"
"O000173","Ilhan Omar","MN","D","O000173","Workforce Protections","member","majority","7"
"S001215","Haley Stevens","MI","D","S001215","Workforce Protections","member","majority","8"
"B001278","Suzanne Bonamici","OR","D","B001278","Civil Rights and Human Services","Chair","majority","1"
"C001108","James Comer","KY","R","C001108","Civil Rights and Human Services","Ranking Member","minority","1"
"G000551","Raúl M. Grijalva","AZ","D","G000551","Civil Rights and Human Services","member","majority","2"
"T000467","Glenn Thompson","PA","R","T000467","Civil Rights and Human Services","member","minority","2"
"F000455","Marcia L. Fudge","OH","D","F000455","Civil Rights and Human Services","member","majority","3"
"S001196","Elise Stefanik","NY","R","S001196","Civil Rights and Human Services","member","minority","3"
"S001216","Kim Schrier","WA","D","S001216","Civil Rights and Human Services","member","majority","4"
"J000301","Dusty Johnson","SD","R","J000301","Civil Rights and Human Services","member","minority","4"
"H001081","Jahana Hayes","CT","D","H001081","Civil Rights and Human Services","member","majority","5"
"T000483","David Trone","MD","D","T000483","Civil Rights and Human Services","member","majority","6"
"L000590","Susie Lee","NV","D","L000590","Civil Rights and Human Services","member","majority","7"
"M001159","Cathy McMorris Rodgers","WA","R","M001159","Consumer Protection and Commerce","Ranking Member","minority","1"
"S001145","Jan Schakowsky","IL","D","S001145","Consumer Protection and Commerce","Chair","majority","1"
"U000031","Fred Upton","MI","R","U000031","Consumer Protection and Commerce","member","minority","2"
"C001066","Kathy Castor","FL","D","C001066","Consumer Protection and Commerce","member","majority","2"
"B001248","Michael C. Burgess","TX","R","B001248","Consumer Protection and Commerce","member","minority","3"
"V000131","Marc Veasey","TX","D","V000131","Consumer Protection and Commerce","member","majority","3"
"L000566","Robert E. Latta","OH","R","L000566","Consumer Protection and Commerce","member","minority","4"
"K000385","Robin Kelly","IL","D","K000385","Consumer Protection and Commerce","member","majority","4"
"G000558","Brett Guthrie","KY","R","G000558","Consumer Protection and Commerce","member","minority","5"
"O000171","Tom O'Halleran","AZ","D","O000171","Consumer Protection and Commerce","member","majority","5"
"B001275","Larry Bucshon","IN","R","B001275","Consumer Protection and Commerce","member","minority","6"
"L000570","Ben Ray Luján","NM","D","L000570","Consumer Protection and Commerce","member","majority","6"
"H001067","Richard Hudson","NC","R","H001067","Consumer Protection and Commerce","member","minority","7"
"C001097","Tony Cárdenas","CA","D","C001097","Consumer Protection and Commerce","Vice Chair","majority","7"
"C001103","Buddy Carter","GA","R","C001103","Consumer Protection and Commerce","member","minority","8"
"B001303","Lisa Blunt Rochester","DE","D","B001303","Consumer Protection and Commerce","member","majority","8"
"G000584","Greg Gianforte","MT","R","G000584","Consumer Protection and Commerce","member","minority","9"
"S001200","Darren Soto","FL","D","S001200","Consumer Protection and Commerce","member","majority","9"
"W000791","Greg Walden","OR","R","W000791","Consumer Protection and Commerce","Ex Officio","minority","10"
"R000515","Bobby L. Rush","IL","D","R000515","Consumer Protection and Commerce","member","majority","10"
"M001163","Doris Matsui","CA","D","M001163","Consumer Protection and Commerce","member","majority","11"
"M001166","Jerry McNerney","CA","D","M001166","Consumer Protection and Commerce","member","majority","12"
"D000624","Debbie Dingell","MI","D","D000624","Consumer Protection and Commerce","member","majority","13"
"P000034","Frank Pallone","NJ","D","P000034","Consumer Protection and Commerce","Ex Officio","majority","14"
"L000566","Robert E. Latta","OH","R","L000566","Communications and Technology","Ranking Member","minority","1"
"D000482","Mike Doyle","PA","D","D000482","Communications and Technology","Chair","majority","1"
"S000364","John Shimkus","IL","R","S000364","Communications and Technology","member","minority","2"
"M001166","Jerry McNerney","CA","D","M001166","Communications and Technology","member","majority","2"
"S001176","Steve Scalise","LA","R","S001176","Communications and Technology","member","minority","3"
"C001067","Yvette D. Clarke","NY","D","C001067","Communications and Technology","member","majority","3"
"O000168","Pete Olson","TX","R","O000168","Communications and Technology","member","minority","4"
"L000565","Dave Loebsack","IA","D","L000565","Communications and Technology","member","majority","4"
"K000378","Adam Kinzinger","IL","R","K000378","Communications and Technology","member","minority","5"
"V000131","Marc Veasey","TX","D","V000131","Communications and Technology","member","majority","5"
"B001257","Gus Bilirakis","FL","R","B001257","Communications and Technology","member","minority","6"
"M001200","A. Donald McEachin","VA","D","M001200","Communications and Technology","member","majority","6"
"J000292","Bill Johnson","OH","R","J000292","Communications and Technology","member","minority","7"
"S001200","Darren Soto","FL","D","S001200","Communications and Technology","member","majority","7"
"L000576","Billy Long","MO","R","L000576","Communications and Technology","member","minority","8"
"O000171","Tom O'Halleran","AZ","D","O000171","Communications and Technology","member","majority","8"
"F000461","Bill Flores","TX","R","F000461","Communications and Technology","member","minority","9"
"E000215","Anna G. Eshoo","CA","D","E000215","Communications and Technology","member","majority","9"
"B001284","Susan Brooks","IN","R","B001284","Communications and Technology","member","minority","10"
"D000197","Diana DeGette","CO","D","D000197","Communications and Technology","member","majority","10"
"W000798","Tim Walberg","MI","R","W000798","Communications and Technology","member","minority","11"
"B001251","G. K. Butterfield","NC","D","B001251","Communications and Technology","member","majority","11"
"G000584","Greg Gianforte","MT","R","G000584","Communications and Technology","member","minority","12"
"M001163","Doris Matsui","CA","D","M001163","Communications and Technology","Vice Chair","majority","12"
"W000791","Greg Walden","OR","R","W000791","Communications and Technology","Ex Officio","minority","13"
"W000800","Peter Welch","VT","D","W000800","Communications and Technology","member","majority","13"
"L000570","Ben Ray Luján","NM","D","L000570","Communications and Technology","member","majority","14"
"S001180","Kurt Schrader","OR","D","S001180","Communications and Technology","member","majority","15"
"C001097","Tony Cárdenas","CA","D","C001097","Communications and Technology","member","majority","16"
"D000624","Debbie Dingell","MI","D","D000624","Communications and Technology","member","majority","17"
"P000034","Frank Pallone","NJ","D","P000034","Communications and Technology","Ex Officio","majority","18"
"U000031","Fred Upton","MI","R","U000031","Energy","Ranking Member","minority","1"
"R000515","Bobby L. Rush","IL","D","R000515","Energy","Chair","majority","1"
"L000566","Robert E. Latta","OH","R","L000566","Energy","member","minority","2"
"P000608","Scott Peters","CA","D","P000608","Energy","member","majority","2"
"M001159","Cathy McMorris Rodgers","WA","R","M001159","Energy","member","minority","3"
"D000482","Mike Doyle","PA","D","D000482","Energy","member","majority","3"
"O000168","Pete Olson","TX","R","O000168","Energy","member","minority","4"
"S001168","John Sarbanes","MD","D","S001168","Energy","member","majority","4"
"M001180","David McKinley","WV","R","M001180","Energy","member","minority","5"
"M001166","Jerry McNerney","CA","D","M001166","Energy","Vice Chair","majority","5"
"K000378","Adam Kinzinger","IL","R","K000378","Energy","member","minority","6"
"T000469","Paul Tonko","NY","D","T000469","Energy","member","majority","6"
"G000568","Morgan Griffith","VA","R","G000568","Energy","member","minority","7"
"L000565","Dave Loebsack","IA","D","L000565","Energy","member","majority","7"
"J000292","Bill Johnson","OH","R","J000292","Energy","member","minority","8"
"B001251","G. K. Butterfield","NC","D","B001251","Energy","member","majority","8"
"B001275","Larry Bucshon","IN","R","B001275","Energy","member","minority","9"
"W000800","Peter Welch","VT","D","W000800","Energy","member","majority","9"
"F000461","Bill Flores","TX","R","F000461","Energy","member","minority","10"
"S001180","Kurt Schrader","OR","D","S001180","Energy","member","majority","10"
"H001067","Richard Hudson","NC","R","H001067","Energy","member","minority","11"
"K000379","Joseph P. Kennedy III","MA","D","K000379","Energy","member","majority","11"
"W000798","Tim Walberg","MI","R","W000798","Energy","member","minority","12"
"V000131","Marc Veasey","TX","D","V000131","Energy","member","majority","12"
"D000615","Jeffrey Duncan","SC","R","D000615","Energy","member","minority","13"
"K000382","Ann McLane Kuster","NH","D","K000382","Energy","member","majority","13"
"W000791","Greg Walden","OR","R","W000791","Energy","Ex Officio","minority","14"
"K000385","Robin Kelly","IL","D","K000385","Energy","member","majority","14"
"B001300","Nanette Barragán","CA","D","B001300","Energy","member","majority","15"
"M001200","A. Donald McEachin","VA","D","M001200","Energy","member","majority","16"
"O000171","Tom O'Halleran","AZ","D","O000171","Energy","member","majority","17"
"B001303","Lisa Blunt Rochester","DE","D","B001303","Energy","member","majority","18"
"P000034","Frank Pallone","NJ","D","P000034","Energy","Ex Officio","majority","19"
"B001248","Michael C. Burgess","TX","R","B001248","Health","Ranking Member","minority","1"
"E000215","Anna G. Eshoo","CA","D","E000215","Health","Chair","majority","1"
"U000031","Fred Upton","MI","R","U000031","Health","member","minority","2"
"E000179","Eliot L. Engel","NY","D","E000179","Health","member","majority","2"
"S000364","John Shimkus","IL","R","S000364","Health","member","minority","3"
"B001251","G. K. Butterfield","NC","D","B001251","Health","Vice Chair","majority","3"
"G000558","Brett Guthrie","KY","R","G000558","Health","member","minority","4"
"M001163","Doris Matsui","CA","D","M001163","Health","member","majority","4"
"G000568","Morgan Griffith","VA","R","G000568","Health","member","minority","5"
"C001066","Kathy Castor","FL","D","C001066","Health","member","majority","5"
"B001257","Gus Bilirakis","FL","R","B001257","Health","member","minority","6"
"S001168","John Sarbanes","MD","D","S001168","Health","member","majority","6"
"L000576","Billy Long","MO","R","L000576","Health","member","minority","7"
"L000570","Ben Ray Luján","NM","D","L000570","Health","member","majority","7"
"B001275","Larry Bucshon","IN","R","B001275","Health","member","minority","8"
"W000800","Peter Welch","VT","D","W000800","Health","member","majority","8"
"B001284","Susan Brooks","IN","R","B001284","Health","member","minority","9"
"K000379","Joseph P. Kennedy III","MA","D","K000379","Health","member","majority","9"
"M001190","Markwayne Mullin","OK","R","M001190","Health","member","minority","10"
"C001097","Tony Cárdenas","CA","D","C001097","Health","member","majority","10"
"H001067","Richard Hudson","NC","R","H001067","Health","member","minority","11"
"S001180","Kurt Schrader","OR","D","S001180","Health","member","majority","11"
"C001103","Buddy Carter","GA","R","C001103","Health","member","minority","12"
"R000599","Raul Ruiz","CA","D","R000599","Health","member","majority","12"
"G000584","Greg Gianforte","MT","R","G000584","Health","member","minority","13"
"D000624","Debbie Dingell","MI","D","D000624","Health","member","majority","13"
"W000791","Greg Walden","OR","R","W000791","Health","Ex Officio","minority","14"
"K000382","Ann McLane Kuster","NH","D","K000382","Health","member","majority","14"
"K000385","Robin Kelly","IL","D","K000385","Health","member","majority","15"
"B001300","Nanette Barragán","CA","D","B001300","Health","member","majority","16"
"B001303","Lisa Blunt Rochester","DE","D","B001303","Health","member","majority","17"
"R000515","Bobby L. Rush","IL","D","R000515","Health","member","majority","18"
"P000034","Frank Pallone","NJ","D","P000034","Health","Ex Officio","majority","19"
"G000558","Brett Guthrie","KY","R","G000558","Oversight and Investigations","Ranking Member","minority","1"
"D000197","Diana DeGette","CO","D","D000197","Oversight and Investigations","Chair","majority","1"
"B001248","Michael C. Burgess","TX","R","B001248","Oversight and Investigations","member","minority","2"
"S001145","Jan Schakowsky","IL","D","S001145","Oversight and Investigations","member","majority","2"
"M001180","David McKinley","WV","R","M001180","Oversight and Investigations","member","minority","3"
"K000379","Joseph P. Kennedy III","MA","D","K000379","Oversight and Investigations","Vice Chair","majority","3"
"G000568","Morgan Griffith","VA","R","G000568","Oversight and Investigations","member","minority","4"
"R000599","Raul Ruiz","CA","D","R000599","Oversight and Investigations","member","majority","4"
"B001284","Susan Brooks","IN","R","B001284","Oversight and Investigations","member","minority","5"
"K000382","Ann McLane Kuster","NH","D","K000382","Oversight and Investigations","member","majority","5"
"M001190","Markwayne Mullin","OK","R","M001190","Oversight and Investigations","member","minority","6"
"C001066","Kathy Castor","FL","D","C001066","Oversight and Investigations","member","majority","6"
"D000615","Jeffrey Duncan","SC","R","D000615","Oversight and Investigations","member","minority","7"
"S001168","John Sarbanes","MD","D","S001168","Oversight and Investigations","member","majority","7"
"W000791","Greg Walden","OR","R","W000791","Oversight and Investigations","Ex Officio","minority","8"
"T000469","Paul Tonko","NY","D","T000469","Oversight and Investigations","member","majority","8"
"C001067","Yvette D. Clarke","NY","D","C001067","Oversight and Investigations","member","majority","9"
"P000608","Scott Peters","CA","D","P000608","Oversight and Investigations","member","majority","10"
"P000034","Frank Pallone","NJ","D","P000034","Oversight and Investigations","Ex Officio","majority","11"
"S000364","John Shimkus","IL","R","S000364","Environment and Climate Change","Ranking Member","minority","1"
"T000469","Paul Tonko","NY","D","T000469","Environment and Climate Change","Chair","majority","1"
"M001159","Cathy McMorris Rodgers","WA","R","M001159","Environment and Climate Change","member","minority","2"
"C001067","Yvette D. Clarke","NY","D","C001067","Environment and Climate Change","member","majority","2"
"M001180","David McKinley","WV","R","M001180","Environment and Climate Change","member","minority","3"
"P000608","Scott Peters","CA","D","P000608","Environment and Climate Change","member","majority","3"
"J000292","Bill Johnson","OH","R","J000292","Environment and Climate Change","member","minority","4"
"B001300","Nanette Barragán","CA","D","B001300","Environment and Climate Change","member","majority","4"
"L000576","Billy Long","MO","R","L000576","Environment and Climate Change","member","minority","5"
"M001200","A. Donald McEachin","VA","D","M001200","Environment and Climate Change","member","majority","5"
"F000461","Bill Flores","TX","R","F000461","Environment and Climate Change","member","minority","6"
"B001303","Lisa Blunt Rochester","DE","D","B001303","Environment and Climate Change","member","majority","6"
"M001190","Markwayne Mullin","OK","R","M001190","Environment and Climate Change","member","minority","7"
"S001200","Darren Soto","FL","D","S001200","Environment and Climate Change","member","majority","7"
"C001103","Buddy Carter","GA","R","C001103","Environment and Climate Change","member","minority","8"
"D000197","Diana DeGette","CO","D","D000197","Environment and Climate Change","member","majority","8"
"D000615","Jeffrey Duncan","SC","R","D000615","Environment and Climate Change","member","minority","9"
"S001145","Jan Schakowsky","IL","D","S001145","Environment and Climate Change","member","majority","9"
"W000791","Greg Walden","OR","R","W000791","Environment and Climate Change","Ex Officio","minority","10"
"M001163","Doris Matsui","CA","D","M001163","Environment and Climate Change","member","majority","10"
"M001166","Jerry McNerney","CA","D","M001166","Environment and Climate Change","member","majority","11"
"R000599","Raul Ruiz","CA","D","R000599","Environment and Climate Change","Vice Chair","majority","12"
"D000624","Debbie Dingell","MI","D","D000624","Environment and Climate Change","member","majority","13"
"P000034","Frank Pallone","NJ","D","P000034","Environment and Climate Change","Ex Officio","majority","14"
"H001058","Bill Huizenga","MI","R","H001058","Investor Protection, Entrepreneurship, and Capital Markets","Ranking Member","minority","1"
"M000087","Carolyn B. Maloney","NY","D","M000087","Investor Protection, Entrepreneurship, and Capital Markets","Chair","majority","1"
"S000344","Brad Sherman","CA","D","S000344","Investor Protection, Entrepreneurship, and Capital Markets","member","majority","2"
"S001157","David Scott","GA","D","S001157","Investor Protection, Entrepreneurship, and Capital Markets","member","majority","3"
"H001047","Jim Himes","CT","D","H001047","Investor Protection, Entrepreneurship, and Capital Markets","member","majority","4"
"S001187","Steve Stivers","OH","R","S001187","Investor Protection, Entrepreneurship, and Capital Markets","member","minority","4"
"F000454","Bill Foster","IL","D","F000454","Investor Protection, Entrepreneurship, and Capital Markets","member","majority","5"
"W000812","Ann Wagner","MO","R","W000812","Investor Protection, Entrepreneurship, and Capital Markets","member","minority","5"
"M001137","Gregory W. Meeks","NY","D","M001137","Investor Protection, Entrepreneurship, and Capital Markets","member","majority","6"
"H001072","French Hill","AR","R","H001072","Investor Protection, Entrepreneurship, and Capital Markets","member","minority","6"
"V000130","Juan Vargas","CA","D","V000130","Investor Protection, Entrepreneurship, and Capital Markets","member","majority","7"
"E000294","Tom Emmer","MN","R","E000294","Investor Protection, Entrepreneurship, and Capital Markets","member","minority","7"
"G000583","Josh Gottheimer","NJ","D","G000583","Investor Protection, Entrepreneurship, and Capital Markets","member","majority","8"
"M001195","Alex Mooney","WV","R","M001195","Investor Protection, Entrepreneurship, and Capital Markets","member","minority","8"
"G000581","Vicente Gonzalez","TX","D","G000581","Investor Protection, Entrepreneurship, and Capital Markets","member","majority","9"
"D000626","Warren Davidson","OH","R","D000626","Investor Protection, Entrepreneurship, and Capital Markets","member","minority","9"
"S001204","Michael San Nicolas","GU","D","S001204","Investor Protection, Entrepreneurship, and Capital Markets","member","majority","10"
"H001074","Trey Hollingsworth","IN","R","H001074","Investor Protection, Entrepreneurship, and Capital Markets","member","minority","10"
"P000618","Katie Porter","CA","D","P000618","Investor Protection, Entrepreneurship, and Capital Markets","member","majority","11"
"A000378","Cynthia Axne","IA","D","A000378","Investor Protection, Entrepreneurship, and Capital Markets","member","majority","12"
"C001117","Sean Casten","IL","D","C001117","Investor Protection, Entrepreneurship, and Capital Markets","member","majority","13"
"O000172","Alexandria Ocasio-Cortez","NY","D","O000172","Investor Protection, Entrepreneurship, and Capital Markets","member","majority","14"
"L000569","Blaine Luetkemeyer","MO","R","L000569","Consumer Protection and Financial Institutions","Ranking Member","minority","1"
"M001137","Gregory W. Meeks","NY","D","M001137","Consumer Protection and Financial Institutions","Chair","majority","1"
"S001157","David Scott","GA","D","S001157","Consumer Protection and Financial Institutions","member","majority","2"
"L000491","Frank D. Lucas","OK","R","L000491","Consumer Protection and Financial Institutions","member","minority","2"
"V000081","Nydia M. Velázquez","NY","D","V000081","Consumer Protection and Financial Institutions","member","majority","3"
"P000599","Bill Posey","FL","R","P000599","Consumer Protection and Financial Institutions","member","minority","3"
"C001049","William Lacy Clay","MO","D","C001049","Consumer Protection and Financial Institutions","member","majority","4"
"B001282","Andy Barr","KY","R","B001282","Consumer Protection and Financial Institutions","member","minority","4"
"H001064","Denny Heck","WA","D","H001064","Consumer Protection and Financial Institutions","member","majority","5"
"T000470","Scott Tipton","CO","R","T000470","Consumer Protection and Financial Institutions","member","minority","5"
"F000454","Bill Foster","IL","D","F000454","Consumer Protection and Financial Institutions","member","majority","6"
"W000816","Roger Williams","TX","R","W000816","Consumer Protection and Financial Institutions","member","minority","6"
"L000586","Al Lawson","FL","D","L000586","Consumer Protection and Financial Institutions","member","majority","7"
"L000583","Barry Loudermilk","GA","R","L000583","Consumer Protection and Financial Institutions","member","minority","7"
"T000481","Rashida Tlaib","MI","D","T000481","Consumer Protection and Financial Institutions","member","majority","8"
"B001305","Ted Budd","NC","R","B001305","Consumer Protection and Financial Institutions","member","minority","8"
"P000618","Katie Porter","CA","D","P000618","Consumer Protection and Financial Institutions","member","majority","9"
"K000392","David Kustoff","TN","R","K000392","Consumer Protection and Financial Institutions","member","minority","9"
