symbol,percentage,number_of_dates
GVR,22.69,62
CMX,22.72,62
NAS,22.74,15
MAS,22.83,58
LIX,22.85,62
MML,22.85,62
DXG,22.92,62
BMP,22.98,62
PSB,23.0,52
RGC,23.0,19
MWG,23.07,62
ORS,23.08,59
VPG,23.09,62
SAB,23.13,62
CIA,23.17,62
EMC,23.21,19
RTB,23.23,20
VLC,23.29,61
HDM,23.53,40
DAC,23.62,9
LTG,23.62,62
SCL,23.64,24
DZM,23.65,51
SJF,23.65,62
IJC,23.73,62
VNH,23.75,58
YBC,23.76,9
DL1,23.77,34
DFC,23.81,15
OGC,23.85,62
HPG,23.9,62
PLP,23.92,62
CID,23.97,21
ITA,24.14,62
VTD,24.15,62
MPC,24.19,62
SNZ,24.19,61
LMH,24.31,54
IDI,24.35,62
SPC,24.35,13
SZC,24.36,62
PLC,24.54,62
VCX,24.59,41
BCC,24.71,62
TDH,24.8,62
DTL,24.81,41
TCL,24.81,62
HAG,24.83,62
ANV,24.87,62
AMV,24.89,62
ACE,24.9,16
TJC,24.93,36
QNC,25.0,44
VST,25.0,11
TKU,25.03,37
TCM,25.07,62
XMC,25.09,47
VCI,25.12,62
AGX,25.13,16
SVC,25.16,58
BCM,25.19,62
HRB,25.2,12
CNT,25.24,11
MBG,25.28,62
CTD,25.29,62
CCA,25.37,39
PCN,25.38,29
SAP,25.39,17
NLS,25.44,10
TTP,25.46,29
HVN,25.55,62
DCM,25.61,62
SAF,25.68,32
POS,25.69,49
SSN,25.69,62
BMI,25.75,62
TPS,25.76,8
LHG,25.77,62
SHS,25.95,62
SCC,25.96,11
SJM,26.0,22
PVD,26.07,62
TAW,26.12,14
VEF,26.15,62
PSL,26.24,55
PCC,26.53,22
CTA,26.67,5
NTB,26.67,12
MSH,26.7,62
NKG,27.12,62
HSL,27.29,62
HDG,27.35,62
VHC,27.38,62
HCD,27.49,62
ASM,27.51,62
CTR,27.51,62
G36,27.52,62
SDA,27.58,45
HVA,27.65,12
DRG,27.7,21
MDC,27.85,30
TOP,28.0,16
TTB,28.11,62
FMC,28.16,62
HCM,28.18,62
KDC,28.25,62
GVT,28.27,48
DGC,28.37,62
DAS,28.4,26
HOT,28.48,42
C12,28.5,21
AFX,28.79,62
LCG,28.96,62
PCE,28.96,16
POB,28.97,25
QCC,29.07,24
MEC,29.09,50
KSB,29.1,62
PC1,29.11,62
TSJ,29.11,18
SCI,29.7,62
VIN,29.72,39
PXS,29.73,62
VDT,29.77,11
MPT,30.0,62
NDF,30.0,12
PVA,30.0,12
SJC,30.0,12
VIG,30.0,62
VAF,30.19,32
HFC,30.22,25
DST,30.6,62
TNG,32.09,62
PTE,32.29,10
AG1,32.84,15
VXT,32.95,16
CCL,32.99,61
SRA,33.06,62
BHP,33.15,37
SD8,33.33,4
DBC,33.38,62
HSG,33.91,62
PTC,34.42,58
WTC,34.44,35
SVT,34.52,41
C4G,35.2,62
PVB,35.2,62
FRT,35.54,62
HAN,35.67,11
S96,36.0,12
DRH,36.35,62
THP,36.36,33
KHL,36.67,10
SGO,36.67,12
TNW,36.84,12
DHM,37.25,61
ATA,40.0,12
PSG,40.0,12
TNI,42.9,62
G20,43.33,11
V11,43.33,8
MTA,44.57,50
TVC,47.06,62
MLS,53.52,60
