"id","title","firstName","lastName","name","stateAbbreviation","partyShort","leadershipRole"
"T000260","Representative","Todd","Tiahrt","Todd Tiahrt","KS","R",""
"T000266","Representative","John","Tierney","John Tierney","MA","D",""
"T000326","Representative","Edolphus","Towns","Edolphus Towns","NY","D",""
"T000459","Representative","Lee","Terry","Lee Terry","NE","R",""
"T000460","Representative","Mike","Thompson","Mike Thompson","CA","D",""
"T000462","Representative","Pat","Tiberi","Pat Tiberi","OH","R",""
"T000463","Representative","Michael","Turner","Michael Turner","OH","R",""
"T000465","Representative","Niki","Tsongas","Niki Tsongas","MA","D",""
"T000466","Representative","Harry","Teague","Harry Teague","NM","D",""
"T000467","Representative","Glenn","Thompson","Glenn Thompson","PA","R",""
"T000468","Representative","Dina","Titus","Dina Titus","NV","D",""
"T000469","Representative","Paul","Tonko","Paul Tonko","NY","D",""
"U000031","Representative","Fred","Upton","Fred Upton","MI","R",""
"V000081","Representative","Nydia","Velázquez","Nydia Velázquez","NY","D",""
"V000108","Representative","Peter","Visclosky","Peter Visclosky","IN","D",""
"V000128","Representative","Chris","Van Hollen","Chris Van Hollen","MD","D",""
"W000119","Representative","Zach","Wamp","Zach Wamp","TN","R",""
"W000187","Representative","Maxine","Waters","Maxine Waters","CA","D",""
"W000207","Representative","Melvin","Watt","Melvin Watt","NC","D",""
"W000215","Representative","Henry","Waxman","Henry Waxman","CA","D",""
"W000314","Representative","Robert","Wexler","Robert Wexler","FL","D",""
"W000413","Representative","Edward","Whitfield","Edward Whitfield","KY","R",""
"W000672","Representative","Frank","Wolf","Frank Wolf","VA","R",""
"W000738","Representative","Lynn","Woolsey","Lynn Woolsey","CA","D",""
"W000791","Representative","Greg","Walden","Greg Walden","OR","R",""
"W000792","Representative","Anthony","Weiner","Anthony Weiner","NY","D",""
"W000793","Representative","David","Wu","David Wu","OR","D",""
"W000794","Representative","Diane","Watson","Diane Watson","CA","D",""
"W000795","Representative","Joe","Wilson","Joe Wilson","SC","R",""
"W000796","Representative","Lynn","Westmoreland","Lynn Westmoreland","GA","R",""
"W000797","Representative","Debbie","Wasserman Schultz","Debbie Wasserman Schultz","FL","D",""
"W000799","Representative","Tim","Walz","Tim Walz","MN","D",""
"W000800","Representative","Peter","Welch","Peter Welch","VT","D",""
"W000801","Representative","Charlie","Wilson","Charlie Wilson","OH","D",""
"W000804","Representative","Robert","Wittman","Robert Wittman","VA","R",""
"Y000031","Representative","C. W. Bill","Young","C. W. Bill Young","FL","R",""
"Y000033","Representative","Don","Young","Don Young","AK","R",""
"Y000062","Representative","John","Yarmuth","John Yarmuth","KY","D",""
