"id","name","partyShort","stateAbbreviation","committeeId","committeeName","committeePosition","committeeSide","committeeRank"
"C001056","John Cornyn","R","TX","C001056","Committee on the Judiciary","member","majority",
"S001141","Jeff Sessions","R","AL","S001141","Committee on the Judiciary","member","majority",
"C001098","Ted Cruz","R","TX","C001098","Committee on the Judiciary","member","majority",
"D000563","Richard J. Durbin","D","IL","D000563","Committee on the Judiciary","member","minority",
"T000476","Thom Tillis","R","NC","T000476","Committee on the Judiciary","member","majority",
"F000062","Dianne Feinstein","D","CA","F000062","Committee on the Judiciary","member","minority",
"F000444","Jeff Flake","R","AZ","F000444","Committee on the Judiciary","member","majority",
"V000127","David Vitter","R","LA","V000127","Committee on the Judiciary","member","majority",
"F000457","Al Franken","D","MN","F000457","Committee on the Judiciary","member","minority",
"G000359","Lindsey Graham","R","SC","G000359","Committee on the Judiciary","member","majority",
"W000802","Sheldon Whitehouse","D","RI","W000802","Committee on the Judiciary","member","minority",
"H000338","Orrin G. Hatch","R","UT","H000338","Committee on the Judiciary","member","majority",
"K000367","Amy Klobuchar","D","MN","K000367","Committee on the Judiciary","member","minority",
"L000577","Mike Lee","R","UT","L000577","Committee on the Judiciary","member","majority",
"B001277","Richard Blumenthal","D","CT","B001277","Committee on the Judiciary","member","minority",
"P000612","David Perdue","R","GA","P000612","Committee on the Judiciary","member","majority",
"G000386","Charles E. Grassley","R","IA","G000386","Committee on the Judiciary","member","majority",1
"L000174","Patrick J. Leahy","D","VT","L000174","Committee on the Judiciary","member","minority",1
"S001198","Dan Sullivan","R","AK","S001198","Committee on Veterans&#39; Affairs","member","majority",
"T000464","Jon Tester","D","MT","T000464","Committee on Veterans&#39; Affairs","member","minority",
"T000476","Thom Tillis","R","NC","T000476","Committee on Veterans&#39; Affairs","member","majority",
"H001041","Dean Heller","R","NV","H001041","Committee on Veterans&#39; Affairs","member","majority",
"H001042","Mazie K. Hirono","D","HI","H001042","Committee on Veterans&#39; Affairs","member","minority",
"M001183","Joe Manchin III","D","WV","M001183","Committee on Veterans&#39; Affairs","member","minority",
"M000934","Jerry Moran","R","KS","M000934","Committee on Veterans&#39; Affairs","member","majority",
"M001111","Patty Murray","D","WA","M001111","Committee on Veterans&#39; Affairs","member","minority",
"B001236","John Boozman","R","AR","B001236","Committee on Veterans&#39; Affairs","member","majority",
"B000944","Sherrod Brown","D","OH","B000944","Committee on Veterans&#39; Affairs","member","minority",
"R000605","Mike Rounds","R","SD","R000605","Committee on Veterans&#39; Affairs","member","majority",
"C001075","Bill Cassidy","R","LA","C001075","Committee on Veterans&#39; Affairs","member","majority",
"S000033","Bernard Sanders","ID","VT","S000033","Committee on Veterans&#39; Affairs","member","minority",
"I000055","Johnny Isakson","R","GA","I000055","Committee on Veterans&#39; Affairs","member","majority",1
"B001277","Richard Blumenthal","D","CT","B001277","Committee on Veterans&#39; Affairs","member","minority",1
"S001194","Brian Schatz","D","HI","S001194","Select Committee on Ethics","member","minority",
"C001088","Christopher A. Coons","D","DE","C001088","Select Committee on Ethics","member","minority",
"B000711","Barbara Boxer","D","CA","B000711","Select Committee on Ethics","member","minority",
"R000584","Jim Risch","R","ID","R000584","Select Committee on Ethics","member","majority",
"R000307","Pat Roberts","R","KS","R000307","Select Committee on Ethics","member","majority",
"I000055","Johnny Isakson","R","GA","I000055","Select Committee on Ethics","member","majority",1
"C001035","Susan Collins","R","ME","C001035","Select Committee on Intelligence","member","majority",
"C001095","Tom Cotton","R","AR","C001095","Select Committee on Intelligence","member","majority",
"F000062","Dianne Feinstein","D","CA","F000062","Select Committee on Intelligence","member","minority",
"W000805","Mark Warner","D","VA","W000805","Select Committee on Intelligence","member","minority",
"H001046","Martin Heinrich","D","NM","H001046","Select Committee on Intelligence","member","minority",
"W000779","Ron Wyden","D","OR","W000779","Select Committee on Intelligence","member","minority",
"H001042","Mazie K. Hirono","D","HI","H001042","Select Committee on Intelligence","member","minority",
"K000383","Angus King","ID","ME","K000383","Select Committee on Intelligence","member","minority",
"L000575","James Lankford","R","OK","L000575","Select Committee on Intelligence","member","majority",
"M000303","John McCain","R","AZ","M000303","Select Committee on Intelligence","member","majority",
"M000355","Mitch McConnell","R","KY","M000355","Select Committee on Intelligence","member","majority",
"M000702","Barbara A. Mikulski","D","MD","M000702","Select Committee on Intelligence","member","minority",
"B000575","Roy Blunt","R","MO","B000575","Select Committee on Intelligence","member","majority",
"R000122","Jack Reed","D","RI","R000122","Select Committee on Intelligence","member","minority",
"R000146","Harry Reid","D","NV","R000146","Select Committee on Intelligence","member","minority",
"R000584","Jim Risch","R","ID","R000584","Select Committee on Intelligence","member","majority",
"R000595","Marco Rubio","R","FL","R000595","Select Committee on Intelligence","member","majority",
"C000542","Daniel Coats","R","IN","C000542","Select Committee on Intelligence","member","majority",
"B001135","Richard M. Burr","R","NC","B001135","Select Committee on Intelligence","member","majority",1
"S001197","Ben Sasse","R","NE","S001197","Special Committee on Aging","member","majority",
"C001071","Bob Corker","R","TN","C001071","Special Committee on Aging","member","majority",
"S001184","Tim Scott","R","SC","S001184","Special Committee on Aging","member","majority",
"C001095","Tom Cotton","R","AR","C001095","Special Committee on Aging","member","majority",
"D000607","Joe Donnelly","D","IN","D000607","Special Committee on Aging","member","minority",
"T000476","Thom Tillis","R","NC","T000476","Special Committee on Aging","member","majority",
"F000444","Jeff Flake","R","AZ","F000444","Special Committee on Aging","member","majority",
"G000555","Kirsten E. Gillibrand","D","NY","G000555","Special Committee on Aging","member","minority",
"W000817","Elizabeth Warren","D","MA","W000817","Special Committee on Aging","member","minority",
"W000802","Sheldon Whitehouse","D","RI","W000802","Special Committee on Aging","member","minority",
"H000338","Orrin G. Hatch","R","UT","H000338","Special Committee on Aging","member","majority",
"H001041","Dean Heller","R","NV","H001041","Special Committee on Aging","member","majority",
"K000384","Tim Kaine","D","VA","K000384","Special Committee on Aging","member","minority",
"K000360","Mark Steven Kirk","R","IL","K000360","Special Committee on Aging","member","majority",
"B001277","Richard Blumenthal","D","CT","B001277","Special Committee on Aging","member","minority",
"N000032","Bill Nelson","D","FL","N000032","Special Committee on Aging","member","minority",
"P000612","David Perdue","R","GA","P000612","Special Committee on Aging","member","majority",
"C001070","Bob Casey","D","PA","C001070","Special Committee on Aging","member","minority",
"C001035","Susan Collins","R","ME","C001035","Special Committee on Aging","member","majority",1
"M001170","Claire McCaskill","D","MO","M001170","Special Committee on Aging","member","minority",1
