"symbol","action","fullName","firstName","lastName","amount","asset","disclosureYear","disclosureDate","transactionDate","url"
"DIN","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Dine Brands Global, Inc.","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"DIN","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Dine Brands Global, Inc.","2020","2020-04-27","2019-04-03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"DLR","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Digital Realty Trust, Inc.","2020","2020-04-27","2019-08-28","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"DLR","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Digital Realty Trust, Inc.","2020","2020-04-27","2019-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"DBD","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Diebold Nixdorf Incorporated","2020","2020-04-27","2019-04-30","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"DBD","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Diebold Nixdorf Incorporated","2020","2020-04-27","2019-03-06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"DEO","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Diageo plc","2020","2020-04-27","2019-02-15","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"DEO","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Diageo plc","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"DNTUY","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Dentsu Inc Tokyo Unsponsored ADR","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"DNTUY","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Dentsu Inc Tokyo Unsponsored ADR","2020","2020-04-27","2019-01-16","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"DNTUY","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Dentsu Inc Tokyo Unsponsored ADR","2020","2020-04-27","2019-01-15","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"DNTUY","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Dentsu Inc Tokyo Unsponsored ADR","2020","2020-04-27","2019-01-17","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"DECK","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Deckers Outdoor Corporation","2020","2020-04-27","2019-01-09","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"DECK","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Deckers Outdoor Corporation","2020","2020-04-27","2019-01-23","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"DECK","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Deckers Outdoor Corporation","2020","2020-04-27","2019-04-03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"DECK","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Deckers Outdoor Corporation","2020","2020-04-27","2019-04-16","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"DBSDY","sale_full","Hon. Donna Shalala","Donna","Shalala","$15,001 - $50,000","Dbs Group Holdings Ltd ord American Depositary Shares","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"DBSDY","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Dbs Group Holdings Ltd ord American Depositary Shares","2020","2020-04-27","2019-02-15","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"DASTY","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Dassault Systemes, S.A. American Depositary Shares","2020","2020-04-27","2019-03-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"DASTY","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Dassault Systemes, S.A. American Depositary Shares","2020","2020-04-27","2019-03-19","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"DASTY","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Dassault Systemes, S.A. American Depositary Shares","2020","2020-04-27","2019-03-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"DASTY","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Dassault Systemes, S.A. American Depositary Shares","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CREE","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Cree, Inc.","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"COUP","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Coupa Software Incorporated","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"COR","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","CoreSite Realty Corporation","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CTB","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Cooper Tire & Rubber Company","2020","2020-04-27","2019-03-06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"COP","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","ConocoPhillips","2020","2020-04-27","2019-05-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"COP","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","ConocoPhillips","2020","2020-04-27","2019-02-05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"COP","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","ConocoPhillips","2020","2020-04-27","2019-08-28","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CVLT","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","CommVault Systems, Inc.","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CMCSA","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Comcast Corporation - Class A","2020","2020-04-27","2019-08-28","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CMCSA","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Comcast Corporation - Class A","2020","2020-04-27","2019-02-05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CMCSA","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Comcast Corporation - Class A","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CXP","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Columbia Property Trust, Inc.","2020","2020-04-27","2019-06-04","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CXP","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Columbia Property Trust, Inc.","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CL","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Colgate-Palmolive Company","2020","2020-04-27","2019-02-05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CL","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Colgate-Palmolive Company","2020","2020-04-27","2019-05-23","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CCOI","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Cogent Communications Holdings, Inc.","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CDE","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Coeur Mining, Inc.","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"KO","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Coca-Cola Company","2020","2020-04-27","2019-08-28","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"KO","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Coca-Cola Company","2020","2020-04-27","2019-05-30","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"KO","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Coca-Cola Company","2020","2020-04-27","2019-05-23","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CWEN","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Clearway Energy, Inc. Class C","2020","2020-04-27","2019-04-16","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CWEN","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Clearway Energy, Inc. Class C","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CTXS","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Citrix Systems, Inc.","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CSCO","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Cisco Systems, Inc.","2020","2020-04-27","2019-05-30","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CSCO","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Cisco Systems, Inc.","2020","2020-04-27","2019-02-05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CSCO","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Cisco Systems, Inc.","2020","2020-04-27","2019-08-28","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CRUS","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Cirrus Logic, Inc.","2020","2020-04-27","2019-05-15","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CRUS","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Cirrus Logic, Inc.","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CMPR","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Cimpress PLC - Ordinary Shares","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CHGCY","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Chugai Pharmaceutical Ltd Unsponsored ADR","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CHGCY","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Chugai Pharmaceutical Ltd Unsponsored ADR","2020","2020-04-27","2019-02-19","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CHGCY","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Chugai Pharmaceutical Ltd Unsponsored ADR","2020","2020-04-27","2019-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CHGCY","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Chugai Pharmaceutical Ltd Unsponsored ADR","2020","2020-04-27","2019-02-21","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CB","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Chubb Limited","2020","2020-04-27","2019-08-28","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CB","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Chubb Limited","2020","2020-04-27","2019-02-05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CHH","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Choice Hotels International, Inc.","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CHL","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","China Mobile Limited","2020","2020-04-27","2019-03-18","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CHL","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","China Mobile Limited","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"PLCE","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Children's Place, Inc.","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"PLCE","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Children's Place, Inc.","2020","2020-04-27","2019-04-16","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CVX","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Chevron Corporation","2020","2020-04-27","2019-02-05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CVX","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Chevron Corporation","2020","2020-04-27","2019-08-28","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CHE","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Chemed Corp","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CHKP","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Check Point Software Technologies Ltd. - Ordinary Shares","2020","2020-04-27","2019-02-15","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CHKP","sale_full","Hon. Donna Shalala","Donna","Shalala","$15,001 - $50,000","Check Point Software Technologies Ltd. - Ordinary Shares","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CRL","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Charles River Laboratories International, Inc.","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CF","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","CF Industries Holdings, Inc.","2020","2020-04-27","2019-04-30","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CF","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","CF Industries Holdings, Inc.","2020","2020-04-27","2019-04-16","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CCS","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Century Communities, Inc.","2020","2020-04-27","2019-04-03","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CCS","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Century Communities, Inc.","2020","2020-04-27","2019-02-06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CDEV","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Centennial Resource Development, Inc. - Class A","2020","2020-04-27","2019-01-09","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CATY","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Cathay General Bancorp","2020","2020-04-27","2019-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CATY","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Cathay General Bancorp","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CMD","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Cantel Medical Corp.","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CNI","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Canadian National Railway Company","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CNI","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Canadian National Railway Company","2020","2020-04-27","2019-02-15","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CVGW","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Calavo Growers, Inc.","2020","2020-04-27","2019-01-09","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CDNS","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Cadence Design Systems, Inc.","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"CDNS","sale_partial","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Cadence Design Systems, Inc.","2020","2020-04-27","2019-03-19","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"BURL","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Burlington Stores, Inc.","2020","2020-04-27","2019-04-16","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"BURL","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Burlington Stores, Inc.","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"BRKR","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Bruker Corporation","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AVGO","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Broadcom Inc.","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AVGO","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Broadcom Inc.","2020","2020-04-27","2019-06-04","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AVGO","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Broadcom Inc.","2020","2020-04-27","2019-05-22","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"BDN","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Brandywine Realty Trust","2020","2020-04-27","2019-06-04","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"BDN","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Brandywine Realty Trust","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"BLK","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","BlackRock, Inc.","2020","2020-04-27","2019-08-28","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"BIIB","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Biogen Inc.","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"BIG","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Big Lots, Inc.","2020","2020-04-27","2019-04-16","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"BERY","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Berry Global Group, Inc.","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"BERY","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Berry Global Group, Inc.","2020","2020-04-27","2019-04-30","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"BAMXY","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Bayerische Motoren Werke AG Unsponsored ADR","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"BAYRY","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Bayer Aktiengesellschaft American Depositary Shares","2020","2020-04-27","2019-04-11","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"BAYRY","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Bayer Aktiengesellschaft American Depositary Shares","2020","2020-04-27","2019-02-15","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"BKU","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","BankUnited, Inc.","2020","2020-04-27","2019-03-06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"BKU","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","BankUnited, Inc.","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"BKU","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","BankUnited, Inc.","2020","2020-04-27","2019-04-16","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"BXS","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","BancorpSouth Bank","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"BXS","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","BancorpSouth Bank","2020","2020-04-27","2019-02-20","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"BBVA","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Banco Bilbao Vizcaya Argentaria S.A.","2020","2020-04-27","2019-04-05","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"BBVA","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Banco Bilbao Vizcaya Argentaria S.A.","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"BCPC","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Balchem Corporation","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"BIDU","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Baidu, Inc. - American Depositary Shares, each Representing one Tenth Class A Ordinary Share","2020","2020-04-27","2019-02-15","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"BIDU","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Baidu, Inc. - American Depositary Shares, each Representing one Tenth Class A Ordinary Share","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AXGN","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Axogen, Inc.","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AXGN","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Axogen, Inc.","2020","2020-04-27","2019-04-16","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AVY","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Avery Dennison Corporation","2020","2020-04-27","2019-03-19","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AVY","purchase","Hon. Donna Shalala","Donna","Shalala","$15,001 - $50,000","Avery Dennison Corporation","2020","2020-04-27","2019-03-06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AVY","purchase","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Avery Dennison Corporation","2020","2020-04-27","2019-02-06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AVY","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Avery Dennison Corporation","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"ADSK","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Autodesk, Inc.","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"ATLKY","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Atlas Copco AB Sponsored ADR Repstg Class A","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"T","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","AT&T Inc.","2020","2020-04-27","2019-08-28","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AGO","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Assured Guaranty Ltd.","2020","2020-04-27","2019-03-06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AIZ","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Assurant, Inc.","2020","2020-04-27","2019-03-06","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"APNHY","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Aspen Pharmacare Holdings plc Unsponsored ADR","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
"AWI","sale_full","Hon. Donna Shalala","Donna","Shalala","$1,001 - $15,000","Armstrong World Industries Inc","2020","2020-04-27","2019-06-24","https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016481.pdf"
