"symbol","action","fullName","firstName","lastName","amount","asset","assetType","disclosureYear","disclosureDate","transactionDate","url"
"--","purchase","James M Inhofe","James","Inhofe","$50,001 - $100,000","SWN","Stock","2015","2015-11-16","2015-10-28","https://efdsearch.senate.gov/search/view/ptr/a5a7ab53-6d77-4919-8e58-0f22223bac48/"
"--","sale_full","James M Inhofe","James","Inhofe","Over $50,000,000","WFM","Stock","2015","2015-10-26","2015-10-05","https://efdsearch.senate.gov/search/view/ptr/b8620849-e0af-4f18-8f25-4ec696180b92/"
"--","purchase","James M Inhofe","James","Inhofe","$1,001 - $15,000","BIIB","Stock","2015","2015-10-26","2015-10-23","https://efdsearch.senate.gov/search/view/ptr/b8620849-e0af-4f18-8f25-4ec696180b92/"
"MRK","purchase","James M Inhofe","James","Inhofe","$15,001 - $50,000","Merck &amp; Co. Inc. (NYSE)","Stock","2015","2015-09-10","2015-08-12","https://efdsearch.senate.gov/search/view/ptr/71be1c05-1e18-44c4-8911-115e22f5a620/"
"ARW","purchase","James M Inhofe","James","Inhofe","$50,001 - $100,000","Arrow Electronics, Inc. (NYSE)","Stock","2015","2015-09-10","2015-08-12","https://efdsearch.senate.gov/search/view/ptr/71be1c05-1e18-44c4-8911-115e22f5a620/"
"EMR","sale_full","James M Inhofe","James","Inhofe","$50,001 - $100,000","Emerson Electric Co. (NYSE)","Stock","2015","2015-09-10","2015-08-24","https://efdsearch.senate.gov/search/view/ptr/71be1c05-1e18-44c4-8911-115e22f5a620/"
"A","purchase","James M Inhofe","James","Inhofe","$15,001 - $50,000","Agilent Technologies Inc. (NYSE)","Stock","2015","2015-09-10","2015-08-24","https://efdsearch.senate.gov/search/view/ptr/71be1c05-1e18-44c4-8911-115e22f5a620/"
"AAPL","purchase","James M Inhofe","James","Inhofe","$15,001 - $50,000","Apple Inc. (NASDAQ)","Stock","2015","2015-09-10","2015-08-24","https://efdsearch.senate.gov/search/view/ptr/71be1c05-1e18-44c4-8911-115e22f5a620/"
"CLR","sale_partial","James M Inhofe","James","Inhofe","$15,001 - $50,000","Continental Resources, Inc. (NYSE)","Stock","2015","2015-09-10","2015-08-24","https://efdsearch.senate.gov/search/view/ptr/71be1c05-1e18-44c4-8911-115e22f5a620/"
"CHK","purchase","James M Inhofe","James","Inhofe","$15,001 - $50,000","Chesapeake Energy Corporation (NYSE)","Stock","2015","2015-09-10","2015-08-24","https://efdsearch.senate.gov/search/view/ptr/71be1c05-1e18-44c4-8911-115e22f5a620/"
"RSPP","purchase","James M Inhofe","James","Inhofe","$15,001 - $50,000","RSP Permian, Inc. (NYSE)","Stock","2015","2015-09-10","2015-08-24","https://efdsearch.senate.gov/search/view/ptr/71be1c05-1e18-44c4-8911-115e22f5a620/"
"COF","sale_full","James M Inhofe","James","Inhofe","$100,001 - $250,000","Capital One Financial Corporation (NYSE)","Stock","2015","2015-09-10","2015-08-27","https://efdsearch.senate.gov/search/view/ptr/71be1c05-1e18-44c4-8911-115e22f5a620/"
"DISCK","sale_partial","James M Inhofe","James","Inhofe","$50,001 - $100,000","Discovery Communications, Inc. (NASDAQ)","Stock","2015","2015-09-04","2015-08-07","https://efdsearch.senate.gov/search/view/ptr/97ec46e2-c917-4c6a-91cd-bc0c791b642f/"
"QCOM","sale_partial","James M Inhofe","James","Inhofe","$50,001 - $100,000","QUALCOMM Incorporated (NASDAQ)","Stock","2015","2015-09-02","2015-08-04","https://efdsearch.senate.gov/search/view/ptr/245dac61-1d02-4b5d-8f12-fe30720ca1d5/"
"CLR","purchase","James M Inhofe","James","Inhofe","$15,001 - $50,000","Continental Resources, Inc. (NYSE)","Stock","2015","2015-08-04","2015-07-20","https://efdsearch.senate.gov/search/view/ptr/551ec946-30a8-4b3e-b240-702095e95985/"
"FANG","purchase","James M Inhofe","James","Inhofe","$50,001 - $100,000","Diamondback Energy, Inc. (NASDAQ)","Stock","2015","2015-07-29","2015-07-15","https://efdsearch.senate.gov/search/view/ptr/f0a5ee4b-1196-401f-87ee-92739d2f342a/"
"NGIPX","purchase","James M Inhofe","James","Inhofe","$1,001 - $15,000","Columbia Marsico Growth Z (NASDAQ)","Stock","2015","2015-07-15","2015-06-22","https://efdsearch.senate.gov/search/view/ptr/19829594-5717-4584-9c23-352c638d83b3/"
"ABT","sale_full","James M Inhofe","James","Inhofe","$50,001 - $100,000","Abbott Laboratories (NYSE)","Stock","2015","2015-07-15","2015-07-09","https://efdsearch.senate.gov/search/view/ptr/19829594-5717-4584-9c23-352c638d83b3/"
"ITC","purchase","James M Inhofe","James","Inhofe","$50,001 - $100,000","ITC Holdings Corp. (NYSE)","Stock","2015","2015-07-15","2015-07-09","https://efdsearch.senate.gov/search/view/ptr/19829594-5717-4584-9c23-352c638d83b3/"
"MRK","purchase","James M Inhofe","James","Inhofe","$50,001 - $100,000","Merck &amp; Co. Inc. (NYSE)","Stock","2015","2015-07-15","2015-07-09","https://efdsearch.senate.gov/search/view/ptr/19829594-5717-4584-9c23-352c638d83b3/"
"PCLN","purchase","James M Inhofe","James","Inhofe","$15,001 - $50,000","The Priceline Group Inc. (NASDAQ)","Stock","2015","2015-07-15","2015-07-09","https://efdsearch.senate.gov/search/view/ptr/19829594-5717-4584-9c23-352c638d83b3/"
"GE","purchase","James M Inhofe","James","Inhofe","$1,001 - $15,000","General Electric Company (NYSE)","Stock","2015","2015-07-15","2015-07-09","https://efdsearch.senate.gov/search/view/ptr/19829594-5717-4584-9c23-352c638d83b3/"
"CLR","purchase","James M Inhofe","James","Inhofe","$15,001 - $50,000","Continental Resources, Inc. (NYSE)","Stock","2015","2015-07-15","2015-07-09","https://efdsearch.senate.gov/search/view/ptr/19829594-5717-4584-9c23-352c638d83b3/"
"BIIB","purchase","James M Inhofe","James","Inhofe","$15,001 - $50,000","Biogen Inc. (NASDAQ)","Stock","2015","2015-07-15","2015-07-09","https://efdsearch.senate.gov/search/view/ptr/19829594-5717-4584-9c23-352c638d83b3/"
"MGEMX","sale_full","James M Inhofe","James","Inhofe","$1,001 - $15,000","Morgan Stanley Inst Emerging Mkts I (NASDAQ)","Stock","2015","2015-07-15","2015-07-09","https://efdsearch.senate.gov/search/view/ptr/19829594-5717-4584-9c23-352c638d83b3/"
"ACSDX","sale_full","James M Inhofe","James","Inhofe","$1,001 - $15,000","Invesco Comstock Y (NASDAQ)","Stock","2015","2015-07-15","2015-07-09","https://efdsearch.senate.gov/search/view/ptr/19829594-5717-4584-9c23-352c638d83b3/"
"VSMIX","sale_full","James M Inhofe","James","Inhofe","$1,001 - $15,000","Invesco SmallCapValue Y (NASDAQ)","Stock","2015","2015-07-15","2015-07-09","https://efdsearch.senate.gov/search/view/ptr/19829594-5717-4584-9c23-352c638d83b3/"
"VMIIX","sale_full","James M Inhofe","James","Inhofe","$1,001 - $15,000","Invesco Municipal Income Y (NASDAQ)","Stock","2015","2015-07-15","2015-07-09","https://efdsearch.senate.gov/search/view/ptr/19829594-5717-4584-9c23-352c638d83b3/"
"WSTMX","sale_full","James M Inhofe","James","Inhofe","$1,001 - $15,000","Wells Fargo Advantage S/T Muni Bd Adm (NASDAQ)","Stock","2015","2015-07-15","2015-07-09","https://efdsearch.senate.gov/search/view/ptr/19829594-5717-4584-9c23-352c638d83b3/"
"NGIPX","sale_full","James M Inhofe","James","Inhofe","$1,001 - $15,000","Columbia Marsico Growth Z (NASDAQ)","Stock","2015","2015-07-15","2015-07-09","https://efdsearch.senate.gov/search/view/ptr/19829594-5717-4584-9c23-352c638d83b3/"
"VADDX","sale_full","James M Inhofe","James","Inhofe","$1,001 - $15,000","Invesco Equally-Wtd S&amp;P 500 Y (NASDAQ)","Stock","2015","2015-07-15","2015-07-09","https://efdsearch.senate.gov/search/view/ptr/19829594-5717-4584-9c23-352c638d83b3/"
"MSACX","sale_full","James M Inhofe","James","Inhofe","$15,001 - $50,000","Morgan Stanley Inst Active Intl Allc I (NASDAQ)","Stock","2015","2015-07-15","2015-07-09","https://efdsearch.senate.gov/search/view/ptr/19829594-5717-4584-9c23-352c638d83b3/"
"GILD","sale_partial","James M Inhofe","James","Inhofe","$50,001 - $100,000","Gilead Sciences Inc. (NASDAQ)","Stock","2015","2015-07-09","2015-06-09","https://efdsearch.senate.gov/search/view/ptr/35d5746c-53c0-4644-b451-528768aa9b61/"
"CLR","purchase","James M Inhofe","James","Inhofe","$1,001 - $15,000","Continental Resources, Inc. (NYSE)","Stock","2015","2015-06-16","2015-06-04","https://efdsearch.senate.gov/search/view/ptr/141487b3-8c16-4282-bbd7-13b7ed8b9101/"
"N/A","n_a","James M Inhofe","James","Inhofe","Unknown","This filing was disclosed via scanned PDF. Use link in ptr_link column to view the PDF.","PDF Disclosed Filing","2015","2015-06-01","2015-06-01","https://efdsearch.senate.gov/search/view/paper/A3B18805-1140-435B-94D8-35273BFCB52A/"
"MCD","sale_full","James M Inhofe","James","Inhofe","$50,001 - $100,000","McDonald's Corp. (NYSE)","Stock","2015","2015-05-28","2015-04-14","https://efdsearch.senate.gov/search/view/ptr/2e2e3c0d-9629-4854-bb08-5d0cac58c89e/"
"ETN","sale_full","James M Inhofe","James","Inhofe","$15,001 - $50,000","Eaton Corporation plc (NYSE)","Stock","2015","2015-05-28","2015-04-14","https://efdsearch.senate.gov/search/view/ptr/2e2e3c0d-9629-4854-bb08-5d0cac58c89e/"
"WFC","sale_partial","James M Inhofe","James","Inhofe","$15,001 - $50,000","Wells Fargo &amp; Company (NYSE)","Stock","2015","2015-05-28","2015-04-21","https://efdsearch.senate.gov/search/view/ptr/2e2e3c0d-9629-4854-bb08-5d0cac58c89e/"
"EMR","purchase","James M Inhofe","James","Inhofe","$50,001 - $100,000","Emerson Electric Co. (NYSE)","Stock","2015","2015-05-28","2015-04-21","https://efdsearch.senate.gov/search/view/ptr/2e2e3c0d-9629-4854-bb08-5d0cac58c89e/"
"AMZN","sale_partial","James M Inhofe","James","Inhofe","$15,001 - $50,000","Amazon.com Inc. (NASDAQ)","Stock","2015","2015-05-28","2015-04-29","https://efdsearch.senate.gov/search/view/ptr/2e2e3c0d-9629-4854-bb08-5d0cac58c89e/"
"PG","purchase","James M Inhofe","James","Inhofe","$15,001 - $50,000","The Procter &amp; Gamble Company (NYSE)","Stock","2015","2015-05-28","2015-04-29","https://efdsearch.senate.gov/search/view/ptr/2e2e3c0d-9629-4854-bb08-5d0cac58c89e/"
"ALTR","sale_partial","James M Inhofe","James","Inhofe","$15,001 - $50,000","Altera Corp. (NASDAQ)","Stock","2015","2015-05-28","2015-05-21","https://efdsearch.senate.gov/search/view/ptr/2e2e3c0d-9629-4854-bb08-5d0cac58c89e/"
"--","purchase","Jeanne Shaheen","Jeanne","Shaheen","$100,001 - $250,000","Vera Roasting Corporation <div class=""text-muted""> <em>Company:</em> Vera Roasting Corporation &nbsp;(Dover, NH) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Coffee Company</div>","Non-Public Stock","2020","2020-08-10","2018-11-07","https://efdsearch.senate.gov/search/view/ptr/2e2d60b5-7f9d-43a8-8343-ddc2558d087c/"
"--","purchase","Jeanne Shaheen","Jeanne","Shaheen","$1,001 - $15,000","Diogenes, LLC <div class=""text-muted""> <em>Company:</em> Diogenes, LLC &nbsp;(Manchester, NH) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Owns commercial rental real property (80 Merrimack Street)</div>","Non-Public Stock","2017","2017-06-21","2017-03-17","https://efdsearch.senate.gov/search/view/ptr/9e63eb2b-5a2a-4cd6-9d86-1ea6157208c1/"
"--","purchase","Jeanne Shaheen","Jeanne","Shaheen","$15,001 - $50,000","The Salon LLC <div class=""text-muted""> <em>Company:</em> The Salon LLC &nbsp;(Dover, NH ) </div> <div class=""text-muted""><em>Description:</em>&nbsp;Hair salon </div>","Non-Public Stock","2016","2016-05-23","2015-12-01","https://efdsearch.senate.gov/search/view/ptr/ae015c97-8a29-422d-8089-2e90bbfb125b/"
"BK","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","The Bank of New York Mellon Corporation Common Sto","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"CI","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Cigna Corporation Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"CSCO","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Cisco Systems, Inc. - Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"CMCSA","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Comcast Corporation - Class A Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"KMB","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Kimberly-Clark Corporation Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"PFE","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Pfizer, Inc. Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"PII","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Polaris Inc. Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"VZ","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Verizon Communications Inc. Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"GOOG","sale_partial","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Alphabet Inc. - Class C Capital Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"AAPL","sale_partial","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Apple Inc. - Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"BAC","sale_partial","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Bank of America Corporation Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"BRK.B","sale_partial","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Berkshire Hathaway Inc. New Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"CVS","sale_partial","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","CVS Health Corporation Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"DVA","sale_partial","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","DaVita Inc. Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"XOM","sale_partial","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Exxon Mobil Corporation Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"FB","sale_partial","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Facebook, Inc. - Class A Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"GILD","sale_full","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Gilead Sciences, Inc. - Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"KR","sale_partial","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Kroger Company (The) Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"MSFT","sale_partial","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Microsoft Corporation - Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"USB","sale_partial","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","U.S. Bancorp Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"BK","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","The Bank of New York Mellon Corporation Common Sto","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"CI","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Cigna Corporation Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"CSCO","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Cisco Systems, Inc. - Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"CMCSA","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Comcast Corporation - Class A Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"KMB","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Kimberly-Clark Corporation Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"PFE","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Pfizer, Inc. Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"PII","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Polaris Inc. Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"AAPL","sale_partial","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Apple Inc. - Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"BAC","sale_partial","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Bank of America Corporation Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"BRK.B","sale_partial","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Berkshire Hathaway Inc. New Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"CVS","sale_partial","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","CVS Health Corporation Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"XOM","sale_partial","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Exxon Mobil Corporation Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"GILD","sale_full","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Gilead Sciences, Inc. - Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"MSFT","sale_partial","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Microsoft Corporation - Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"USB","sale_partial","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","U.S. Bancorp Common Stock","Stock","2022","2022-01-21","2021-12-21","https://efdsearch.senate.gov/search/view/ptr/a8e388bc-72c5-4227-b6f3-64b7bb779883/"
"VZ","exchange","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Verizon Communications Inc. (Exchanged) <br> T-Mobile US, Inc. (Received)","Stock","2021","2021-05-19","2020-04-01","https://efdsearch.senate.gov/search/view/ptr/121df9b4-2fea-46d1-8090-10cf701ddb38/"
"COST","sale_full","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Costco Wholesale Corporation","Stock","2021","2021-02-08","2021-01-27","https://efdsearch.senate.gov/search/view/ptr/7b095739-bb31-4b09-965f-5ac00e2c1321/"
"COST","sale_full","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Costco Wholesale Corporation","Stock","2021","2021-02-08","2021-01-27","https://efdsearch.senate.gov/search/view/ptr/7b095739-bb31-4b09-965f-5ac00e2c1321/"
"BAC","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Bank of America Corporation","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"CVX","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Chevron Corporation","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"CVS","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","CVS Health Corporation","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"GILD","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Gilead Sciences, Inc.","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"INTC","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Intel Corporation","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"JNJ","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Johnson &amp; Johnson","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"USB","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","U.S. Bancorp","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"KR","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","The Kroger Co.","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"ABBV","sale_full","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","AbbVie Inc.","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"ALL","sale_full","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","The Allstate Corporation","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"AAPL","sale_partial","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Apple Inc.","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"BRK-B","sale_partial","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Berkshire Hathaway Inc.","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"KO","sale_full","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","The Coca-Cola Company","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"COST","sale_partial","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Costco Wholesale Corporation","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"JPM","sale_full","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","JPMorgan Chase &amp; Co.","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"MPC","sale_full","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Marathon Petroleum Corporation","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"OXY","sale_full","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Occidental Petroleum Corporation","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"RDS-B","sale_full","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Royal Dutch Shell plc","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"TXN","sale_full","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Texas Instruments Incorporated","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"V","sale_full","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Visa Inc.","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"DIS","sale_full","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","The Walt Disney Company","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"WFC","sale_full","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Wells Fargo &amp; Company","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"BRK-B","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Berkshire Hathaway Inc.","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"CVX","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","Chevron Corporation","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"KR","purchase","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","The Kroger Co.","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
"ABBV","sale_full","Jerry Moran,","Jerry","Moran","$1,001 - $15,000","AbbVie Inc.","Stock","2020","2020-09-08","2020-08-21","https://efdsearch.senate.gov/search/view/ptr/5809a671-cb5c-46c3-a6ec-35481814e274/"
