"id","name","stateAbbreviation","partyShort","subcommitteeId","subcommitteeName","subcommitteePosition","subcommitteeSide","subcommitteeRank"
"P000595","Gary Peters","MI","D","P000595","Emerging Threats and Capabilities Subcommittee","Ranking Member","minority","1"
"F000463","Deb Fischer","NE","R","F000463","Emerging Threats and Capabilities Subcommittee","member","majority","2"
"S001181","Jeanne Shaheen","NH","D","S001181","Emerging Threats and Capabilities Subcommittee","member","minority","2"
"C001096","Kevin Cramer","ND","R","C001096","Emerging Threats and Capabilities Subcommittee","member","majority","3"
"H001042","Mazie K. Hirono","HI","D","H001042","Emerging Threats and Capabilities Subcommittee","member","minority","3"
"B001243","Marsha Blackburn","TN","R","B001243","Emerging Threats and Capabilities Subcommittee","member","majority","4"
"H001046","Martin Heinrich","NM","D","H001046","Emerging Threats and Capabilities Subcommittee","member","minority","4"
"H001089","Joshua Hawley","MO","R","H001089","Emerging Threats and Capabilities Subcommittee","member","majority","5"
"R000122","Jack Reed","RI","D","R000122","Emerging Threats and Capabilities Subcommittee","Ex Officio","minority","5"
"I000024","James M. Inhofe","OK","R","I000024","Emerging Threats and Capabilities Subcommittee","Ex Officio","majority","6"
"T000476","Thom Tillis","NC","R","T000476","Personnel Subcommittee","Chairman","majority","1"
"G000555","Kirsten E. Gillibrand","NY","D","G000555","Personnel Subcommittee","Ranking Member","minority","1"
"R000605","Mike Rounds","SD","R","R000605","Personnel Subcommittee","member","majority","2"
"W000817","Elizabeth Warren","MA","D","W000817","Personnel Subcommittee","member","minority","2"
"D000622","Tammy Duckworth","IL","D","D000622","Personnel Subcommittee","member","minority","3"
"S001217","Rick Scott","FL","R","S001217","Personnel Subcommittee","member","majority","4"
"R000122","Jack Reed","RI","D","R000122","Personnel Subcommittee","Ex Officio","minority","4"
"I000024","James M. Inhofe","OK","R","I000024","Personnel Subcommittee","Ex Officio","majority","5"
"P000612","David Perdue","GA","R","P000612","Seapower Subcommittee","Chairman","majority","1"
"H001042","Mazie K. Hirono","HI","D","H001042","Seapower Subcommittee","Ranking Member","minority","1"
"W000437","Roger Wicker","MS","R","W000437","Seapower Subcommittee","member","majority","2"
"S001181","Jeanne Shaheen","NH","D","S001181","Seapower Subcommittee","member","minority","2"
"C001095","Tom Cotton","AR","R","C001095","Seapower Subcommittee","member","majority","3"
"B001277","Richard Blumenthal","CT","D","B001277","Seapower Subcommittee","member","minority","3"
"E000295","Joni Ernst","IA","R","E000295","Seapower Subcommittee","member","majority","4"
"K000384","Tim Kaine","VA","D","K000384","Seapower Subcommittee","member","minority","4"
"T000476","Thom Tillis","NC","R","T000476","Seapower Subcommittee","member","majority","5"
"K000383","Angus King","ME","ID","K000383","Seapower Subcommittee","member","minority","5"
"H001089","Joshua Hawley","MO","R","H001089","Seapower Subcommittee","member","majority","6"
"R000122","Jack Reed","RI","D","R000122","Seapower Subcommittee","Ex Officio","minority","6"
"I000024","James M. Inhofe","OK","R","I000024","Seapower Subcommittee","Ex Officio","majority","7"
"C001095","Tom Cotton","AR","R","C001095","Airland Subcommittee","Chairman","majority","1"
"K000383","Angus King","ME","ID","K000383","Airland Subcommittee","Ranking Member","minority","1"
"W000437","Roger Wicker","MS","R","W000437","Airland Subcommittee","member","majority","2"
"B001277","Richard Blumenthal","CT","D","B001277","Airland Subcommittee","member","minority","2"
"T000476","Thom Tillis","NC","R","T000476","Airland Subcommittee","member","majority","3"
"W000817","Elizabeth Warren","MA","D","W000817","Airland Subcommittee","member","minority","3"
"S001198","Dan Sullivan","AK","R","S001198","Airland Subcommittee","member","majority","4"
"P000595","Gary Peters","MI","D","P000595","Airland Subcommittee","member","minority","4"
"I000024","James M. Inhofe","OK","R","I000024","Airland Subcommittee","Ex Officio","majority","5"
"D000622","Tammy Duckworth","IL","D","D000622","Airland Subcommittee","member","minority","5"
"C001096","Kevin Cramer","ND","R","C001096","Airland Subcommittee","member","majority","6"
"J000300","Doug Jones","AL","D","J000300","Airland Subcommittee","member","minority","6"
"R000122","Jack Reed","RI","D","R000122","Airland Subcommittee","Ex Officio","minority","7"
"S001217","Rick Scott","FL","R","S001217","Airland Subcommittee","member","majority","8"
"S001198","Dan Sullivan","AK","R","S001198","Readiness and Management Support Subcommittee","Chairman","majority","1"
"K000384","Tim Kaine","VA","D","K000384","Readiness and Management Support Subcommittee","Ranking Member","minority","1"
"F000463","Deb Fischer","NE","R","F000463","Readiness and Management Support Subcommittee","member","majority","2"
"S001181","Jeanne Shaheen","NH","D","S001181","Readiness and Management Support Subcommittee","member","minority","2"
"E000295","Joni Ernst","IA","R","E000295","Readiness and Management Support Subcommittee","member","majority","3"
"H001042","Mazie K. Hirono","HI","D","H001042","Readiness and Management Support Subcommittee","member","minority","3"
"P000612","David Perdue","GA","R","P000612","Readiness and Management Support Subcommittee","member","majority","4"
"D000622","Tammy Duckworth","IL","D","D000622","Readiness and Management Support Subcommittee","member","minority","4"
"J000300","Doug Jones","AL","D","J000300","Readiness and Management Support Subcommittee","member","minority","5"
"B001243","Marsha Blackburn","TN","R","B001243","Readiness and Management Support Subcommittee","member","majority","6"
"R000122","Jack Reed","RI","D","R000122","Readiness and Management Support Subcommittee","Ex Officio","minority","6"
"I000024","James M. Inhofe","OK","R","I000024","Readiness and Management Support Subcommittee","Ex Officio","majority","7"
"R000605","Mike Rounds","SD","R","R000605","Cybersecurity Subcommittee","Chairman","majority","1"
"M001183","Joe Manchin III","WV","D","M001183","Cybersecurity Subcommittee","Ranking Member","minority","1"
"W000437","Roger Wicker","MS","R","W000437","Cybersecurity Subcommittee","member","majority","2"
"G000555","Kirsten E. Gillibrand","NY","D","G000555","Cybersecurity Subcommittee","member","minority","2"
"P000612","David Perdue","GA","R","P000612","Cybersecurity Subcommittee","member","majority","3"
"B001277","Richard Blumenthal","CT","D","B001277","Cybersecurity Subcommittee","member","minority","3"
"S001217","Rick Scott","FL","R","S001217","Cybersecurity Subcommittee","member","majority","4"
"H001046","Martin Heinrich","NM","D","H001046","Cybersecurity Subcommittee","member","minority","4"
"B001243","Marsha Blackburn","TN","R","B001243","Cybersecurity Subcommittee","member","majority","5"
"R000122","Jack Reed","RI","D","R000122","Cybersecurity Subcommittee","Ex Officio","minority","5"
"I000024","James M. Inhofe","OK","R","I000024","Cybersecurity Subcommittee","Ex Officio","majority","6"
"T000461","Patrick J. Toomey","PA","R","T000461","Securities, Insurance, and Investment","Chairman","majority","1"
"V000128","Chris Van Hollen","MD","D","V000128","Securities, Insurance, and Investment","Ranking Member","minority","1"
"S000320","Richard C. Shelby","AL","R","S000320","Securities, Insurance, and Investment","member","majority","2"
"R000122","Jack Reed","RI","D","R000122","Securities, Insurance, and Investment","member","minority","2"
"M000639","Robert Menendez","NJ","D","M000639","Securities, Insurance, and Investment","member","minority","3"
"S001184","Tim Scott","SC","R","S001184","Securities, Insurance, and Investment","member","majority","4"
"T000464","Jon Tester","MT","D","T000464","Securities, Insurance, and Investment","member","minority","4"
"C001095","Tom Cotton","AR","R","C001095","Securities, Insurance, and Investment","member","majority","5"
"W000805","Mark Warner","VA","D","W000805","Securities, Insurance, and Investment","Ranking Member","minority","5"
"R000605","Mike Rounds","SD","R","R000605","Securities, Insurance, and Investment","member","majority","6"
"W000817","Elizabeth Warren","MA","D","W000817","Securities, Insurance, and Investment","member","minority","6"
"P000612","David Perdue","GA","R","P000612","Securities, Insurance, and Investment","member","majority","7"
"S001203","Tina Smith","MN","D","S001203","Securities, Insurance, and Investment","member","minority","7"
"T000476","Thom Tillis","NC","R","T000476","Securities, Insurance, and Investment","member","majority","8"
"S001191","Kyrsten Sinema","AZ","D","S001191","Securities, Insurance, and Investment","member","minority","8"
"K000393","John Kennedy","LA","R","K000393","Securities, Insurance, and Investment","member","majority","9"
"B000944","Sherrod Brown","OH","D","B000944","Securities, Insurance, and Investment","Ex Officio","minority","9"
"C000880","Michael D. Crapo","ID","R","C000880","Securities, Insurance, and Investment","Ex Officio","majority","10"
"P000612","David Perdue","GA","R","P000612","Housing, Transportation, and Community Development","Chairman","majority","1"
"M000639","Robert Menendez","NJ","D","M000639","Housing, Transportation, and Community Development","Ranking Member","minority","1"
"S000320","Richard C. Shelby","AL","R","S000320","Housing, Transportation, and Community Development","member","majority","2"
"R000122","Jack Reed","RI","D","R000122","Housing, Transportation, and Community Development","member","minority","2"
"C001095","Tom Cotton","AR","R","C001095","Housing, Transportation, and Community Development","member","majority","3"
"W000817","Elizabeth Warren","MA","D","W000817","Housing, Transportation, and Community Development","member","minority","3"
"R000605","Mike Rounds","SD","R","R000605","Housing, Transportation, and Community Development","member","majority","4"
"C001113","Catherine Cortez Masto","NV","D","C001113","Housing, Transportation, and Community Development","member","minority","4"
"J000300","Doug Jones","AL","D","J000300","Housing, Transportation, and Community Development","member","minority","5"
"M000934","Jerry Moran","KS","R","M000934","Housing, Transportation, and Community Development","member","majority","6"
"S001203","Tina Smith","MN","D","S001203","Housing, Transportation, and Community Development","member","minority","6"
"C001096","Kevin Cramer","ND","R","C001096","Housing, Transportation, and Community Development","member","majority","7"
"B000944","Sherrod Brown","OH","D","B000944","Housing, Transportation, and Community Development","Ex Officio","minority","7"
"C000880","Michael D. Crapo","ID","R","C000880","Housing, Transportation, and Community Development","Ex Officio","majority","8"
"C001095","Tom Cotton","AR","R","C001095","Economic Policy Subcommittee","Chairman","majority","1"
"C001113","Catherine Cortez Masto","NV","D","C001113","Economic Policy Subcommittee","Ranking Member","minority","1"
"C001096","Kevin Cramer","ND","R","C001096","Economic Policy Subcommittee","member","majority","2"
"M000639","Robert Menendez","NJ","D","M000639","Economic Policy Subcommittee","member","minority","2"
"S001197","Ben Sasse","NE","R","S001197","Economic Policy Subcommittee","member","majority","3"
"J000300","Doug Jones","AL","D","J000300","Economic Policy Subcommittee","member","minority","3"
"P000612","David Perdue","GA","R","P000612","Economic Policy Subcommittee","member","majority","4"
"S001203","Tina Smith","MN","D","S001203","Economic Policy Subcommittee","member","minority","4"
"T000476","Thom Tillis","NC","R","T000476","Economic Policy Subcommittee","member","majority","5"
"S001191","Kyrsten Sinema","AZ","D","S001191","Economic Policy Subcommittee","member","minority","5"
"K000393","John Kennedy","LA","R","K000393","Economic Policy Subcommittee","member","majority","6"
"B000944","Sherrod Brown","OH","D","B000944","Economic Policy Subcommittee","Ex Officio","minority","6"
"C000880","Michael D. Crapo","ID","R","C000880","Economic Policy Subcommittee","Ex Officio","majority","7"
"S001197","Ben Sasse","NE","R","S001197","National Security and International Trade and Finance","Chairman","majority","1"
"W000805","Mark Warner","VA","D","W000805","National Security and International Trade and Finance","Ranking Member","minority","1"
"S001194","Brian Schatz","HI","D","S001194","National Security and International Trade and Finance","member","minority","2"
"M000934","Jerry Moran","KS","R","M000934","National Security and International Trade and Finance","member","majority","3"
"V000128","Chris Van Hollen","MD","D","V000128","National Security and International Trade and Finance","member","minority","3"
"T000461","Patrick J. Toomey","PA","R","T000461","National Security and International Trade and Finance","member","majority","4"
"S001191","Kyrsten Sinema","AZ","D","S001191","National Security and International Trade and Finance","member","minority","4"
"S001184","Tim Scott","SC","R","S001184","National Security and International Trade and Finance","member","majority","5"
"B000944","Sherrod Brown","OH","D","B000944","National Security and International Trade and Finance","Ex Officio","minority","5"
"C000880","Michael D. Crapo","ID","R","C000880","National Security and International Trade and Finance","Ex Officio","majority","6"
"S001184","Tim Scott","SC","R","S001184","Financial Institutions and Consumer Protection Subcommittee","Chairman","majority","1"
"W000817","Elizabeth Warren","MA","D","W000817","Financial Institutions and Consumer Protection Subcommittee","Ranking Member","minority","1"
"R000605","Mike Rounds","SD","R","R000605","Financial Institutions and Consumer Protection Subcommittee","member","majority","2"
"R000122","Jack Reed","RI","D","R000122","Financial Institutions and Consumer Protection Subcommittee","member","minority","2"
"T000476","Thom Tillis","NC","R","T000476","Financial Institutions and Consumer Protection Subcommittee","member","majority","3"
"T000464","Jon Tester","MT","D","T000464","Financial Institutions and Consumer Protection Subcommittee","member","minority","3"
"K000393","John Kennedy","LA","R","K000393","Financial Institutions and Consumer Protection Subcommittee","member","majority","4"
"W000805","Mark Warner","VA","D","W000805","Financial Institutions and Consumer Protection Subcommittee","member","minority","4"
"M000934","Jerry Moran","KS","R","M000934","Financial Institutions and Consumer Protection Subcommittee","member","majority","5"
"S001194","Brian Schatz","HI","D","S001194","Financial Institutions and Consumer Protection Subcommittee","member","minority","5"
"C001096","Kevin Cramer","ND","R","C001096","Financial Institutions and Consumer Protection Subcommittee","member","majority","6"
"V000128","Chris Van Hollen","MD","D","V000128","Financial Institutions and Consumer Protection Subcommittee","member","minority","6"
"S000320","Richard C. Shelby","AL","R","S000320","Financial Institutions and Consumer Protection Subcommittee","member","majority","7"
"C001113","Catherine Cortez Masto","NV","D","C001113","Financial Institutions and Consumer Protection Subcommittee","member","minority","7"
"T000461","Patrick J. Toomey","PA","R","T000461","Financial Institutions and Consumer Protection Subcommittee","member","majority","8"
"J000300","Doug Jones","AL","D","J000300","Financial Institutions and Consumer Protection Subcommittee","member","minority","8"
"S001197","Ben Sasse","NE","R","S001197","Financial Institutions and Consumer Protection Subcommittee","member","majority","9"
"B000944","Sherrod Brown","OH","D","B000944","Financial Institutions and Consumer Protection Subcommittee","Ex Officio","minority","9"
"C000880","Michael D. Crapo","ID","R","C000880","Financial Institutions and Consumer Protection Subcommittee","Ex Officio","majority","10"
"S001194","Brian Schatz","HI","D","S001194","Communications, Technology, Innovation, and the Internet","Ranking Member","minority","1"
"T000250","John Thune","SD","R","T000250","Communications, Technology, Innovation, and the Internet","Chairman","majority","1"
"K000367","Amy Klobuchar","MN","D","K000367","Communications, Technology, Innovation, and the Internet","member","minority","2"
"B000575","Roy Blunt","MO","R","B000575","Communications, Technology, Innovation, and the Internet","member","majority","2"
"B001277","Richard Blumenthal","CT","D","B001277","Communications, Technology, Innovation, and the Internet","member","minority","3"
"C001098","Ted Cruz","TX","R","C001098","Communications, Technology, Innovation, and the Internet","member","majority","3"
"M000133","Edward J. Markey","MA","D","M000133","Communications, Technology, Innovation, and the Internet","member","minority","4"
"F000463","Deb Fischer","NE","R","F000463","Communications, Technology, Innovation, and the Internet","member","majority","4"
"U000039","Tom Udall","NM","D","U000039","Communications, Technology, Innovation, and the Internet","member","minority","5"
"M000934","Jerry Moran","KS","R","M000934","Communications, Technology, Innovation, and the Internet","member","majority","5"
"P000595","Gary Peters","MI","D","P000595","Communications, Technology, Innovation, and the Internet","member","minority","6"
"S001198","Dan Sullivan","AK","R","S001198","Communications, Technology, Innovation, and the Internet","member","majority","6"
"G000562","Cory Gardner","CO","R","G000562","Communications, Technology, Innovation, and the Internet","member","majority","7"
"B001230","Tammy Baldwin","WI","D","B001230","Communications, Technology, Innovation, and the Internet","member","minority","7"
"B001243","Marsha Blackburn","TN","R","B001243","Communications, Technology, Innovation, and the Internet","member","majority","8"
"D000622","Tammy Duckworth","IL","D","D000622","Communications, Technology, Innovation, and the Internet","member","minority","8"
"C001047","Shelley Moore Capito","WV","R","C001047","Communications, Technology, Innovation, and the Internet","member","majority","9"
"T000464","Jon Tester","MT","D","T000464","Communications, Technology, Innovation, and the Internet","member","minority","9"
"L000577","Mike Lee","UT","R","L000577","Communications, Technology, Innovation, and the Internet","member","majority","10"
"S001191","Kyrsten Sinema","AZ","D","S001191","Communications, Technology, Innovation, and the Internet","member","minority","10"
"J000293","Ron Johnson","WI","R","J000293","Communications, Technology, Innovation, and the Internet","member","majority","11"
"R000608","Jacky Rosen","NV","D","R000608","Communications, Technology, Innovation, and the Internet","member","minority","11"
"Y000064","Todd Young","IN","R","Y000064","Communications, Technology, Innovation, and the Internet","member","majority","12"
"C000127","Maria Cantwell","WA","D","C000127","Communications, Technology, Innovation, and the Internet","Ex Officio","minority","12"
"S001217","Rick Scott","FL","R","S001217","Communications, Technology, Innovation, and the Internet","member","majority","13"
"W000437","Roger Wicker","MS","R","W000437","Communications, Technology, Innovation, and the Internet","Ex Officio","majority","14"
"F000463","Deb Fischer","NE","R","F000463","Transportation and Safety","Chairman","majority","1"
"D000622","Tammy Duckworth","IL","D","D000622","Transportation and Safety","Ranking Member","minority","1"
"T000250","John Thune","SD","R","T000250","Transportation and Safety","member","majority","2"
"K000367","Amy Klobuchar","MN","D","K000367","Transportation and Safety","member","minority","2"
"B000575","Roy Blunt","MO","R","B000575","Transportation and Safety","member","majority","3"
"B001277","Richard Blumenthal","CT","D","B001277","Transportation and Safety","member","minority","3"
"M000934","Jerry Moran","KS","R","M000934","Transportation and Safety","member","majority","4"
"M000133","Edward J. Markey","MA","D","M000133","Transportation and Safety","member","minority","4"
"G000562","Cory Gardner","CO","R","G000562","Transportation and Safety","member","majority","5"
"U000039","Tom Udall","NM","D","U000039","Transportation and Safety","member","minority","5"
"C001047","Shelley Moore Capito","WV","R","C001047","Transportation and Safety","member","majority","6"
"P000595","Gary Peters","MI","D","P000595","Transportation and Safety","member","minority","6"
"Y000064","Todd Young","IN","R","Y000064","Transportation and Safety","member","majority","7"
"B001230","Tammy Baldwin","WI","D","B001230","Transportation and Safety","member","minority","7"
"S001191","Kyrsten Sinema","AZ","D","S001191","Transportation and Safety","member","minority","7"
"C000127","Maria Cantwell","WA","D","C000127","Transportation and Safety","Ex Officio","minority","8"
"S001217","Rick Scott","FL","R","S001217","Transportation and Safety","member","majority","8"
"W000437","Roger Wicker","MS","R","W000437","Transportation and Safety","Ex Officio","majority","9"
"M000133","Edward J. Markey","MA","D","M000133","Security","Ranking Member","minority","1"
"S001198","Dan Sullivan","AK","R","S001198","Security","Chairman","majority","1"
"K000367","Amy Klobuchar","MN","D","K000367","Security","member","minority","2"
"B000575","Roy Blunt","MO","R","B000575","Security","member","majority","2"
"B001277","Richard Blumenthal","CT","D","B001277","Security","member","minority","3"
"C001098","Ted Cruz","TX","R","C001098","Security","member","majority","3"
"S001194","Brian Schatz","HI","D","S001194","Security","member","minority","4"
"F000463","Deb Fischer","NE","R","F000463","Security","member","majority","4"
"B001243","Marsha Blackburn","TN","R","B001243","Security","member","majority","5"
"U000039","Tom Udall","NM","D","U000039","Security","member","minority","5"
"L000577","Mike Lee","UT","R","L000577","Security","member","majority","6"
"D000622","Tammy Duckworth","IL","D","D000622","Security","member","minority","6"
"J000293","Ron Johnson","WI","R","J000293","Security","member","majority","7"
"S001191","Kyrsten Sinema","AZ","D","S001191","Security","member","minority","7"
"Y000064","Todd Young","IN","R","Y000064","Security","member","majority","8"
"R000608","Jacky Rosen","NV","D","R000608","Security","member","minority","8"
"S001217","Rick Scott","FL","R","S001217","Security","member","majority","9"
"C000127","Maria Cantwell","WA","D","C000127","Security","Ex Officio","minority","9"
"W000437","Roger Wicker","MS","R","W000437","Security","Ex Officio","majority","10"
"M000934","Jerry Moran","KS","R","M000934","Manufacturing, Trade, and Consumer Protection","Chairman","majority","1"
"B001277","Richard Blumenthal","CT","D","B001277","Manufacturing, Trade, and Consumer Protection","Ranking Member","minority","1"
"T000250","John Thune","SD","R","T000250","Manufacturing, Trade, and Consumer Protection","member","majority","2"
"K000367","Amy Klobuchar","MN","D","K000367","Manufacturing, Trade, and Consumer Protection","member","minority","2"
"F000463","Deb Fischer","NE","R","F000463","Manufacturing, Trade, and Consumer Protection","member","majority","3"
"S001194","Brian Schatz","HI","D","S001194","Manufacturing, Trade, and Consumer Protection","member","minority","3"
"S001198","Dan Sullivan","AK","R","S001198","Manufacturing, Trade, and Consumer Protection","member","majority","4"
"M000133","Edward J. Markey","MA","D","M000133","Manufacturing, Trade, and Consumer Protection","member","minority","4"
"B001243","Marsha Blackburn","TN","R","B001243","Manufacturing, Trade, and Consumer Protection","member","majority","5"
"U000039","Tom Udall","NM","D","U000039","Manufacturing, Trade, and Consumer Protection","member","minority","5"
"C001047","Shelley Moore Capito","WV","R","C001047","Manufacturing, Trade, and Consumer Protection","member","majority","6"
"B001230","Tammy Baldwin","WI","D","B001230","Manufacturing, Trade, and Consumer Protection","member","minority","6"
"L000577","Mike Lee","UT","R","L000577","Manufacturing, Trade, and Consumer Protection","member","majority","7"
"S001191","Kyrsten Sinema","AZ","D","S001191","Manufacturing, Trade, and Consumer Protection","member","minority","7"
"J000293","Ron Johnson","WI","R","J000293","Manufacturing, Trade, and Consumer Protection","member","majority","8"
"R000608","Jacky Rosen","NV","D","R000608","Manufacturing, Trade, and Consumer Protection","member","minority","8"
"C000127","Maria Cantwell","WA","D","C000127","Manufacturing, Trade, and Consumer Protection","Ex Officio","minority","9"
"Y000064","Todd Young","IN","R","Y000064","Manufacturing, Trade, and Consumer Protection","member","majority","9"
"W000437","Roger Wicker","MS","R","W000437","Manufacturing, Trade, and Consumer Protection","Ex Officio","majority","10"
"C001098","Ted Cruz","TX","R","C001098","Aviation and Space","Chairman","majority","1"
"S001191","Kyrsten Sinema","AZ","D","S001191","Aviation and Space","Ranking Member","minority","1"
"T000250","John Thune","SD","R","T000250","Aviation and Space","member","majority","2"
"S001194","Brian Schatz","HI","D","S001194","Aviation and Space","member","minority","2"
"B000575","Roy Blunt","MO","R","B000575","Aviation and Space","member","majority","3"
"K000367","Amy Klobuchar","MN","D","K000367","Aviation and Space","member","minority","3"
"U000039","Tom Udall","NM","D","U000039","Aviation and Space","member","minority","3"
"M000934","Jerry Moran","KS","R","M000934","Aviation and Space","member","majority","4"
"P000595","Gary Peters","MI","D","P000595","Aviation and Space","member","minority","4"
"G000562","Cory Gardner","CO","R","G000562","Aviation and Space","member","majority","5"
"D000622","Tammy Duckworth","IL","D","D000622","Aviation and Space","member","minority","5"
"B001243","Marsha Blackburn","TN","R","B001243","Aviation and Space","member","majority","6"
"T000464","Jon Tester","MT","D","T000464","Aviation and Space","member","minority","6"
"C001047","Shelley Moore Capito","WV","R","C001047","Aviation and Space","member","majority","7"
"R000608","Jacky Rosen","NV","D","R000608","Aviation and Space","member","minority","7"
"C000127","Maria Cantwell","WA","D","C000127","Aviation and Space","Ex Officio","minority","8"
"L000577","Mike Lee","UT","R","L000577","Aviation and Space","member","majority","8"
"W000437","Roger Wicker","MS","R","W000437","Aviation and Space","Ex Officio","majority","9"
"G000562","Cory Gardner","CO","R","G000562","Science, Oceans, Fisheries, and Weather","Chairman","majority","1"
"B001230","Tammy Baldwin","WI","D","B001230","Science, Oceans, Fisheries, and Weather","Ranking Member","minority","1"
"C001098","Ted Cruz","TX","R","C001098","Science, Oceans, Fisheries, and Weather","member","majority","2"
"B001277","Richard Blumenthal","CT","D","B001277","Science, Oceans, Fisheries, and Weather","member","minority","2"
"S001198","Dan Sullivan","AK","R","S001198","Science, Oceans, Fisheries, and Weather","member","majority","3"
"S001194","Brian Schatz","HI","D","S001194","Science, Oceans, Fisheries, and Weather","member","minority","3"
"J000293","Ron Johnson","WI","R","J000293","Science, Oceans, Fisheries, and Weather","member","majority","4"
"P000595","Gary Peters","MI","D","P000595","Science, Oceans, Fisheries, and Weather","member","minority","4"
"C000127","Maria Cantwell","WA","D","C000127","Science, Oceans, Fisheries, and Weather","Ex Officio","minority","5"
"S001217","Rick Scott","FL","R","S001217","Science, Oceans, Fisheries, and Weather","member","majority","5"
"W000437","Roger Wicker","MS","R","W000437","Science, Oceans, Fisheries, and Weather","Ex Officio","majority","6"
"L000577","Mike Lee","UT","R","L000577","Public Lands, Forests, and Mining Subcommittee","Chairman","majority","1"
"W000779","Ron Wyden","OR","D","W000779","Public Lands, Forests, and Mining Subcommittee","Ranking Member","minority","1"
"B001261","John Barrasso","WY","R","B001261","Public Lands, Forests, and Mining Subcommittee","member","majority","2"
"C000127","Maria Cantwell","WA","D","C000127","Public Lands, Forests, and Mining Subcommittee","member","minority","2"
"R000584","Jim Risch","ID","R","R000584","Public Lands, Forests, and Mining Subcommittee","member","majority","3"
"S000770","Debbie Stabenow","MI","D","S000770","Public Lands, Forests, and Mining Subcommittee","member","minority","3"
"D000618","Steve Daines","MT","R","D000618","Public Lands, Forests, and Mining Subcommittee","member","majority","4"
"H001046","Martin Heinrich","NM","D","H001046","Public Lands, Forests, and Mining Subcommittee","member","minority","4"
"C001075","Bill Cassidy","LA","R","C001075","Public Lands, Forests, and Mining Subcommittee","member","majority","5"
"H001042","Mazie K. Hirono","HI","D","H001042","Public Lands, Forests, and Mining Subcommittee","member","minority","5"
"G000562","Cory Gardner","CO","R","G000562","Public Lands, Forests, and Mining Subcommittee","member","majority","6"
"K000383","Angus King","ME","ID","K000383","Public Lands, Forests, and Mining Subcommittee","member","minority","6"
"H001079","Cindy Hyde-Smith","MS","R","H001079","Public Lands, Forests, and Mining Subcommittee","member","majority","7"
"C001113","Catherine Cortez Masto","NV","D","C001113","Public Lands, Forests, and Mining Subcommittee","member","minority","7"
"M001183","Joe Manchin III","WV","D","M001183","Public Lands, Forests, and Mining Subcommittee","Ex Officio","minority","8"
"H001061","John Hoeven","ND","R","H001061","Public Lands, Forests, and Mining Subcommittee","member","majority","9"
"M001153","Lisa Murkowski","AK","R","M001153","Public Lands, Forests, and Mining Subcommittee","Ex Officio","majority","10"
"D000618","Steve Daines","MT","R","D000618","National Parks Subcommittee","Chairman","majority","1"
"K000383","Angus King","ME","ID","K000383","National Parks Subcommittee","Ranking Member","minority","1"
"B001261","John Barrasso","WY","R","B001261","National Parks Subcommittee","member","majority","2"
"S000033","Bernard Sanders","VT","ID","S000033","National Parks Subcommittee","member","minority","2"
"L000577","Mike Lee","UT","R","L000577","National Parks Subcommittee","member","majority","3"
"S000770","Debbie Stabenow","MI","D","S000770","National Parks Subcommittee","member","minority","3"
"G000562","Cory Gardner","CO","R","G000562","National Parks Subcommittee","member","majority","4"
"H001046","Martin Heinrich","NM","D","H001046","National Parks Subcommittee","member","minority","4"
"H001079","Cindy Hyde-Smith","MS","R","H001079","National Parks Subcommittee","member","majority","5"
"H001042","Mazie K. Hirono","HI","D","H001042","National Parks Subcommittee","member","minority","5"
"A000360","Lamar Alexander","TN","R","A000360","National Parks Subcommittee","member","majority","6"
"M001183","Joe Manchin III","WV","D","M001183","National Parks Subcommittee","Ex Officio","minority","6"
"H001061","John Hoeven","ND","R","H001061","National Parks Subcommittee","member","majority","7"
"M001153","Lisa Murkowski","AK","R","M001153","National Parks Subcommittee","Ex Officio","majority","8"
"C001113","Catherine Cortez Masto","NV","D","C001113","Water and Power Subcommittee","Ranking Member","minority","1"
"B001261","John Barrasso","WY","R","B001261","Water and Power Subcommittee","member","majority","2"
"W000779","Ron Wyden","OR","D","W000779","Water and Power Subcommittee","member","minority","2"
"R000584","Jim Risch","ID","R","R000584","Water and Power Subcommittee","member","majority","3"
"C000127","Maria Cantwell","WA","D","C000127","Water and Power Subcommittee","member","minority","3"
"C001075","Bill Cassidy","LA","R","C001075","Water and Power Subcommittee","member","majority","4"
"S000033","Bernard Sanders","VT","ID","S000033","Water and Power Subcommittee","member","minority","4"
"G000562","Cory Gardner","CO","R","G000562","Water and Power Subcommittee","member","majority","5"
"M001183","Joe Manchin III","WV","D","M001183","Water and Power Subcommittee","Ex Officio","minority","5"
"A000360","Lamar Alexander","TN","R","A000360","Water and Power Subcommittee","member","majority","6"
"M001153","Lisa Murkowski","AK","R","M001153","Water and Power Subcommittee","Ex Officio","majority","7"
"C001075","Bill Cassidy","LA","R","C001075","Energy Subcommittee","Chairman","majority","1"
"H001046","Martin Heinrich","NM","D","H001046","Energy Subcommittee","Ranking Member","minority","1"
"R000584","Jim Risch","ID","R","R000584","Energy Subcommittee","member","majority","2"
"W000779","Ron Wyden","OR","D","W000779","Energy Subcommittee","member","minority","2"
"L000577","Mike Lee","UT","R","L000577","Energy Subcommittee","member","majority","3"
"C000127","Maria Cantwell","WA","D","C000127","Energy Subcommittee","member","minority","3"
"D000618","Steve Daines","MT","R","D000618","Energy Subcommittee","member","majority","4"
"S000033","Bernard Sanders","VT","ID","S000033","Energy Subcommittee","member","minority","4"
