"id","name","partyShort","stateAbbreviation","committeeId","committeeName","committeePosition","committeeSide","committeeRank"
"D000610","Ted Deutch","D","FL","D000610","Committee on Foreign Affairs","member","minority",6
"B001270","Karen Bass","D","CA","B001270","Committee on Foreign Affairs","member","minority",7
"M001157","Michael McCaul","R","TX","M001157","Committee on Foreign Affairs","member","majority",7
"K000375","Bill Keating","D","MA","K000375","Committee on Foreign Affairs","member","minority",8
"P000592","Ted Poe","R","TX","P000592","Committee on Foreign Affairs","member","majority",8
"C001084","David Cicilline","D","RI","C001084","Committee on Foreign Affairs","member","minority",9
"I000056","Darrell Issa","R","CA","I000056","Committee on Foreign Affairs","member","majority",9
"B001287","Ami Bera","D","CA","B001287","Committee on Foreign Affairs","member","minority",10
"M001179","Tom Marino","R","PA","M001179","Committee on Foreign Affairs","member","majority",10
"B001274","Mo Brooks","R","AL","B001274","Committee on Foreign Affairs","member","majority",11
"F000462","Lois Frankel","D","FL","F000462","Committee on Foreign Affairs","member","minority",11
"G000571","Tulsi Gabbard","D","HI","G000571","Committee on Foreign Affairs","member","minority",12
"C001094","Paul Cook","R","CA","C001094","Committee on Foreign Affairs","member","majority",12
"P000605","Scott Perry","R","PA","P000605","Committee on Foreign Affairs","member","majority",13
"C001091","Joaquín Castro","D","TX","C001091","Committee on Foreign Affairs","member","minority",13
"K000385","Robin Kelly","D","IL","K000385","Committee on Foreign Affairs","member","minority",14
"B001296","Brendan Boyle","D","PA","B001296","Committee on Foreign Affairs","member","minority",15
"M001187","Mark Meadows","R","NC","M001187","Committee on Foreign Affairs","member","majority",15
"T000468","Dina Titus","D","NV","T000468","Committee on Foreign Affairs","member","minority",16
"Y000065","Ted Yoho","R","FL","Y000065","Committee on Foreign Affairs","member","majority",16
"K000378","Adam Kinzinger","R","IL","K000378","Committee on Foreign Affairs","member","majority",17
"T000474","Norma Torres","D","CA","T000474","Committee on Foreign Affairs","member","minority",17
"Z000017","Lee Zeldin","R","NY","Z000017","Committee on Foreign Affairs","member","majority",18
"S001190","Brad Schneider","D","IL","S001190","Committee on Foreign Affairs","member","minority",18
"S001201","Thomas Suozzi","D","NY","S001201","Committee on Foreign Affairs","member","minority",19
"D000625","Daniel M. Donovan","R","NY","D000625","Committee on Foreign Affairs","member","majority",19
"E000297","Adriano Espaillat","D","NY","E000297","Committee on Foreign Affairs","member","minority",20
"S000244","F. James Sensenbrenner","R","WI","S000244","Committee on Foreign Affairs","member","majority",20
"L000582","Ted Lieu","D","CA","L000582","Committee on Foreign Affairs","member","minority",21
"W000812","Ann Wagner","R","MO","W000812","Committee on Foreign Affairs","member","majority",21
"M001199","Brian Mast","R","FL","M001199","Committee on Foreign Affairs","member","majority",22
"R000607","Francis Rooney","R","FL","R000607","Committee on Foreign Affairs","member","majority",23
"F000466","Brian Fitzpatrick","R","PA","F000466","Committee on Foreign Affairs","member","majority",24
"G000580","Thomas Garrett","R","VA","G000580","Committee on Foreign Affairs","member","majority",25
"M001157","Michael McCaul","R","TX","M001157","Committee on Homeland Security","member","majority",1
"T000193","Bennie Thompson","D","MS","T000193","Committee on Homeland Security","member","minority",1
"J000032","Sheila Jackson Lee","D","TX","J000032","Committee on Homeland Security","member","minority",2
"S000583","Lamar Smith","R","TX","S000583","Committee on Homeland Security","member","majority",2
"K000210","Peter T. King","R","NY","K000210","Committee on Homeland Security","member","majority",3
"L000559","Jim Langevin","D","RI","L000559","Committee on Homeland Security","member","minority",3
"R000575","Mike D. Rogers","R","AL","R000575","Committee on Homeland Security","member","majority",4
"R000588","Cedric Richmond","D","LA","R000588","Committee on Homeland Security","member","minority",4
"K000375","Bill Keating","D","MA","K000375","Committee on Homeland Security","member","minority",5
"B001269","Lou Barletta","R","PA","B001269","Committee on Homeland Security","member","majority",5
"P000604","Donald M. Payne Jr.","D","NJ","P000604","Committee on Homeland Security","member","minority",6
"P000605","Scott Perry","R","PA","P000605","Committee on Homeland Security","member","majority",6
"K000386","John Katko","R","NY","K000386","Committee on Homeland Security","member","majority",7
"V000132","Filemon Vela","D","TX","V000132","Committee on Homeland Security","member","minority",7
"W000822","Bonnie Watson Coleman","D","NJ","W000822","Committee on Homeland Security","member","minority",8
"H001073","Will Hurd","R","TX","H001073","Committee on Homeland Security","member","majority",8
"R000602","Kathleen Rice","D","NY","R000602","Committee on Homeland Security","member","minority",9
"M001197","Martha McSally","R","AZ","M001197","Committee on Homeland Security","member","majority",9
"C001110","J. Luis Correa","D","CA","C001110","Committee on Homeland Security","member","minority",10
"R000601","John Ratcliffe","R","TX","R000601","Committee on Homeland Security","member","majority",10
"D000625","Daniel M. Donovan","R","NY","D000625","Committee on Homeland Security","member","majority",11
"D000627","Val Demings","D","FL","D000627","Committee on Homeland Security","member","minority",11
"G000579","Mike Gallagher","R","WI","G000579","Committee on Homeland Security","member","majority",12
"B001300","Nanette Barragán","D","CA","B001300","Committee on Homeland Security","member","minority",12
"H001077","Clay Higgins","R","LA","H001077","Committee on Homeland Security","member","majority",13
"G000580","Thomas Garrett","R","VA","G000580","Committee on Homeland Security","member","majority",14
"F000466","Brian Fitzpatrick","R","PA","F000466","Committee on Homeland Security","member","majority",15
"E000298","Ron Estes","R","KS","E000298","Committee on Homeland Security","member","majority",16
"L000589","Debbie Lesko","R","AZ","L000589","Committee on Homeland Security","member","majority",18
"B001250","Rob Bishop","R","UT","B001250","Committee on Natural Resources","member","majority",1
"G000551","Raúl M. Grijalva","D","AZ","G000551","Committee on Natural Resources","member","minority",1
"Y000033","Don Young","R","AK","Y000033","Committee on Natural Resources","member","majority",2
"N000179","Grace F. Napolitano","D","CA","N000179","Committee on Natural Resources","member","minority",2
"B001245","Madeleine Z. Bordallo","D","GU","B001245","Committee on Natural Resources","member","minority",3
"G000552","Louie Gohmert","R","TX","G000552","Committee on Natural Resources","member","majority",3
"C001059","Jim Costa","D","CA","C001059","Committee on Natural Resources","member","minority",4
"L000564","Doug Lamborn","R","CO","L000564","Committee on Natural Resources","member","majority",4
"W000804","Robert J. Wittman","R","VA","W000804","Committee on Natural Resources","member","majority",5
"S001177","Gregorio Kilili Camacho Sablan","D","MP","S001177","Committee on Natural Resources","member","minority",5
"M001177","Tom McClintock","R","CA","M001177","Committee on Natural Resources","member","majority",6
"T000465","Niki Tsongas","D","MA","T000465","Committee on Natural Resources","member","minority",6
"P000588","Steve Pearce","R","NM","P000588","Committee on Natural Resources","member","majority",7
"H001068","Jared Huffman","D","CA","H001068","Committee on Natural Resources","member","minority",7
"T000467","Glenn Thompson","R","PA","T000467","Committee on Natural Resources","member","majority",8
"L000579","Alan Lowenthal","D","CA","L000579","Committee on Natural Resources","member","minority",8
"B001292","Donald Beyer","D","VA","B001292","Committee on Natural Resources","member","minority",9
"G000565","Paul Gosar","R","AZ","G000565","Committee on Natural Resources","member","majority",9
"L000573","Raúl Labrador","R","ID","L000573","Committee on Natural Resources","member","majority",10
"G000574","Ruben Gallego","D","AZ","G000574","Committee on Natural Resources","member","minority",11
"T000470","Scott Tipton","R","CO","T000470","Committee on Natural Resources","member","majority",11
"H001050","Colleen Hanabusa","D","HI","H001050","Committee on Natural Resources","member","minority",12
"L000578","Doug LaMalfa","R","CA","L000578","Committee on Natural Resources","member","majority",12
"D000612","Jeffrey Denham","R","CA","D000612","Committee on Natural Resources","member","majority",13
"B001300","Nanette Barragán","D","CA","B001300","Committee on Natural Resources","member","minority",13
"C001094","Paul Cook","R","CA","C001094","Committee on Natural Resources","member","majority",14
"S001200","Darren Soto","D","FL","S001200","Committee on Natural Resources","member","minority",14
"M001200","A. Donald McEachin","D","VA","M001200","Committee on Natural Resources","member","minority",15
"W000821","Bruce Westerman","R","AR","W000821","Committee on Natural Resources","member","majority",15
"G000577","Garret Graves","R","LA","G000577","Committee on Natural Resources","member","majority",16
"B001304","Anthony Brown","D","MD","B001304","Committee on Natural Resources","member","minority",16
"H001071","Jody Hice","R","GA","H001071","Committee on Natural Resources","member","majority",17
"C001049","William Lacy Clay","D","MO","C001049","Committee on Natural Resources","member","minority",17
"R000600","Amata Coleman Radewagen","R","AS","R000600","Committee on Natural Resources","member","majority",18
"G000585","Jimmy Gomez","D","CA","G000585","Committee on Natural Resources","member","minority",18
"L000585","Darin M. LaHood","R","IL","L000585","Committee on Natural Resources","member","majority",19
"W000806","Daniel Webster","R","FL","W000806","Committee on Natural Resources","member","majority",19
"B001301","Jack Bergman","R","MI","B001301","Committee on Natural Resources","member","majority",20
"C001109","Liz Cheney","R","WY","C001109","Committee on Natural Resources","member","majority",21
"J000299","Mike Johnson","R","LA","J000299","Committee on Natural Resources","member","majority",22
"G000582","Jenniffer González-Colón","R","PR","G000582","Committee on Natural Resources","member","majority",23
"G000584","Greg Gianforte","R","MT","G000584","Committee on Natural Resources","member","majority",24
"C001114","John Curtis","R","UT","C001114","Committee on Natural Resources","member","majority",25
"C000984","Elijah E. Cummings","D","MD","C000984","Committee on Oversight and Reform","member","minority",1
"G000566","Trey Gowdy","R","SC","G000566","Committee on Oversight and Reform","member","majority",1
"M000087","Carolyn B. Maloney","D","NY","M000087","Committee on Oversight and Reform","member","minority",2
"D000533","John J. Duncan Jr.","R","TN","D000533","Committee on Oversight and Reform","member","majority",2
"I000056","Darrell Issa","R","CA","I000056","Committee on Oversight and Reform","member","majority",3
"N000147","Eleanor Holmes Norton","D","DC","N000147","Committee on Oversight and Reform","member","minority",3
"J000289","Jim Jordan","R","OH","J000289","Committee on Oversight and Reform","member","majority",4
"C001049","William Lacy Clay","D","MO","C001049","Committee on Oversight and Reform","member","minority",4
"L000562","Stephen F. Lynch","D","MA","L000562","Committee on Oversight and Reform","member","minority",5
"S000051","Mark Sanford","R","SC","S000051","Committee on Oversight and Reform","member","majority",5
"A000367","Justin Amash","R","MI","A000367","Committee on Oversight and Reform","member","majority",6
"C000754","Jim Cooper","D","TN","C000754","Committee on Oversight and Reform","member","minority",6
"C001078","Gerald E. Connolly","D","VA","C001078","Committee on Oversight and Reform","member","minority",7
"G000565","Paul Gosar","R","AZ","G000565","Committee on Oversight and Reform","member","majority",7
"K000385","Robin Kelly","D","IL","K000385","Committee on Oversight and Reform","member","minority",8
"D000616","Scott DesJarlais","R","TN","D000616","Committee on Oversight and Reform","member","majority",8
"L000581","Brenda Lawrence","D","MI","L000581","Committee on Oversight and Reform","member","minority",9
"W000822","Bonnie Watson Coleman","D","NJ","W000822","Committee on Oversight and Reform","member","minority",10
"F000450","Virginia Foxx","R","NC","F000450","Committee on Oversight and Reform","member","majority",10
"P000610","Stacey Plaskett","D","VI","P000610","Committee on Oversight and Reform","member","minority",11
"M001184","Thomas Massie","R","KY","M001184","Committee on Oversight and Reform","member","majority",11
"M001187","Mark Meadows","R","NC","M001187","Committee on Oversight and Reform","member","majority",12
"K000391","Raja Krishnamoorthi","D","IL","K000391","Committee on Oversight and Reform","member","minority",13
"R000606","Jamie Raskin","D","MD","R000606","Committee on Oversight and Reform","member","minority",14
"R000593","Dennis Ross","R","FL","R000593","Committee on Oversight and Reform","member","majority",14
"W000800","Peter Welch","D","VT","W000800","Committee on Oversight and Reform","member","minority",15
"W000819","Mark Walker","R","NC","W000819","Committee on Oversight and Reform","member","majority",15
"B001294","Rod Blum","R","IA","B001294","Committee on Oversight and Reform","member","majority",16
"C001090","Matt Cartwright","D","PA","C001090","Committee on Oversight and Reform","member","minority",16
"H001071","Jody Hice","R","GA","H001071","Committee on Oversight and Reform","member","majority",17
"D000623","Mark DeSaulnier","D","CA","D000623","Committee on Oversight and Reform","member","minority",17
"R000604","Steve Russell","R","OK","R000604","Committee on Oversight and Reform","member","majority",18
"G000585","Jimmy Gomez","D","CA","G000585","Committee on Oversight and Reform","member","minority",18
"G000576","Glenn Grothman","R","WI","G000576","Committee on Oversight and Reform","member","majority",19
"H001073","Will Hurd","R","TX","H001073","Committee on Oversight and Reform","member","majority",20
"P000609","Gary Palmer","R","AL","P000609","Committee on Oversight and Reform","member","majority",21
"C001108","James Comer","R","KY","C001108","Committee on Oversight and Reform","member","majority",22
"M001201","Paul Mitchell","R","MI","M001201","Committee on Oversight and Reform","member","majority",23
"G000584","Greg Gianforte","R","MT","G000584","Committee on Oversight and Reform","member","majority",24
"S000250","Pete Sessions","R","TX","S000250","Committee on Rules","member","majority",1
"C001053","Tom Cole","R","OK","C001053","Committee on Rules","member","majority",2
"M000312","Jim McGovern","D","MA","M000312","Committee on Rules","member","minority",2
"W000810","Rob Woodall","R","GA","W000810","Committee on Rules","member","majority",3
"H000324","Alcee L. Hastings","D","FL","H000324","Committee on Rules","member","minority",3
"P000598","Jared Polis","D","CO","P000598","Committee on Rules","member","minority",4
"B001248","Michael C. Burgess","R","TX","B001248","Committee on Rules","member","majority",4
"C001093","Doug Collins","R","GA","C001093","Committee on Rules","member","majority",5
"B001289","Bradley Byrne","R","AL","B001289","Committee on Rules","member","majority",6
"N000189","Dan Newhouse","R","WA","N000189","Committee on Rules","member","majority",7
"B001297","Ken Buck","R","CO","B001297","Committee on Rules","member","majority",8
"C001109","Liz Cheney","R","WY","C001109","Committee on Rules","member","majority",9
"S000583","Lamar Smith","R","TX","S000583","Committee on Science, Space, and Technology","member","majority",1
"J000126","Eddie Bernice Johnson","D","TX","J000126","Committee on Science, Space, and Technology","member","minority",1
"L000397","Zoe Lofgren","D","CA","L000397","Committee on Science, Space, and Technology","member","minority",2
"R000409","Dana Rohrabacher","R","CA","R000409","Committee on Science, Space, and Technology","member","majority",2
"L000563","Daniel Lipinski","D","IL","L000563","Committee on Science, Space, and Technology","member","minority",3
"L000491","Frank D. Lucas","R","OK","L000491","Committee on Science, Space, and Technology","member","majority",3
"B001274","Mo Brooks","R","AL","B001274","Committee on Science, Space, and Technology","member","majority",4
"B001278","Suzanne Bonamici","D","OR","B001278","Committee on Science, Space, and Technology","member","minority",4
"H001059","Randy Hultgren","R","IL","H001059","Committee on Science, Space, and Technology","member","majority",5
"B001287","Ami Bera","D","CA","B001287","Committee on Science, Space, and Technology","member","minority",5
"E000293","Elizabeth Esty","D","CT","E000293","Committee on Science, Space, and Technology","member","minority",6
"P000599","Bill Posey","R","FL","P000599","Committee on Science, Space, and Technology","member","majority",6
"M001184","Thomas Massie","R","KY","M001184","Committee on Science, Space, and Technology","member","majority",7
"V000131","Marc Veasey","D","TX","V000131","Committee on Science, Space, and Technology","member","minority",7
"B001292","Donald Beyer","D","VA","B001292","Committee on Science, Space, and Technology","member","minority",8
"W000814","Randy Weber","R","TX","W000814","Committee on Science, Space, and Technology","member","majority",8
"R000608","Jacky Rosen","D","NV","R000608","Committee on Science, Space, and Technology","member","minority",9
"K000387","Steve Knight","R","CA","K000387","Committee on Science, Space, and Technology","member","majority",9
"M001166","Jerry McNerney","D","CA","M001166","Committee on Science, Space, and Technology","member","minority",10
"B001291","Brian Babin","R","TX","B001291","Committee on Science, Space, and Technology","member","majority",10
"C001105","Barbara Comstock","R","VA","C001105","Committee on Science, Space, and Technology","member","majority",11
"P000593","Ed Perlmutter","D","CO","P000593","Committee on Science, Space, and Technology","member","minority",11
"L000583","Barry Loudermilk","R","GA","L000583","Committee on Science, Space, and Technology","member","majority",12
"T000469","Paul Tonko","D","NY","T000469","Committee on Science, Space, and Technology","member","minority",12
"F000454","Bill Foster","D","IL","F000454","Committee on Science, Space, and Technology","member","minority",13
"A000374","Ralph Abraham","R","LA","A000374","Committee on Science, Space, and Technology","member","majority",13
"P000609","Gary Palmer","R","AL","P000609","Committee on Science, Space, and Technology","member","majority",14
"T000472","Mark Takano","D","CA","T000472","Committee on Science, Space, and Technology","member","minority",14
"H001050","Colleen Hanabusa","D","HI","H001050","Committee on Science, Space, and Technology","member","minority",15
"L000585","Darin M. LaHood","R","IL","L000585","Committee on Science, Space, and Technology","member","majority",15
"W000806","Daniel Webster","R","FL","W000806","Committee on Science, Space, and Technology","member","majority",15
"B001302","Andy Biggs","R","AZ","B001302","Committee on Science, Space, and Technology","member","majority",16
"C001111","Charlie Crist","D","FL","C001111","Committee on Science, Space, and Technology","member","minority",16
"M001198","Roger Marshall","R","KS","M001198","Committee on Science, Space, and Technology","member","majority",17
"D000628","Neal Dunn","R","FL","D000628","Committee on Science, Space, and Technology","member","majority",18
"H001077","Clay Higgins","R","LA","H001077","Committee on Science, Space, and Technology","member","majority",19
"N000190","Ralph Norman","R","SC","N000190","Committee on Science, Space, and Technology","member","majority",20
"L000589","Debbie Lesko","R","AZ","L000589","Committee on Science, Space, and Technology","member","majority",21
"V000081","Nydia M. Velázquez","D","NY","V000081","Committee on Small Business","member","minority",1
"C000266","Steven J. Chabot","R","OH","C000266","Committee on Small Business","member","majority",1
"K000362","Steve King","R","IA","K000362","Committee on Small Business","member","majority",2
"E000296","Dwight Evans","D","PA","E000296","Committee on Small Business","member","minority",2
"L000569","Blaine Luetkemeyer","R","MO","L000569","Committee on Small Business","member","majority",3
"M001202","Stephanie Murphy","D","FL","M001202","Committee on Small Business","member","minority",3
"B001290","David A. Brat","R","VA","B001290","Committee on Small Business","member","majority",4
"L000586","Al Lawson","D","FL","L000586","Committee on Small Business","member","minority",4
"C001067","Yvette D. Clarke","D","NY","C001067","Committee on Small Business","member","minority",5
"R000600","Amata Coleman Radewagen","R","AS","R000600","Committee on Small Business","member","majority",5
"K000387","Steve Knight","R","CA","K000387","Committee on Small Business","member","majority",6
"C001080","Judy Chu","D","CA","C001080","Committee on Small Business","member","minority",6
"K000388","Trent Kelly","R","MS","K000388","Committee on Small Business","member","majority",7
"A000370","Alma Adams","D","NC","A000370","Committee on Small Business","member","minority",7
"B001294","Rod Blum","R","IA","B001294","Committee on Small Business","member","majority",8
"E000297","Adriano Espaillat","D","NY","E000297","Committee on Small Business","member","minority",8
"S001190","Brad Schneider","D","IL","S001190","Committee on Small Business","member","minority",9
"C001108","James Comer","R","KY","C001108","Committee on Small Business","member","majority",9
"G000582","Jenniffer González-Colón","R","PR","G000582","Committee on Small Business","member","majority",10
"F000466","Brian Fitzpatrick","R","PA","F000466","Committee on Small Business","member","majority",11
"M001198","Roger Marshall","R","KS","M001198","Committee on Small Business","member","majority",12
"N000190","Ralph Norman","R","SC","N000190","Committee on Small Business","member","majority",13
"W000809","Steve Womack","R","AR","W000809","Committee on the Budget","member","majority",1
"Y000062","John Yarmuth","D","KY","Y000062","Committee on the Budget","member","minority",1
"L000551","Barbara Lee","D","CA","L000551","Committee on the Budget","member","minority",2
"B001273","Diane Black","R","TN","B001273","Committee on the Budget","member","majority",2
"D000600","Mario Diaz-Balart","R","FL","D000600","Committee on the Budget","member","majority",3
"C001053","Tom Cole","R","OK","C001053","Committee on the Budget","member","majority",4
"M001196","Seth Moulton","D","MA","M001196","Committee on the Budget","member","minority",4
"J000294","Hakeem Jeffries","D","NY","J000294","Committee on the Budget","member","minority",5
"M001177","Tom McClintock","R","CA","M001177","Committee on the Budget","member","majority",5
"H001038","Brian Higgins","D","NY","H001038","Committee on the Budget","member","minority",6
"R000592","Todd Rokita","R","IN","R000592","Committee on the Budget","member","majority",6
"W000810","Rob Woodall","R","GA","W000810","Committee on the Budget","member","majority",7
"D000617","Suzan K. DelBene","D","WA","D000617","Committee on the Budget","member","minority",7
"S000051","Mark Sanford","R","SC","S000051","Committee on the Budget","member","majority",8
"W000797","Debbie Wasserman Schultz","D","FL","W000797","Committee on the Budget","member","minority",8
"B001290","David A. Brat","R","VA","B001290","Committee on the Budget","member","majority",9
"B001296","Brendan Boyle","D","PA","B001296","Committee on the Budget","member","minority",9
"G000576","Glenn Grothman","R","WI","G000576","Committee on the Budget","member","majority",10
"K000389","Ro Khanna","D","CA","K000389","Committee on the Budget","member","minority",10
"J000298","Pramila Jayapal","D","WA","J000298","Committee on the Budget","member","minority",11
"P000609","Gary Palmer","R","AL","P000609","Committee on the Budget","member","majority",11
"W000821","Bruce Westerman","R","AR","W000821","Committee on the Budget","member","majority",12
"C001112","Salud Carbajal","D","CA","C001112","Committee on the Budget","member","minority",12
"R000586","Jim Renacci","R","OH","R000586","Committee on the Budget","member","majority",13
"J000032","Sheila Jackson Lee","D","TX","J000032","Committee on the Budget","member","minority",13
"S001145","Jan Schakowsky","D","IL","S001145","Committee on the Budget","member","minority",14
"J000292","Bill Johnson","R","OH","J000292","Committee on the Budget","member","majority",14
"S001195","Jason Smith","R","MO","S001195","Committee on the Budget","member","majority",15
"L000587","Jason Lewis","R","MN","L000587","Committee on the Budget","member","majority",16
"B001301","Jack Bergman","R","MI","B001301","Committee on the Budget","member","majority",17
"F000464","John Faso","R","NY","F000464","Committee on the Budget","member","majority",18
"S001199","Lloyd Smucker","R","PA","S001199","Committee on the Budget","member","majority",19
"G000578","Matt Gaetz","R","FL","G000578","Committee on the Budget","member","majority",20
"A000375","Jodey Arrington","R","TX","A000375","Committee on the Budget","member","majority",21
"F000465","A. Drew Ferguson","R","GA","F000465","Committee on the Budget","member","majority",22
"B001293","Mike Bishop","R","MI","B001293","Committee on the Judiciary","member","majority",
"G000289","Robert W. Goodlatte","R","VA","G000289","Committee on the Judiciary","member","majority",1
"N000002","Jerrold Nadler","D","NY","N000002","Committee on the Judiciary","member","minority",1
"S000244","F. James Sensenbrenner","R","WI","S000244","Committee on the Judiciary","member","majority",2
"L000397","Zoe Lofgren","D","CA","L000397","Committee on the Judiciary","member","minority",2
"J000032","Sheila Jackson Lee","D","TX","J000032","Committee on the Judiciary","member","minority",3
"S000583","Lamar Smith","R","TX","S000583","Committee on the Judiciary","member","majority",3
"C000266","Steven J. Chabot","R","OH","C000266","Committee on the Judiciary","member","majority",4
"C001068","Steve Cohen","D","TN","C001068","Committee on the Judiciary","member","minority",4
"J000288","Hank Johnson","D","GA","J000288","Committee on the Judiciary","member","minority",5
"I000056","Darrell Issa","R","CA","I000056","Committee on the Judiciary","member","majority",5
"K000362","Steve King","R","IA","K000362","Committee on the Judiciary","member","majority",6
"D000610","Ted Deutch","D","FL","D000610","Committee on the Judiciary","member","minority",6
"G000535","Luis V. Gutiérrez","D","IL","G000535","Committee on the Judiciary","member","minority",7
"G000552","Louie Gohmert","R","TX","G000552","Committee on the Judiciary","member","majority",7
"J000289","Jim Jordan","R","OH","J000289","Committee on the Judiciary","member","majority",8
"B001270","Karen Bass","D","CA","B001270","Committee on the Judiciary","member","minority",8
"R000588","Cedric Richmond","D","LA","R000588","Committee on the Judiciary","member","minority",9
"P000592","Ted Poe","R","TX","P000592","Committee on the Judiciary","member","majority",9
"J000294","Hakeem Jeffries","D","NY","J000294","Committee on the Judiciary","member","minority",10
"M001179","Tom Marino","R","PA","M001179","Committee on the Judiciary","member","majority",10
"C001084","David Cicilline","D","RI","C001084","Committee on the Judiciary","member","minority",11
"G000566","Trey Gowdy","R","SC","G000566","Committee on the Judiciary","member","majority",11
"L000573","Raúl Labrador","R","ID","L000573","Committee on the Judiciary","member","majority",12
"S001193","Eric Swalwell","D","CA","S001193","Committee on the Judiciary","member","minority",12
"L000582","Ted Lieu","D","CA","L000582","Committee on the Judiciary","member","minority",13
"C001093","Doug Collins","R","GA","C001093","Committee on the Judiciary","member","majority",14
"R000606","Jamie Raskin","D","MD","R000606","Committee on the Judiciary","member","minority",14
"J000298","Pramila Jayapal","D","WA","J000298","Committee on the Judiciary","member","minority",15
"S001190","Brad Schneider","D","IL","S001190","Committee on the Judiciary","member","minority",16
"B001297","Ken Buck","R","CO","B001297","Committee on the Judiciary","member","majority",16
"D000627","Val Demings","D","FL","D000627","Committee on the Judiciary","member","minority",17
"R000601","John Ratcliffe","R","TX","R000601","Committee on the Judiciary","member","majority",17
"R000591","Martha Roby","R","AL","R000591","Committee on the Judiciary","member","majority",18
"G000578","Matt Gaetz","R","FL","G000578","Committee on the Judiciary","member","majority",19
"J000299","Mike Johnson","R","LA","J000299","Committee on the Judiciary","member","majority",20
"B001302","Andy Biggs","R","AZ","B001302","Committee on the Judiciary","member","majority",21
"R000609","John Rutherford","R","FL","R000609","Committee on the Judiciary","member","majority",22
"H001078","Karen Handel","R","GA","H001078","Committee on the Judiciary","member","majority",23
"D000191","Peter A. DeFazio","D","OR","D000191","Committee on Transportation and Infrastructure","member","minority",1
"S001154","Bill Shuster","R","PA","S001154","Committee on Transportation and Infrastructure","member","majority",1
"Y000033","Don Young","R","AK","Y000033","Committee on Transportation and Infrastructure","member","majority",2
"N000147","Eleanor Holmes Norton","D","DC","N000147","Committee on Transportation and Infrastructure","member","minority",2
"D000533","John J. Duncan Jr.","R","TN","D000533","Committee on Transportation and Infrastructure","member","majority",3
"J000126","Eddie Bernice Johnson","D","TX","J000126","Committee on Transportation and Infrastructure","member","minority",3
"C000984","Elijah E. Cummings","D","MD","C000984","Committee on Transportation and Infrastructure","member","minority",4
"L000554","Frank A. LoBiondo","R","NJ","L000554","Committee on Transportation and Infrastructure","member","majority",4
"L000560","Rick Larsen","D","WA","L000560","Committee on Transportation and Infrastructure","member","minority",5
"G000546","Sam Graves","R","MO","G000546","Committee on Transportation and Infrastructure","member","majority",5
"C001037","Michael E. Capuano","D","MA","C001037","Committee on Transportation and Infrastructure","member","minority",6
"H001048","Duncan D. Hunter","R","CA","H001048","Committee on Transportation and Infrastructure","member","majority",6
"C001087","Rick Crawford","R","AR","C001087","Committee on Transportation and Infrastructure","member","majority",7
"N000179","Grace F. Napolitano","D","CA","N000179","Committee on Transportation and Infrastructure","member","minority",7
"L000563","Daniel Lipinski","D","IL","L000563","Committee on Transportation and Infrastructure","member","minority",8
"B001269","Lou Barletta","R","PA","B001269","Committee on Transportation and Infrastructure","member","majority",8
"G000563","Bob Gibbs","R","OH","G000563","Committee on Transportation and Infrastructure","member","majority",9
"C001068","Steve Cohen","D","TN","C001068","Committee on Transportation and Infrastructure","member","minority",9
"S001165","Albio Sires","D","NJ","S001165","Committee on Transportation and Infrastructure","member","minority",10
"W000806","Daniel Webster","R","FL","W000806","Committee on Transportation and Infrastructure","member","majority",10
"G000559","John Garamendi","D","CA","G000559","Committee on Transportation and Infrastructure","member","minority",11
"D000612","Jeffrey Denham","R","CA","D000612","Committee on Transportation and Infrastructure","member","majority",11
"J000288","Hank Johnson","D","GA","J000288","Committee on Transportation and Infrastructure","member","minority",12
"M001184","Thomas Massie","R","KY","M001184","Committee on Transportation and Infrastructure","member","majority",12
"C001072","André Carson","D","IN","C001072","Committee on Transportation and Infrastructure","member","minority",13
"M001187","Mark Meadows","R","NC","M001187","Committee on Transportation and Infrastructure","member","majority",13
"P000605","Scott Perry","R","PA","P000605","Committee on Transportation and Infrastructure","member","majority",14
"N000127","Rick Nolan","D","MN","N000127","Committee on Transportation and Infrastructure","member","minority",14
"T000468","Dina Titus","D","NV","T000468","Committee on Transportation and Infrastructure","member","minority",15
"D000619","Rodney Davis","R","IL","D000619","Committee on Transportation and Infrastructure","member","majority",15
"M001185","Sean Patrick Maloney","D","NY","M001185","Committee on Transportation and Infrastructure","member","minority",16
"S000051","Mark Sanford","R","SC","S000051","Committee on Transportation and Infrastructure","member","majority",16
"W000810","Rob Woodall","R","GA","W000810","Committee on Transportation and Infrastructure","member","majority",17
"E000293","Elizabeth Esty","D","CT","E000293","Committee on Transportation and Infrastructure","member","minority",17
"R000592","Todd Rokita","R","IN","R000592","Committee on Transportation and Infrastructure","member","majority",18
"F000462","Lois Frankel","D","FL","F000462","Committee on Transportation and Infrastructure","member","minority",18
"K000386","John Katko","R","NY","K000386","Committee on Transportation and Infrastructure","member","majority",19
"B001286","Cheri Bustos","D","IL","B001286","Committee on Transportation and Infrastructure","member","minority",19
"H001068","Jared Huffman","D","CA","H001068","Committee on Transportation and Infrastructure","member","minority",20
"B001291","Brian Babin","R","TX","B001291","Committee on Transportation and Infrastructure","member","majority",20
"G000577","Garret Graves","R","LA","G000577","Committee on Transportation and Infrastructure","member","majority",21
"B001285","Julia Brownley","D","CA","B001285","Committee on Transportation and Infrastructure","member","minority",21
