"id","name","partyShort","stateAbbreviation","subcommitteeId","subcommitteeName","subcommitteePosition","subcommitteeSide","subcommitteeRank"
"K000375","Bill Keating","D","MA","K000375","Strategic Forces","member","majority",9
"H001083","Kendra Horn","D","OK","H001083","Strategic Forces","Vice Chair","majority",10
"S001196","Elise Stefanik","R","NY","S001196","Intelligence and Special Operations","Ranking Member","minority",1
"L000559","Jim Langevin","D","RI","L000559","Intelligence and Special Operations","Chair","majority",1
"L000560","Rick Larsen","D","WA","L000560","Intelligence and Special Operations","member","majority",2
"G000546","Sam Graves","R","MO","G000546","Intelligence and Special Operations","member","minority",2
"C000754","Jim Cooper","D","TN","C000754","Intelligence and Special Operations","member","majority",3
"A000374","Ralph Abraham","R","LA","A000374","Intelligence and Special Operations","member","minority",3
"G000571","Tulsi Gabbard","D","HI","G000571","Intelligence and Special Operations","member","majority",4
"C001062","K. Michael Conaway","R","TX","C001062","Intelligence and Special Operations","member","minority",4
"B001304","Anthony Brown","D","MD","B001304","Intelligence and Special Operations","member","majority",5
"S001189","Austin Scott","R","GA","S001189","Intelligence and Special Operations","member","minority",5
"K000389","Ro Khanna","D","CA","K000389","Intelligence and Special Operations","member","majority",6
"D000616","Scott DesJarlais","R","TN","D000616","Intelligence and Special Operations","member","minority",6
"K000375","Bill Keating","D","MA","K000375","Intelligence and Special Operations","member","majority",7
"G000579","Mike Gallagher","R","WI","G000579","Intelligence and Special Operations","member","minority",7
"K000394","Andy Kim","D","NJ","K000394","Intelligence and Special Operations","member","majority",8
"W000823","Michael Waltz","R","FL","W000823","Intelligence and Special Operations","member","minority",8
"H001085","Chrissy Houlahan","D","PA","H001085","Intelligence and Special Operations","member","majority",9
"B001298","Don Bacon","R","NE","B001298","Intelligence and Special Operations","member","minority",9
"C001121","Jason Crow","D","CO","C001121","Intelligence and Special Operations","Vice Chair","majority",10
"B001299","Jim Banks","R","IN","B001299","Intelligence and Special Operations","member","minority",10
"S001208","Elissa Slotkin","D","MI","S001208","Intelligence and Special Operations","member","majority",11
"T000482","Lori Trahan","D","MA","T000482","Intelligence and Special Operations","member","majority",12
"A000372","Rick Allen","R","GA","A000372","Early Childhood, Elementary, and Secondary Education","Ranking Member","minority",1
"S001177","Gregorio Kilili Camacho Sablan","D","MP","S001177","Early Childhood, Elementary, and Secondary Education","Chair","majority",1
"T000467","Glenn Thompson","R","PA","T000467","Early Childhood, Elementary, and Secondary Education","member","minority",2
"S001216","Kim Schrier","D","WA","S001216","Early Childhood, Elementary, and Secondary Education","member","majority",2
"G000576","Glenn Grothman","R","WI","G000576","Early Childhood, Elementary, and Secondary Education","member","minority",3
"H001081","Jahana Hayes","D","CT","H001081","Early Childhood, Elementary, and Secondary Education","member","majority",3
"T000479","Van Taylor","R","TX","T000479","Early Childhood, Elementary, and Secondary Education","member","minority",4
"S001206","Donna Shalala","D","FL","S001206","Early Childhood, Elementary, and Secondary Education","member","majority",4
"T000480","William Timmons","R","SC","T000480","Early Childhood, Elementary, and Secondary Education","member","minority",5
"D000598","Susan A. Davis","D","CA","D000598","Early Childhood, Elementary, and Secondary Education","member","majority",5
"W000808","Frederica Wilson","D","FL","W000808","Early Childhood, Elementary, and Secondary Education","member","majority",6
"D000623","Mark DeSaulnier","D","CA","D000623","Early Childhood, Elementary, and Secondary Education","member","majority",7
"M001206","Joe Morelle","D","NY","M001206","Early Childhood, Elementary, and Secondary Education","member","majority",8
"W000798","Tim Walberg","R","MI","W000798","Health, Employment, Labor, and Pensions","Ranking Member","minority",1
"W000808","Frederica Wilson","D","FL","W000808","Health, Employment, Labor, and Pensions","Chair","majority",1
"R000582","Phil Roe","R","TN","R000582","Health, Employment, Labor, and Pensions","member","minority",2
"N000188","Donald W. Norcross","D","NJ","N000188","Health, Employment, Labor, and Pensions","member","majority",2
"A000372","Rick Allen","R","GA","A000372","Health, Employment, Labor, and Pensions","member","minority",3
"M001206","Joe Morelle","D","NY","M001206","Health, Employment, Labor, and Pensions","member","majority",3
"R000607","Francis Rooney","R","FL","R000607","Health, Employment, Labor, and Pensions","member","minority",4
"W000826","Susan Wild","D","PA","W000826","Health, Employment, Labor, and Pensions","member","majority",4
"B001299","Jim Banks","R","IN","B001299","Health, Employment, Labor, and Pensions","member","minority",5
"M001208","Lucy McBath","D","GA","M001208","Health, Employment, Labor, and Pensions","member","majority",5
"F000469","Russ Fulcher","R","ID","F000469","Health, Employment, Labor, and Pensions","member","minority",6
"U000040","Lauren Underwood","D","IL","U000040","Health, Employment, Labor, and Pensions","member","majority",6
"T000479","Van Taylor","R","TX","T000479","Health, Employment, Labor, and Pensions","member","minority",7
"S001215","Haley Stevens","D","MI","S001215","Health, Employment, Labor, and Pensions","member","majority",7
"W000824","Steven Watkins","R","KS","W000824","Health, Employment, Labor, and Pensions","member","minority",8
"C001069","Joe Courtney","D","CT","C001069","Health, Employment, Labor, and Pensions","member","majority",8
"W000827","Ron Wright","R","TX","W000827","Health, Employment, Labor, and Pensions","member","minority",9
"F000455","Marcia L. Fudge","D","OH","F000455","Health, Employment, Labor, and Pensions","member","majority",9
"M001204","Daniel Meuser","R","PA","M001204","Health, Employment, Labor, and Pensions","member","minority",10
"H001090","Josh Harder","D","CA","H001090","Health, Employment, Labor, and Pensions","member","majority",10
"J000301","Dusty Johnson","R","SD","J000301","Health, Employment, Labor, and Pensions","member","minority",11
"S001206","Donna Shalala","D","FL","S001206","Health, Employment, Labor, and Pensions","member","majority",11
"L000592","Andy Levin","D","MI","L000592","Health, Employment, Labor, and Pensions","member","majority",12
"T000482","Lori Trahan","D","MA","T000482","Health, Employment, Labor, and Pensions","member","majority",13
"S000185","Robert C. Scott","D","VA","S000185","Health, Employment, Labor, and Pensions","member","majority",14
"S001199","Lloyd Smucker","R","PA","S001199","Higher Education and Workforce Investment","Ranking Member","minority",1
"D000598","Susan A. Davis","D","CA","D000598","Higher Education and Workforce Investment","Chair","majority",1
"G000558","Brett Guthrie","R","KY","G000558","Higher Education and Workforce Investment","member","minority",2
"C001069","Joe Courtney","D","CT","C001069","Higher Education and Workforce Investment","member","majority",2
"G000576","Glenn Grothman","R","WI","G000576","Higher Education and Workforce Investment","member","minority",3
"T000472","Mark Takano","D","CA","T000472","Higher Education and Workforce Investment","member","majority",3
"S001196","Elise Stefanik","R","NY","S001196","Higher Education and Workforce Investment","member","minority",4
"J000298","Pramila Jayapal","D","WA","J000298","Higher Education and Workforce Investment","member","majority",4
"B001299","Jim Banks","R","IN","B001299","Higher Education and Workforce Investment","member","minority",5
"H001090","Josh Harder","D","CA","H001090","Higher Education and Workforce Investment","member","majority",5
"W000819","Mark Walker","R","NC","W000819","Higher Education and Workforce Investment","member","minority",6
"L000592","Andy Levin","D","MI","L000592","Higher Education and Workforce Investment","member","majority",6
"C001108","James Comer","R","KY","C001108","Higher Education and Workforce Investment","member","minority",7
"O000173","Ilhan Omar","D","MN","O000173","Higher Education and Workforce Investment","member","majority",7
"C001118","Ben Cline","R","VA","C001118","Higher Education and Workforce Investment","member","minority",8
"T000483","David Trone","D","MD","T000483","Higher Education and Workforce Investment","member","majority",8
"F000469","Russ Fulcher","R","ID","F000469","Higher Education and Workforce Investment","member","minority",9
"L000590","Susie Lee","D","NV","L000590","Higher Education and Workforce Investment","member","majority",9
"W000824","Steven Watkins","R","KS","W000824","Higher Education and Workforce Investment","member","minority",10
"T000482","Lori Trahan","D","MA","T000482","Higher Education and Workforce Investment","member","majority",10
"M001204","Daniel Meuser","R","PA","M001204","Higher Education and Workforce Investment","member","minority",11
"C001091","Joaquín Castro","D","TX","C001091","Higher Education and Workforce Investment","member","majority",11
"T000480","William Timmons","R","SC","T000480","Higher Education and Workforce Investment","member","minority",12
"G000551","Raúl M. Grijalva","D","AZ","G000551","Higher Education and Workforce Investment","member","majority",12
"S001177","Gregorio Kilili Camacho Sablan","D","MP","S001177","Higher Education and Workforce Investment","member","majority",13
"B001278","Suzanne Bonamici","D","OR","B001278","Higher Education and Workforce Investment","member","majority",14
"A000370","Alma Adams","D","NC","A000370","Higher Education and Workforce Investment","member","majority",15
"N000188","Donald W. Norcross","D","NJ","N000188","Higher Education and Workforce Investment","member","majority",16
"B001289","Bradley Byrne","R","AL","B001289","Workforce Protections","Ranking Member","minority",1
"A000370","Alma Adams","D","NC","A000370","Workforce Protections","Chair","majority",1
"R000607","Francis Rooney","R","FL","R000607","Workforce Protections","member","minority",2
"D000623","Mark DeSaulnier","D","CA","D000623","Workforce Protections","member","majority",2
"W000819","Mark Walker","R","NC","W000819","Workforce Protections","member","minority",3
"T000472","Mark Takano","D","CA","T000472","Workforce Protections","member","majority",3
"C001118","Ben Cline","R","VA","C001118","Workforce Protections","member","minority",4
"J000298","Pramila Jayapal","D","WA","J000298","Workforce Protections","member","majority",4
"W000827","Ron Wright","R","TX","W000827","Workforce Protections","member","minority",5
"W000826","Susan Wild","D","PA","W000826","Workforce Protections","member","majority",5
"M001208","Lucy McBath","D","GA","M001208","Workforce Protections","member","majority",6
"O000173","Ilhan Omar","D","MN","O000173","Workforce Protections","member","majority",7
"S001215","Haley Stevens","D","MI","S001215","Workforce Protections","member","majority",8
"B001278","Suzanne Bonamici","D","OR","B001278","Civil Rights and Human Services","Chair","majority",1
"C001108","James Comer","R","KY","C001108","Civil Rights and Human Services","Ranking Member","minority",1
"G000551","Raúl M. Grijalva","D","AZ","G000551","Civil Rights and Human Services","member","majority",2
"T000467","Glenn Thompson","R","PA","T000467","Civil Rights and Human Services","member","minority",2
"F000455","Marcia L. Fudge","D","OH","F000455","Civil Rights and Human Services","member","majority",3
"S001196","Elise Stefanik","R","NY","S001196","Civil Rights and Human Services","member","minority",3
"S001216","Kim Schrier","D","WA","S001216","Civil Rights and Human Services","member","majority",4
"J000301","Dusty Johnson","R","SD","J000301","Civil Rights and Human Services","member","minority",4
"H001081","Jahana Hayes","D","CT","H001081","Civil Rights and Human Services","member","majority",5
"T000483","David Trone","D","MD","T000483","Civil Rights and Human Services","member","majority",6
"L000590","Susie Lee","D","NV","L000590","Civil Rights and Human Services","member","majority",7
"M001159","Cathy McMorris Rodgers","R","WA","M001159","Consumer Protection and Commerce","Ranking Member","minority",1
"S001145","Jan Schakowsky","D","IL","S001145","Consumer Protection and Commerce","Chair","majority",1
"U000031","Fred Upton","R","MI","U000031","Consumer Protection and Commerce","member","minority",2
"C001066","Kathy Castor","D","FL","C001066","Consumer Protection and Commerce","member","majority",2
"B001248","Michael C. Burgess","R","TX","B001248","Consumer Protection and Commerce","member","minority",3
"V000131","Marc Veasey","D","TX","V000131","Consumer Protection and Commerce","member","majority",3
"L000566","Robert E. Latta","R","OH","L000566","Consumer Protection and Commerce","member","minority",4
"K000385","Robin Kelly","D","IL","K000385","Consumer Protection and Commerce","member","majority",4
"G000558","Brett Guthrie","R","KY","G000558","Consumer Protection and Commerce","member","minority",5
"O000171","Tom O'Halleran","D","AZ","O000171","Consumer Protection and Commerce","member","majority",5
"B001275","Larry Bucshon","R","IN","B001275","Consumer Protection and Commerce","member","minority",6
"L000570","Ben Ray Luján","D","NM","L000570","Consumer Protection and Commerce","member","majority",6
"H001067","Richard Hudson","R","NC","H001067","Consumer Protection and Commerce","member","minority",7
"C001097","Tony Cárdenas","D","CA","C001097","Consumer Protection and Commerce","Vice Chair","majority",7
"C001103","Buddy Carter","R","GA","C001103","Consumer Protection and Commerce","member","minority",8
"B001303","Lisa Blunt Rochester","D","DE","B001303","Consumer Protection and Commerce","member","majority",8
"G000584","Greg Gianforte","R","MT","G000584","Consumer Protection and Commerce","member","minority",9
"S001200","Darren Soto","D","FL","S001200","Consumer Protection and Commerce","member","majority",9
"W000791","Greg Walden","R","OR","W000791","Consumer Protection and Commerce","Ex Officio","minority",10
"R000515","Bobby L. Rush","D","IL","R000515","Consumer Protection and Commerce","member","majority",10
"M001163","Doris Matsui","D","CA","M001163","Consumer Protection and Commerce","member","majority",11
"M001166","Jerry McNerney","D","CA","M001166","Consumer Protection and Commerce","member","majority",12
"D000624","Debbie Dingell","D","MI","D000624","Consumer Protection and Commerce","member","majority",13
"P000034","Frank Pallone","D","NJ","P000034","Consumer Protection and Commerce","Ex Officio","majority",14
"L000566","Robert E. Latta","R","OH","L000566","Communications and Technology","Ranking Member","minority",1
"D000482","Mike Doyle","D","PA","D000482","Communications and Technology","Chair","majority",1
"S000364","John Shimkus","R","IL","S000364","Communications and Technology","member","minority",2
"M001166","Jerry McNerney","D","CA","M001166","Communications and Technology","member","majority",2
"S001176","Steve Scalise","R","LA","S001176","Communications and Technology","member","minority",3
"C001067","Yvette D. Clarke","D","NY","C001067","Communications and Technology","member","majority",3
"O000168","Pete Olson","R","TX","O000168","Communications and Technology","member","minority",4
"L000565","Dave Loebsack","D","IA","L000565","Communications and Technology","member","majority",4
"K000378","Adam Kinzinger","R","IL","K000378","Communications and Technology","member","minority",5
"V000131","Marc Veasey","D","TX","V000131","Communications and Technology","member","majority",5
"B001257","Gus Bilirakis","R","FL","B001257","Communications and Technology","member","minority",6
"M001200","A. Donald McEachin","D","VA","M001200","Communications and Technology","member","majority",6
"J000292","Bill Johnson","R","OH","J000292","Communications and Technology","member","minority",7
"S001200","Darren Soto","D","FL","S001200","Communications and Technology","member","majority",7
"L000576","Billy Long","R","MO","L000576","Communications and Technology","member","minority",8
"O000171","Tom O'Halleran","D","AZ","O000171","Communications and Technology","member","majority",8
"F000461","Bill Flores","R","TX","F000461","Communications and Technology","member","minority",9
"E000215","Anna G. Eshoo","D","CA","E000215","Communications and Technology","member","majority",9
"B001284","Susan Brooks","R","IN","B001284","Communications and Technology","member","minority",10
"D000197","Diana DeGette","D","CO","D000197","Communications and Technology","member","majority",10
"W000798","Tim Walberg","R","MI","W000798","Communications and Technology","member","minority",11
"B001251","G. K. Butterfield","D","NC","B001251","Communications and Technology","member","majority",11
"G000584","Greg Gianforte","R","MT","G000584","Communications and Technology","member","minority",12
"M001163","Doris Matsui","D","CA","M001163","Communications and Technology","Vice Chair","majority",12
"W000791","Greg Walden","R","OR","W000791","Communications and Technology","Ex Officio","minority",13
"W000800","Peter Welch","D","VT","W000800","Communications and Technology","member","majority",13
"L000570","Ben Ray Luján","D","NM","L000570","Communications and Technology","member","majority",14
"S001180","Kurt Schrader","D","OR","S001180","Communications and Technology","member","majority",15
"C001097","Tony Cárdenas","D","CA","C001097","Communications and Technology","member","majority",16
"D000624","Debbie Dingell","D","MI","D000624","Communications and Technology","member","majority",17
"P000034","Frank Pallone","D","NJ","P000034","Communications and Technology","Ex Officio","majority",18
"U000031","Fred Upton","R","MI","U000031","Energy","Ranking Member","minority",1
"R000515","Bobby L. Rush","D","IL","R000515","Energy","Chair","majority",1
"L000566","Robert E. Latta","R","OH","L000566","Energy","member","minority",2
"P000608","Scott Peters","D","CA","P000608","Energy","member","majority",2
"M001159","Cathy McMorris Rodgers","R","WA","M001159","Energy","member","minority",3
"D000482","Mike Doyle","D","PA","D000482","Energy","member","majority",3
"O000168","Pete Olson","R","TX","O000168","Energy","member","minority",4
"S001168","John Sarbanes","D","MD","S001168","Energy","member","majority",4
"M001180","David McKinley","R","WV","M001180","Energy","member","minority",5
"M001166","Jerry McNerney","D","CA","M001166","Energy","Vice Chair","majority",5
"K000378","Adam Kinzinger","R","IL","K000378","Energy","member","minority",6
"T000469","Paul Tonko","D","NY","T000469","Energy","member","majority",6
"G000568","Morgan Griffith","R","VA","G000568","Energy","member","minority",7
"L000565","Dave Loebsack","D","IA","L000565","Energy","member","majority",7
"J000292","Bill Johnson","R","OH","J000292","Energy","member","minority",8
"B001251","G. K. Butterfield","D","NC","B001251","Energy","member","majority",8
"B001275","Larry Bucshon","R","IN","B001275","Energy","member","minority",9
"W000800","Peter Welch","D","VT","W000800","Energy","member","majority",9
"F000461","Bill Flores","R","TX","F000461","Energy","member","minority",10
"S001180","Kurt Schrader","D","OR","S001180","Energy","member","majority",10
"H001067","Richard Hudson","R","NC","H001067","Energy","member","minority",11
"K000379","Joseph P. Kennedy III","D","MA","K000379","Energy","member","majority",11
"W000798","Tim Walberg","R","MI","W000798","Energy","member","minority",12
"V000131","Marc Veasey","D","TX","V000131","Energy","member","majority",12
"D000615","Jeffrey Duncan","R","SC","D000615","Energy","member","minority",13
"K000382","Ann McLane Kuster","D","NH","K000382","Energy","member","majority",13
"W000791","Greg Walden","R","OR","W000791","Energy","Ex Officio","minority",14
"K000385","Robin Kelly","D","IL","K000385","Energy","member","majority",14
"B001300","Nanette Barragán","D","CA","B001300","Energy","member","majority",15
"M001200","A. Donald McEachin","D","VA","M001200","Energy","member","majority",16
"O000171","Tom O'Halleran","D","AZ","O000171","Energy","member","majority",17
"B001303","Lisa Blunt Rochester","D","DE","B001303","Energy","member","majority",18
"P000034","Frank Pallone","D","NJ","P000034","Energy","Ex Officio","majority",19
"B001248","Michael C. Burgess","R","TX","B001248","Health","Ranking Member","minority",1
"E000215","Anna G. Eshoo","D","CA","E000215","Health","Chair","majority",1
"U000031","Fred Upton","R","MI","U000031","Health","member","minority",2
"E000179","Eliot L. Engel","D","NY","E000179","Health","member","majority",2
"S000364","John Shimkus","R","IL","S000364","Health","member","minority",3
"B001251","G. K. Butterfield","D","NC","B001251","Health","Vice Chair","majority",3
"G000558","Brett Guthrie","R","KY","G000558","Health","member","minority",4
"M001163","Doris Matsui","D","CA","M001163","Health","member","majority",4
"G000568","Morgan Griffith","R","VA","G000568","Health","member","minority",5
"C001066","Kathy Castor","D","FL","C001066","Health","member","majority",5
"B001257","Gus Bilirakis","R","FL","B001257","Health","member","minority",6
"S001168","John Sarbanes","D","MD","S001168","Health","member","majority",6
"L000576","Billy Long","R","MO","L000576","Health","member","minority",7
"L000570","Ben Ray Luján","D","NM","L000570","Health","member","majority",7
"B001275","Larry Bucshon","R","IN","B001275","Health","member","minority",8
"W000800","Peter Welch","D","VT","W000800","Health","member","majority",8
"B001284","Susan Brooks","R","IN","B001284","Health","member","minority",9
"K000379","Joseph P. Kennedy III","D","MA","K000379","Health","member","majority",9
"M001190","Markwayne Mullin","R","OK","M001190","Health","member","minority",10
"C001097","Tony Cárdenas","D","CA","C001097","Health","member","majority",10
"H001067","Richard Hudson","R","NC","H001067","Health","member","minority",11
"S001180","Kurt Schrader","D","OR","S001180","Health","member","majority",11
"C001103","Buddy Carter","R","GA","C001103","Health","member","minority",12
"R000599","Raul Ruiz","D","CA","R000599","Health","member","majority",12
"G000584","Greg Gianforte","R","MT","G000584","Health","member","minority",13
"D000624","Debbie Dingell","D","MI","D000624","Health","member","majority",13
"W000791","Greg Walden","R","OR","W000791","Health","Ex Officio","minority",14
"K000382","Ann McLane Kuster","D","NH","K000382","Health","member","majority",14
"K000385","Robin Kelly","D","IL","K000385","Health","member","majority",15
"B001300","Nanette Barragán","D","CA","B001300","Health","member","majority",16
"B001303","Lisa Blunt Rochester","D","DE","B001303","Health","member","majority",17
"R000515","Bobby L. Rush","D","IL","R000515","Health","member","majority",18
"P000034","Frank Pallone","D","NJ","P000034","Health","Ex Officio","majority",19
"G000558","Brett Guthrie","R","KY","G000558","Oversight and Investigations","Ranking Member","minority",1
"D000197","Diana DeGette","D","CO","D000197","Oversight and Investigations","Chair","majority",1
"B001248","Michael C. Burgess","R","TX","B001248","Oversight and Investigations","member","minority",2
"S001145","Jan Schakowsky","D","IL","S001145","Oversight and Investigations","member","majority",2
"M001180","David McKinley","R","WV","M001180","Oversight and Investigations","member","minority",3
"K000379","Joseph P. Kennedy III","D","MA","K000379","Oversight and Investigations","Vice Chair","majority",3
"G000568","Morgan Griffith","R","VA","G000568","Oversight and Investigations","member","minority",4
"R000599","Raul Ruiz","D","CA","R000599","Oversight and Investigations","member","majority",4
"B001284","Susan Brooks","R","IN","B001284","Oversight and Investigations","member","minority",5
"K000382","Ann McLane Kuster","D","NH","K000382","Oversight and Investigations","member","majority",5
"M001190","Markwayne Mullin","R","OK","M001190","Oversight and Investigations","member","minority",6
"C001066","Kathy Castor","D","FL","C001066","Oversight and Investigations","member","majority",6
"D000615","Jeffrey Duncan","R","SC","D000615","Oversight and Investigations","member","minority",7
"S001168","John Sarbanes","D","MD","S001168","Oversight and Investigations","member","majority",7
"W000791","Greg Walden","R","OR","W000791","Oversight and Investigations","Ex Officio","minority",8
"T000469","Paul Tonko","D","NY","T000469","Oversight and Investigations","member","majority",8
"C001067","Yvette D. Clarke","D","NY","C001067","Oversight and Investigations","member","majority",9
"P000608","Scott Peters","D","CA","P000608","Oversight and Investigations","member","majority",10
"P000034","Frank Pallone","D","NJ","P000034","Oversight and Investigations","Ex Officio","majority",11
"S000364","John Shimkus","R","IL","S000364","Environment and Climate Change","Ranking Member","minority",1
"T000469","Paul Tonko","D","NY","T000469","Environment and Climate Change","Chair","majority",1
"M001159","Cathy McMorris Rodgers","R","WA","M001159","Environment and Climate Change","member","minority",2
"C001067","Yvette D. Clarke","D","NY","C001067","Environment and Climate Change","member","majority",2
"M001180","David McKinley","R","WV","M001180","Environment and Climate Change","member","minority",3
"P000608","Scott Peters","D","CA","P000608","Environment and Climate Change","member","majority",3
"J000292","Bill Johnson","R","OH","J000292","Environment and Climate Change","member","minority",4
"B001300","Nanette Barragán","D","CA","B001300","Environment and Climate Change","member","majority",4
"L000576","Billy Long","R","MO","L000576","Environment and Climate Change","member","minority",5
"M001200","A. Donald McEachin","D","VA","M001200","Environment and Climate Change","member","majority",5
"F000461","Bill Flores","R","TX","F000461","Environment and Climate Change","member","minority",6
"B001303","Lisa Blunt Rochester","D","DE","B001303","Environment and Climate Change","member","majority",6
"M001190","Markwayne Mullin","R","OK","M001190","Environment and Climate Change","member","minority",7
"S001200","Darren Soto","D","FL","S001200","Environment and Climate Change","member","majority",7
"C001103","Buddy Carter","R","GA","C001103","Environment and Climate Change","member","minority",8
"D000197","Diana DeGette","D","CO","D000197","Environment and Climate Change","member","majority",8
"D000615","Jeffrey Duncan","R","SC","D000615","Environment and Climate Change","member","minority",9
"S001145","Jan Schakowsky","D","IL","S001145","Environment and Climate Change","member","majority",9
"W000791","Greg Walden","R","OR","W000791","Environment and Climate Change","Ex Officio","minority",10
"M001163","Doris Matsui","D","CA","M001163","Environment and Climate Change","member","majority",10
"M001166","Jerry McNerney","D","CA","M001166","Environment and Climate Change","member","majority",11
"R000599","Raul Ruiz","D","CA","R000599","Environment and Climate Change","Vice Chair","majority",12
"D000624","Debbie Dingell","D","MI","D000624","Environment and Climate Change","member","majority",13
"P000034","Frank Pallone","D","NJ","P000034","Environment and Climate Change","Ex Officio","majority",14
"H001058","Bill Huizenga","R","MI","H001058","Investor Protection, Entrepreneurship, and Capital Markets","Ranking Member","minority",1
"M000087","Carolyn B. Maloney","D","NY","M000087","Investor Protection, Entrepreneurship, and Capital Markets","Chair","majority",1
"S000344","Brad Sherman","D","CA","S000344","Investor Protection, Entrepreneurship, and Capital Markets","member","majority",2
"S001157","David Scott","D","GA","S001157","Investor Protection, Entrepreneurship, and Capital Markets","member","majority",3
"H001047","Jim Himes","D","CT","H001047","Investor Protection, Entrepreneurship, and Capital Markets","member","majority",4
"S001187","Steve Stivers","R","OH","S001187","Investor Protection, Entrepreneurship, and Capital Markets","member","minority",4
"F000454","Bill Foster","D","IL","F000454","Investor Protection, Entrepreneurship, and Capital Markets","member","majority",5
"W000812","Ann Wagner","R","MO","W000812","Investor Protection, Entrepreneurship, and Capital Markets","member","minority",5
"M001137","Gregory W. Meeks","D","NY","M001137","Investor Protection, Entrepreneurship, and Capital Markets","member","majority",6
"H001072","French Hill","R","AR","H001072","Investor Protection, Entrepreneurship, and Capital Markets","member","minority",6
"V000130","Juan Vargas","D","CA","V000130","Investor Protection, Entrepreneurship, and Capital Markets","member","majority",7
"E000294","Tom Emmer","R","MN","E000294","Investor Protection, Entrepreneurship, and Capital Markets","member","minority",7
"G000583","Josh Gottheimer","D","NJ","G000583","Investor Protection, Entrepreneurship, and Capital Markets","member","majority",8
"M001195","Alex Mooney","R","WV","M001195","Investor Protection, Entrepreneurship, and Capital Markets","member","minority",8
"G000581","Vicente Gonzalez","D","TX","G000581","Investor Protection, Entrepreneurship, and Capital Markets","member","majority",9
"D000626","Warren Davidson","R","OH","D000626","Investor Protection, Entrepreneurship, and Capital Markets","member","minority",9
"S001204","Michael San Nicolas","D","GU","S001204","Investor Protection, Entrepreneurship, and Capital Markets","member","majority",10
"H001074","Trey Hollingsworth","R","IN","H001074","Investor Protection, Entrepreneurship, and Capital Markets","member","minority",10
"P000618","Katie Porter","D","CA","P000618","Investor Protection, Entrepreneurship, and Capital Markets","member","majority",11
"A000378","Cynthia Axne","D","IA","A000378","Investor Protection, Entrepreneurship, and Capital Markets","member","majority",12
"C001117","Sean Casten","D","IL","C001117","Investor Protection, Entrepreneurship, and Capital Markets","member","majority",13
"O000172","Alexandria Ocasio-Cortez","D","NY","O000172","Investor Protection, Entrepreneurship, and Capital Markets","member","majority",14
"L000569","Blaine Luetkemeyer","R","MO","L000569","Consumer Protection and Financial Institutions","Ranking Member","minority",1
"M001137","Gregory W. Meeks","D","NY","M001137","Consumer Protection and Financial Institutions","Chair","majority",1
"S001157","David Scott","D","GA","S001157","Consumer Protection and Financial Institutions","member","majority",2
"L000491","Frank D. Lucas","R","OK","L000491","Consumer Protection and Financial Institutions","member","minority",2
"V000081","Nydia M. Velázquez","D","NY","V000081","Consumer Protection and Financial Institutions","member","majority",3
"P000599","Bill Posey","R","FL","P000599","Consumer Protection and Financial Institutions","member","minority",3
"C001049","William Lacy Clay","D","MO","C001049","Consumer Protection and Financial Institutions","member","majority",4
"B001282","Andy Barr","R","KY","B001282","Consumer Protection and Financial Institutions","member","minority",4
"H001064","Denny Heck","D","WA","H001064","Consumer Protection and Financial Institutions","member","majority",5
"T000470","Scott Tipton","R","CO","T000470","Consumer Protection and Financial Institutions","member","minority",5
"F000454","Bill Foster","D","IL","F000454","Consumer Protection and Financial Institutions","member","majority",6
"W000816","Roger Williams","R","TX","W000816","Consumer Protection and Financial Institutions","member","minority",6
"L000586","Al Lawson","D","FL","L000586","Consumer Protection and Financial Institutions","member","majority",7
"L000583","Barry Loudermilk","R","GA","L000583","Consumer Protection and Financial Institutions","member","minority",7
"T000481","Rashida Tlaib","D","MI","T000481","Consumer Protection and Financial Institutions","member","majority",8
"B001305","Ted Budd","R","NC","B001305","Consumer Protection and Financial Institutions","member","minority",8
"P000618","Katie Porter","D","CA","P000618","Consumer Protection and Financial Institutions","member","majority",9
"K000392","David Kustoff","R","TN","K000392","Consumer Protection and Financial Institutions","member","minority",9
"P000617","Ayanna Pressley","D","MA","P000617","Consumer Protection and Financial Institutions","member","majority",10
"R000611","Denver Riggleman","R","VA","R000611","Consumer Protection and Financial Institutions","member","minority",10
"M001209","Ben McAdams","D","UT","M001209","Consumer Protection and Financial Institutions","member","majority",11
"O000172","Alexandria Ocasio-Cortez","D","NY","O000172","Consumer Protection and Financial Institutions","member","majority",12
"W000825","Jennifer Wexton","D","VA","W000825","Consumer Protection and Financial Institutions","member","majority",13
"C001049","William Lacy Clay","D","MO","C001049","Housing, Community Development, and Insurance","Chair","majority",1
"V000081","Nydia M. Velázquez","D","NY","V000081","Housing, Community Development, and Insurance","member","majority",2
"L000569","Blaine Luetkemeyer","R","MO","L000569","Housing, Community Development, and Insurance","member","minority",2
"C001061","Emanuel Cleaver II","D","MO","C001061","Housing, Community Development, and Insurance","member","majority",3
"H001058","Bill Huizenga","R","MI","H001058","Housing, Community Development, and Insurance","member","minority",3
"S000344","Brad Sherman","D","CA","S000344","Housing, Community Development, and Insurance","member","majority",4
"T000470","Scott Tipton","R","CO","T000470","Housing, Community Development, and Insurance","member","minority",4
"B001281","Joyce Beatty","D","OH","B001281","Housing, Community Development, and Insurance","member","majority",5
"Z000017","Lee Zeldin","R","NY","Z000017","Housing, Community Development, and Insurance","member","minority",5
